Title: Nd1

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1263.15 100.239291 59.602359 13.074294 0.000000 2.917527 6.831361 0.000000 11.365199 0.000000 1.190222 0.000000 0.000000 24.223756 
500.00 1253.15 100.236255 60.023338 11.740432 0.000000 3.083016 6.822168 0.000000 12.304454 0.000000 1.206059 0.000000 0.000000 24.867209 
500.00 1243.15 100.231939 60.341537 10.574831 0.000000 3.227248 6.814828 0.000000 13.128993 0.000000 1.212686 0.000000 0.000000 25.382950 
500.00 1233.15 100.226636 60.564631 9.563567 0.000000 3.355864 6.806854 0.000000 13.846154 0.000000 1.212022 0.000000 0.000000 25.780171 
500.00 1223.15 100.220600 60.702360 8.690271 0.000000 3.473159 6.796483 0.000000 14.466027 0.000000 1.205715 0.000000 0.000000 26.070703 
500.00 1213.15 100.214041 60.765582 7.937142 0.000000 3.582248 6.782780 0.000000 15.000383 0.000000 1.195131 0.000000 0.000000 26.267898 
500.00 1203.15 100.207126 60.765233 7.286314 0.000000 3.685310 6.765501 0.000000 15.461440 0.000000 1.181347 0.000000 0.000000 26.385321 
500.00 1193.15 100.199977 60.711505 6.721032 0.000000 3.783855 6.744870 0.000000 15.860860 0.000000 1.165171 0.000000 0.000000 26.435717 
500.00 1183.15 100.191472 60.623461 6.217599 0.020629 3.861685 6.719588 0.000000 16.219225 0.000000 1.143308 0.000000 0.000000 26.441428 
500.00 1173.15 100.176351 60.620934 5.418941 0.051023 3.984860 6.670447 0.000000 16.424296 0.402942 1.100470 0.000000 0.000000 26.567957 
500.00 1163.15 100.159456 60.581434 4.658552 0.077964 4.126287 6.614611 0.000000 16.539787 0.858488 1.050491 0.000000 0.003448 26.651806 
500.00 1153.15 100.142531 60.481643 4.015060 0.102451 4.269667 6.559027 0.000000 16.624842 1.236229 0.998633 0.000000 0.015240 26.660493 
500.00 1143.15 100.126450 60.329308 3.487055 0.122454 4.410020 6.507517 0.000000 16.684922 1.542995 0.947520 0.000000 0.024931 26.601894 
500.00 1133.15 100.107984 60.171243 2.941277 0.141651 4.575607 6.454743 0.000000 16.753009 1.840049 0.862730 0.023413 0.035124 26.543640 
500.00 1123.15 100.083417 60.035586 2.288787 0.161991 4.794194 6.396782 0.000000 16.852156 2.161788 0.717352 0.085687 0.047463 26.529386 
500.00 1113.15 100.058276 59.862089 1.713171 0.178413 5.013962 6.343594 0.000000 16.934639 2.433347 0.576779 0.141361 0.058206 26.468618 
500.00 1103.15 100.032992 59.655786 1.204363 0.191382 5.230989 6.294734 0.000000 17.003443 2.662937 0.442631 0.190779 0.067595 26.366933 
500.00 1093.15 100.008598 59.418075 0.764469 0.200799 5.437019 6.249770 0.000000 17.059938 2.853449 0.319710 0.233271 0.075651 26.223999 
500.00 1083.15 99.987010 59.147144 0.408483 0.206032 5.617409 6.208213 0.000000 17.104146 3.003076 0.217059 0.267057 0.082152 26.033517 
500.00 1073.15 99.970243 58.841862 0.150795 0.206664 5.757275 6.169493 0.000000 17.136205 3.110576 0.143438 0.290665 0.086877 25.789873 
500.00 1063.15 99.959775 58.502100 0.000000 0.204393 5.845804 6.135909 0.000000 17.152219 3.177087 0.102890 0.303649 0.089675 25.490474 
500.00 1053.15 99.959055 58.116854 0.000000 0.205530 5.855437 6.120646 0.000000 17.127902 3.193554 0.104481 0.302841 0.089675 25.116786 
500.00 1043.15 99.958349 57.727534 0.000000 0.206528 5.864408 6.106280 0.000000 17.104630 3.208839 0.106082 0.302029 0.089675 24.739064 
500.00 1033.15 99.957657 57.333904 0.000000 0.207385 5.872797 6.092752 0.000000 17.082332 3.222990 0.107687 0.301210 0.089675 24.357077 
500.00 1023.15 99.950377 56.851579 0.000000 0.200204 5.873051 6.071220 0.091702 17.100439 3.152678 0.083454 0.308267 0.089675 23.880889 
500.00 1013.15 99.941390 56.343150 0.000000 0.187790 5.867986 6.041859 0.212004 17.139455 3.056321 0.055696 0.317088 0.089675 23.375275 
500.00 1003.15 99.934730 55.859958 0.000000 0.176018 5.862874 6.011406 0.303789 17.172848 2.985783 0.039122 0.323028 0.089675 22.895415 
