Title: Nd1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1373.15 100.090755 89.340016 2.709442 0.000000 6.974985 0.000000 0.000000 0.000000 0.105246 0.000000 0.000000 0.961067 
500.00 1363.15 100.097644 85.336903 2.674820 0.000000 10.825232 0.000000 0.000000 0.000000 0.245982 0.000000 0.000000 1.014707 
500.00 1353.15 100.109235 81.514886 2.613869 0.000000 14.398360 0.000000 0.000000 0.000000 0.516856 0.000000 0.000000 1.065263 
500.00 1343.15 100.128944 76.713056 2.685876 0.000000 17.480894 0.000000 1.031969 0.000000 1.078649 0.000000 0.000000 1.138500 
500.00 1333.15 100.154199 69.045245 3.296645 0.000000 19.312939 0.000000 5.225289 0.000000 1.991178 0.000000 0.000000 1.282902 
500.00 1323.15 100.175933 62.285344 3.769889 0.000000 20.695214 0.000000 9.177418 0.000000 2.832183 0.000000 0.000000 1.415885 
500.00 1313.15 100.191886 56.333277 4.149942 0.000000 21.750022 0.000000 12.901325 0.000000 3.518467 0.000000 0.000000 1.538854 
500.00 1303.15 100.206531 50.416787 3.787178 1.097176 22.472068 0.000000 16.635126 0.000000 4.131618 0.000000 0.000000 1.666578 
500.00 1293.15 100.227464 43.512243 1.438750 5.436270 22.527482 0.000000 20.698605 0.000000 4.794574 0.000000 0.000000 1.819539 
500.00 1283.15 100.239713 38.104639 0.057132 8.181715 22.520755 0.000000 24.187800 0.000000 5.244310 0.000000 0.000000 1.943361 
500.00 1273.15 100.240709 33.970972 0.000000 9.031429 22.468006 0.000000 27.266002 0.000000 5.461714 0.000000 0.000000 2.042586 
500.00 1263.15 100.239291 30.356230 0.000000 9.689278 22.434158 0.000000 30.022131 0.000000 5.606223 0.000000 0.000000 2.131271 
500.00 1253.15 100.236255 27.196195 0.000000 10.255185 22.415332 0.000000 32.463508 0.000000 5.696083 0.000000 0.000000 2.209951 
500.00 1243.15 100.231939 24.453415 0.000000 10.752113 22.402663 0.000000 34.603462 0.000000 5.741398 0.000000 0.000000 2.278887 
500.00 1233.15 100.226636 22.087211 0.000000 11.198563 22.388035 0.000000 36.463110 0.000000 5.751093 0.000000 0.000000 2.338625 
500.00 1223.15 100.220600 20.053343 0.000000 11.608630 22.365655 0.000000 38.070081 0.000000 5.732916 0.000000 0.000000 2.389975 
500.00 1213.15 100.214041 18.306038 0.000000 11.992532 22.332410 0.000000 39.455793 0.000000 5.693348 0.000000 0.000000 2.433920 
500.00 1203.15 100.207126 16.800790 0.000000 12.357420 22.287456 0.000000 40.652408 0.000000 5.637549 0.000000 0.000000 2.471503 
500.00 1193.15 100.199977 15.496719 0.000000 12.708252 22.231499 0.000000 41.690344 0.000000 5.569428 0.000000 0.000000 2.503734 
500.00 1183.15 100.191472 14.334354 0.075153 12.991487 22.161187 0.000000 42.623420 0.000000 5.473283 0.000000 0.000000 2.532588 
500.00 1173.15 100.176351 12.495156 0.187332 13.437910 22.020674 0.000000 43.173589 1.011821 5.275875 0.000000 0.000000 2.573995 
500.00 1163.15 100.159456 10.742573 0.288540 13.950531 21.860315 0.000000 43.495953 2.155979 5.042619 0.000000 0.010559 2.612387 
500.00 1153.15 100.142531 9.254111 0.382013 14.471979 21.700800 0.000000 43.738736 3.104996 4.798768 0.000000 0.046674 2.644453 
500.00 1143.15 100.126450 8.032541 0.459695 14.984264 21.554025 0.000000 43.915568 3.875985 4.557249 0.000000 0.076351 2.670772 
500.00 1133.15 100.107984 6.769806 0.535506 15.592117 21.402461 0.000000 44.115286 4.622813 4.155997 0.108410 0.107565 2.698024 
500.00 1123.15 100.083417 5.261763 0.617274 16.399897 21.233255 0.000000 44.400133 5.431919 3.465590 0.397474 0.145354 2.730757 
500.00 1113.15 100.058276 3.933828 0.684759 17.216187 21.079553 0.000000 44.640185 6.115202 2.793786 0.656755 0.178253 2.759767 
500.00 1103.15 100.032992 2.762309 0.739313 18.026390 20.939146 0.000000 44.843294 6.693256 2.149204 0.887550 0.207007 2.785523 
500.00 1093.15 100.008598 1.751433 0.780153 18.799550 20.809281 0.000000 45.012981 7.173307 1.555862 1.086472 0.231677 2.807882 
500.00 1083.15 99.987010 0.934876 0.804403 19.480508 20.686180 0.000000 45.149129 7.550767 1.058544 1.244968 0.251588 2.826046 
500.00 1073.15 99.970243 0.344786 0.810076 20.012776 20.566018 0.000000 45.251959 7.822465 0.700910 1.355951 0.266057 2.839246 
500.00 1063.15 99.959775 0.000000 0.803528 20.355240 20.456377 0.000000 45.310889 7.991203 0.503685 1.417222 0.274628 2.847004 
500.00 1053.15 99.959055 0.000000 0.808911 20.405351 20.402693 0.000000 45.260235 8.034136 0.512099 1.413998 0.274628 2.847004 
500.00 1043.15 99.958349 0.000000 0.813770 20.453373 20.351891 0.000000 45.212204 8.074158 0.520571 1.410750 0.274628 2.847004 
500.00 1033.15 99.957657 0.000000 0.818095 20.499577 20.303786 0.000000 45.166629 8.111389 0.529079 1.407471 0.274628 2.847004 
500.00 1023.15 99.950377 0.000000 0.791882 20.533938 20.232892 0.265117 45.227667 7.936069 0.410711 1.441121 0.274628 2.836351 
500.00 1013.15 99.941390 0.000000 0.745178 20.553803 20.134790 0.613369 45.344480 7.695151 0.274642 1.482978 0.274628 2.822370 
500.00 1003.15 99.934730 0.000000 0.700426 20.567784 20.030105 0.879418 45.446932 7.519202 0.193263 1.511277 0.274628 2.811695 
