Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 apatite water 
500.00 1523.15 98.062564 37.603536 37.603536 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.063215 37.566655 37.566655 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.063906 37.529835 37.529835 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.064638 37.493078 37.493078 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.065412 37.456385 37.456385 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 98.066231 37.419757 37.419757 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 98.067095 37.383196 37.383196 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 98.068006 37.346704 37.346704 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 98.068964 37.310283 37.310283 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 98.069973 37.273933 37.273933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 98.069749 37.227015 37.083281 0.143734 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 97.598039 36.854798 35.643944 0.086859 0.000000 1.123995 0.000000 0.000000 0.000000 0.000000 
500.00 1403.15 93.666340 35.382384 33.599199 0.127122 0.000000 1.206970 0.449093 0.000000 0.000000 0.000000 
500.00 1393.15 88.115687 33.362556 31.201188 0.245188 0.000000 0.867515 1.048665 0.000000 0.000000 0.000000 
500.00 1383.15 81.660643 30.997074 29.147185 0.214883 0.000000 0.729818 0.905188 0.000000 0.000000 0.000000 
500.00 1373.15 76.131062 28.969029 27.366659 0.191296 0.000000 0.620134 0.790940 0.000000 0.000000 0.000000 
500.00 1363.15 71.336824 27.209524 25.806701 0.172888 0.000000 0.531438 0.698496 0.000000 0.000000 0.000000 
500.00 1353.15 67.279626 25.565902 22.324666 0.000000 0.000000 1.392375 0.876758 0.972102 0.000000 0.000000 
500.00 1343.15 55.945931 22.195592 20.830235 0.001064 0.000000 0.574601 0.557144 0.232548 0.000000 0.000000 
500.00 1333.15 51.529812 20.720341 19.532125 0.000000 0.071933 0.376542 0.564703 0.175039 0.000000 0.000000 
500.00 1323.15 47.766094 19.435929 18.364621 0.000000 0.143662 0.210393 0.582684 0.134570 0.000000 0.000000 
500.00 1313.15 44.444488 18.502750 17.174594 0.000000 0.156549 0.143976 0.649562 0.114545 0.000000 0.263524 
500.00 1303.15 41.210173 18.136723 15.666330 0.000000 0.212386 0.067037 0.901216 0.108069 0.000000 1.181686 
500.00 1293.15 37.402370 17.420880 14.422382 0.000000 0.166898 0.042400 0.767880 0.084456 0.000000 1.936865 
500.00 1283.15 34.289756 16.835458 13.375198 0.000000 0.133076 0.028037 0.664101 0.067423 0.000000 2.567622 
500.00 1273.15 31.691346 16.342197 12.479867 0.000000 0.107168 0.019775 0.580595 0.054728 0.000000 3.100063 
500.00 1263.15 29.487040 15.916557 11.705254 0.000000 0.086865 0.015204 0.511596 0.045016 0.000000 3.552622 
500.00 1253.15 27.593746 15.542236 11.028803 0.000000 0.070703 0.012848 0.453522 0.037433 0.000000 3.938927 
500.00 1243.15 25.951479 15.207919 10.433580 0.000000 0.057692 0.011799 0.404001 0.031417 0.000000 4.269430 
500.00 1233.15 24.515416 14.905459 9.906489 0.000000 0.047132 0.011491 0.361381 0.026581 0.000000 4.552386 
500.00 1223.15 23.251090 14.628807 9.437155 0.000000 0.038509 0.011577 0.324452 0.022650 0.000000 4.794463 
500.00 1213.15 22.131381 14.373344 9.017208 0.000000 0.031434 0.011846 0.292289 0.019426 0.000000 5.001141 
500.00 1203.15 21.134552 14.135469 8.639794 0.000000 0.025606 0.012172 0.264157 0.016760 0.000000 5.176980 
500.00 1193.15 20.242928 13.912317 8.299233 0.000000 0.020788 0.012486 0.239461 0.014540 0.000000 5.325810 
500.00 1183.15 19.441969 13.701579 7.990781 0.000000 0.016793 0.012749 0.217708 0.012679 0.000000 5.450870 
500.00 1173.15 18.719576 13.502393 7.704027 0.000000 0.014308 0.012206 0.199565 0.011141 0.004407 5.556738 
500.00 1163.15 18.049804 13.306741 7.442367 0.000000 0.011474 0.012322 0.182323 0.009797 0.004713 5.643744 
500.00 1153.15 17.439914 13.118505 7.203692 0.000000 0.009001 0.012470 0.166880 0.008651 0.004091 5.713720 
500.00 1143.15 16.885743 12.937662 6.985335 0.000000 0.006935 0.012546 0.153148 0.007673 0.003536 5.768488 
