Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 98.039009 37.503992 37.503992 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.039662 37.466902 37.466902 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.040355 37.429874 37.429874 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.041090 37.392908 37.392908 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.041868 37.356006 37.356006 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 98.042690 37.319170 37.319170 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 98.043557 37.282401 37.282401 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 98.044471 37.245701 37.245701 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 98.045433 37.209071 37.209071 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 98.046446 37.172514 37.172514 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 98.047510 37.136031 37.136031 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 98.045439 37.049334 36.038993 0.289746 0.000000 0.000000 0.720595 0.000000 0.000000 0.000000 0.000000 
500.00 1403.15 98.044908 36.701244 32.854886 0.505874 0.000000 1.518711 1.821773 0.000000 0.000000 0.000000 0.000000 
500.00 1393.15 98.043277 36.455601 30.403850 0.773075 0.000000 2.415230 2.863446 0.000000 0.000000 0.000000 0.000000 
500.00 1383.15 98.041772 36.237492 28.256302 1.020590 0.000000 3.190555 3.770045 0.000000 0.000000 0.000000 0.000000 
500.00 1373.15 98.040383 36.041187 26.348463 1.256152 0.000000 3.869492 4.567079 0.000000 0.000000 0.000000 0.000000 
500.00 1363.15 98.039084 35.862412 24.631758 1.486574 0.000000 4.469939 5.274141 0.000000 0.000000 0.000000 0.000000 
500.00 1353.15 98.037814 35.697981 23.068489 1.718080 0.000000 5.004359 5.907053 0.000000 0.000000 0.000000 0.000000 
500.00 1343.15 98.226798 35.466286 19.380422 1.333195 0.000000 6.512791 6.911230 1.328648 0.000000 0.000000 0.000000 
500.00 1333.15 98.245814 35.349932 18.043076 1.385766 0.000000 6.881420 7.557515 1.482154 0.000000 0.000000 0.000000 
500.00 1323.15 98.260435 36.446851 15.626219 1.465170 0.000000 7.300171 8.965193 1.637211 0.000000 0.000000 1.452887 
500.00 1313.15 98.282524 37.886537 12.497799 0.889142 1.141203 7.485689 10.640129 1.804021 0.000000 0.000000 3.428553 
500.00 1303.15 98.295184 39.027892 10.023518 0.478972 2.026684 7.545049 12.048513 1.908499 0.000000 0.000000 4.996656 
500.00 1293.15 98.298446 39.879827 8.179371 0.296723 2.531126 7.566124 13.182151 1.961386 0.000000 0.000000 6.162945 
500.00 1283.15 98.295691 40.529328 6.749483 0.233098 2.836613 7.564984 14.107236 1.981911 0.000000 0.000000 7.056004 
500.00 1273.15 98.288546 41.039641 5.575804 0.228309 3.048663 7.547385 14.881542 1.980623 0.000000 0.009854 7.767461 
500.00 1263.15 98.278044 41.441301 4.587660 0.252111 3.218577 7.515663 15.533172 1.963382 0.000000 0.030038 8.340698 
500.00 1253.15 98.266066 41.737481 3.790902 0.283303 3.367722 7.473662 16.059724 1.936891 0.000000 0.046177 8.779099 
500.00 1243.15 98.253430 41.949764 3.142285 0.313118 3.509127 7.424014 16.485860 1.905077 0.000000 0.059301 9.110982 
500.00 1233.15 98.240663 42.095891 2.608515 0.338410 3.647316 7.369166 16.832798 1.870488 0.000000 0.070124 9.359074 
500.00 1223.15 98.228085 42.190164 2.163694 0.358538 3.783342 7.311221 17.117981 1.834714 0.000000 0.079161 9.541514 
500.00 1213.15 98.215874 42.243816 1.787823 0.373854 3.917071 7.251855 17.355216 1.798692 0.000000 0.086797 9.672509 
500.00 1203.15 98.204114 42.265516 1.465558 0.385033 4.048127 7.192335 17.555173 1.762930 0.000000 0.093327 9.763033 
500.00 1193.15 98.192833 42.261890 1.185134 0.392790 4.176229 7.133582 17.726010 1.727652 0.000000 0.098977 9.821516 
500.00 1183.15 98.182018 42.238006 0.937486 0.397776 4.301291 7.076253 17.873941 1.692899 0.000000 0.103925 9.854435 
500.00 1173.15 98.171637 42.197743 0.715565 0.400543 4.423424 7.020804 18.003708 1.658585 0.000000 0.108313 9.866801 
500.00 1163.15 98.161641 42.144089 0.513823 0.401553 4.542913 6.967553 18.118936 1.624538 0.000000 0.112257 9.862516 
500.00 1153.15 98.151975 42.079357 0.327830 0.401182 4.660193 6.916728 18.222400 1.590517 0.000000 0.115852 9.844654 
500.00 1143.15 98.142369 42.036868 0.064217 0.402179 4.790641 6.864839 18.381597 1.512229 0.039080 0.120890 9.861196 
500.00 1133.15 98.141597 41.925372 0.000000 0.400556 4.839588 6.831719 18.416458 1.484432 0.058307 0.122104 9.772208 
500.00 1123.15 98.143583 41.792155 0.000000 0.398274 4.861672 6.805784 18.410591 1.473677 0.070167 0.122104 9.649887 
