Title: Nd1

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1353.15 97.306318 36.663425 26.064391 1.098774 0.000000 5.472631 0.000000 3.707727 0.000000 0.319902 0.000000 0.000000 0.000000 
500.00 1343.15 97.327807 36.524434 24.439500 1.161877 0.000000 5.916327 0.000000 4.525137 0.000000 0.481593 0.000000 0.000000 0.000000 
500.00 1333.15 97.345528 36.402283 23.010509 1.210515 0.000000 6.270100 0.000000 5.290414 0.000000 0.620745 0.000000 0.000000 0.000000 
500.00 1323.15 97.359323 36.293518 21.751583 1.251700 0.000000 6.551493 0.000000 6.003679 0.000000 0.735062 0.000000 0.000000 0.000000 
500.00 1313.15 97.376626 36.141132 20.390573 0.932303 0.616714 6.675937 0.000000 6.675327 0.000000 0.850279 0.000000 0.000000 0.000000 
500.00 1303.15 97.391154 36.000724 19.175219 0.620901 1.218921 6.747538 0.000000 7.291978 0.000000 0.946166 0.000000 0.000000 0.000000 
500.00 1293.15 97.402545 35.877792 18.112585 0.369218 1.717374 6.794296 0.000000 7.860668 0.000000 1.023650 0.000000 0.000000 0.000000 
500.00 1283.15 97.413773 36.710814 16.140502 0.016764 2.446133 6.796146 0.000000 9.037277 0.000000 1.109082 0.000000 0.000000 1.164909 
500.00 1273.15 97.414768 37.551970 14.442156 0.000000 2.696442 6.776807 0.000000 10.203907 0.000000 1.151341 0.000000 0.000000 2.281316 
500.00 1263.15 97.413364 38.281563 12.943684 0.000000 2.888260 6.763153 0.000000 11.251379 0.000000 1.178315 0.000000 0.000000 3.256772 
500.00 1253.15 97.410359 38.905277 11.623161 0.000000 3.052095 6.754048 0.000000 12.181243 0.000000 1.193995 0.000000 0.000000 4.100735 
500.00 1243.15 97.406086 39.428289 10.469212 0.000000 3.194885 6.746779 0.000000 12.997542 0.000000 1.200557 0.000000 0.000000 4.819314 
500.00 1233.15 97.400837 39.858238 9.468056 0.000000 3.322215 6.738883 0.000000 13.707537 0.000000 1.199900 0.000000 0.000000 5.421648 
500.00 1223.15 97.394862 40.204809 8.603485 0.000000 3.438337 6.728614 0.000000 14.321219 0.000000 1.193658 0.000000 0.000000 5.919496 
500.00 1213.15 97.388369 40.478797 7.857879 0.000000 3.546334 6.715047 0.000000 14.850240 0.000000 1.183180 0.000000 0.000000 6.326117 
500.00 1203.15 97.381523 40.691076 7.213550 0.000000 3.648364 6.697939 0.000000 15.306695 0.000000 1.169535 0.000000 0.000000 6.654992 
500.00 1193.15 97.374446 40.851787 6.653912 0.000000 3.745924 6.677513 0.000000 15.702129 0.000000 1.153522 0.000000 0.000000 6.918787 
500.00 1183.15 97.366018 40.979924 6.155446 0.020560 3.822858 6.652471 0.000000 16.056987 0.000000 1.131853 0.000000 0.000000 7.139749 
500.00 1173.15 97.351047 41.194090 5.364630 0.050639 3.944840 6.603812 0.000000 16.259975 0.399058 1.089438 0.000000 0.000000 7.481699 
500.00 1163.15 97.334323 41.373020 4.611960 0.077291 4.084853 6.548543 0.000000 16.374300 0.849993 1.039967 0.000000 0.003382 7.782732 
500.00 1153.15 97.317568 41.493811 3.974890 0.101526 4.226812 6.493514 0.000000 16.458507 1.223960 0.988628 0.000000 0.015057 8.010917 
500.00 1143.15 97.301647 41.564163 3.452158 0.121321 4.365771 6.442517 0.000000 16.517989 1.527659 0.938027 0.000000 0.024651 8.174070 
500.00 1133.15 97.283369 41.630472 2.911905 0.140319 4.529690 6.390273 0.000000 16.585379 1.821714 0.854110 0.023162 0.034740 8.339180 
500.00 1123.15 97.259048 41.720718 2.265945 0.160451 4.746091 6.332890 0.000000 16.683535 2.140233 0.710191 0.084812 0.046956 8.549614 
500.00 1113.15 97.234159 41.775315 1.696096 0.176706 4.963658 6.280233 0.000000 16.765195 2.409071 0.571029 0.139928 0.057591 8.715809 
500.00 1103.15 97.209130 41.799334 1.192394 0.189542 5.178506 6.231860 0.000000 16.833311 2.636358 0.438230 0.188850 0.066886 8.843396 
500.00 1093.15 97.184983 41.794254 0.756922 0.198861 5.382464 6.187344 0.000000 16.889240 2.824957 0.316549 0.230915 0.074860 8.932140 
500.00 1083.15 97.163612 41.758386 0.404515 0.204039 5.561040 6.146201 0.000000 16.933006 2.973081 0.214934 0.264361 0.081297 8.975912 
500.00 1073.15 97.147013 41.690722 0.149402 0.204662 5.699508 6.107868 0.000000 16.964747 3.079508 0.142050 0.287733 0.085974 8.969269 
500.00 1063.15 97.136642 41.591275 0.000000 0.202409 5.787213 6.074606 0.000000 16.980634 3.145390 0.101876 0.300598 0.088747 8.909804 
500.00 1053.15 97.135930 41.449215 0.000000 0.203535 5.796750 6.059495 0.000000 16.956560 3.161692 0.103451 0.299799 0.088747 8.779187 
500.00 1043.15 97.135231 41.305707 0.000000 0.204523 5.805632 6.045271 0.000000 16.933521 3.176823 0.105035 0.298994 0.088747 8.647160 
500.00 1033.15 97.134546 41.160663 0.000000 0.205371 5.813938 6.031879 0.000000 16.911447 3.190831 0.106624 0.298184 0.088747 8.513642 
500.00 1023.15 97.127343 40.930759 0.000000 0.198266 5.814196 6.010568 0.090721 16.929346 3.121279 0.082652 0.305165 0.088747 8.289818 
500.00 1013.15 97.118445 40.678001 0.000000 0.185975 5.809184 5.981502 0.209839 16.967975 3.025869 0.055165 0.313900 0.088747 8.039847 
