Title: Nd1

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 97.260452 38.385156 38.385156 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 97.260963 38.349354 38.349354 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 97.261504 38.313606 38.313606 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 97.262079 38.277913 38.277913 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 97.262686 38.242277 38.242277 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 97.263328 38.206699 38.206699 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 97.264005 38.171180 38.171180 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 97.264719 38.135722 38.135722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 97.265470 38.100326 38.100326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 97.265108 38.055701 37.931688 0.124013 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 97.263676 38.003453 37.652094 0.351359 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 97.263426 37.852220 36.738163 0.462735 0.000000 0.651323 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1403.15 97.265859 37.613346 35.256728 0.461854 0.000000 1.885914 0.000000 0.000000 0.000000 0.008849 0.000000 0.000000 0.000000 
500.00 1393.15 97.269408 37.392517 33.890768 0.463485 0.000000 3.016257 0.000000 0.000000 0.000000 0.022007 0.000000 0.000000 0.000000 
500.00 1383.15 97.270589 37.182159 31.703079 0.671173 0.000000 3.738921 0.000000 1.027087 0.000000 0.041899 0.000000 0.000000 0.000000 
500.00 1373.15 97.274606 36.993389 29.722120 0.854882 0.000000 4.368812 0.000000 1.966767 0.000000 0.080809 0.000000 0.000000 0.000000 
500.00 1363.15 97.285818 36.820807 27.855735 1.002314 0.000000 4.943693 0.000000 2.850792 0.000000 0.168273 0.000000 0.000000 0.000000 
