Title: Nd1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1383.15 97.270589 79.904034 2.249068 0.000000 12.183736 0.000000 2.745021 0.000000 0.188730 0.000000 0.000000 0.000000 
500.00 1373.15 97.274606 74.509082 2.879296 0.000000 14.266012 0.000000 5.252617 0.000000 0.367599 0.000000 0.000000 0.000000 
500.00 1363.15 97.285818 69.345795 3.391058 0.000000 16.170680 0.000000 7.607483 0.000000 0.770802 0.000000 0.000000 0.000000 
500.00 1353.15 97.306318 64.300360 3.729731 0.000000 17.918861 0.000000 9.885399 0.000000 1.471967 0.000000 0.000000 0.000000 
500.00 1343.15 97.327807 59.714978 3.953666 0.000000 19.382431 0.000000 12.053539 0.000000 2.223192 0.000000 0.000000 0.000000 
500.00 1333.15 97.345528 55.715719 4.127772 0.000000 20.549403 0.000000 14.079195 0.000000 2.873440 0.000000 0.000000 0.000000 
500.00 1323.15 97.359323 52.230093 4.276264 0.000000 21.478447 0.000000 15.963508 0.000000 3.411011 0.000000 0.000000 0.000000 
500.00 1313.15 97.376626 48.568492 3.189848 2.037145 21.889914 0.000000 17.737494 0.000000 3.953733 0.000000 0.000000 0.000000 
500.00 1303.15 97.391154 45.334850 2.127575 4.028776 22.127643 0.000000 19.364080 0.000000 4.408230 0.000000 0.000000 0.000000 
500.00 1293.15 97.402545 42.531195 1.267159 5.679724 22.284037 0.000000 20.861948 0.000000 4.778480 0.000000 0.000000 0.000000 
500.00 1283.15 97.413773 37.724404 0.057734 8.098091 22.295854 0.000000 23.945486 0.000000 5.191704 0.000000 0.000000 0.100499 
500.00 1273.15 97.414768 33.631569 0.000000 8.940805 22.243676 0.000000 26.992905 0.000000 5.407071 0.000000 0.000000 0.198742 
500.00 1263.15 97.413364 30.052982 0.000000 9.592078 22.210155 0.000000 29.721471 0.000000 5.550138 0.000000 0.000000 0.286540 
500.00 1253.15 97.410359 26.924548 0.000000 10.152328 22.191507 0.000000 32.138439 0.000000 5.639104 0.000000 0.000000 0.364433 
500.00 1243.15 97.406086 24.209186 0.000000 10.644287 22.178957 0.000000 34.257006 0.000000 5.683971 0.000000 0.000000 0.432679 
500.00 1233.15 97.400837 21.866630 0.000000 11.086270 22.164468 0.000000 36.098074 0.000000 5.693575 0.000000 0.000000 0.491820 
500.00 1223.15 97.394862 19.853083 0.000000 11.492235 22.142306 0.000000 37.688995 0.000000 5.675586 0.000000 0.000000 0.542657 
500.00 1213.15 97.388369 18.123232 0.000000 11.872295 22.109390 0.000000 39.060872 0.000000 5.636419 0.000000 0.000000 0.586163 
500.00 1203.15 97.381523 16.633015 0.000000 12.233530 22.064881 0.000000 40.245543 0.000000 5.581183 0.000000 0.000000 0.623371 
500.00 1193.15 97.374446 15.341965 0.000000 12.580851 22.009480 0.000000 41.273121 0.000000 5.513749 0.000000 0.000000 0.655280 
500.00 1183.15 97.366018 14.191044 0.074905 12.860867 21.939835 0.000000 42.197067 0.000000 5.418446 0.000000 0.000000 0.683853 
500.00 1173.15 97.351047 12.369907 0.185922 13.302958 21.800698 0.000000 42.741655 1.002069 5.222985 0.000000 0.000000 0.724853 
500.00 1163.15 97.334323 10.635130 0.286052 13.810447 21.641969 0.000000 43.060767 2.134643 4.992103 0.000000 0.010357 0.762857 
500.00 1153.15 97.317568 9.161525 0.378561 14.326723 21.484043 0.000000 43.301129 3.074180 4.750694 0.000000 0.046111 0.794603 
500.00 1143.15 97.301647 7.952153 0.455443 14.833916 21.338730 0.000000 43.476199 3.837463 4.511594 0.000000 0.075492 0.820659 
500.00 1133.15 97.283369 6.702202 0.530470 15.435641 21.188688 0.000000 43.673875 4.576747 4.114472 0.107250 0.106389 0.847635 
500.00 1123.15 97.259048 5.209250 0.611407 16.235339 21.021169 0.000000 43.955878 5.377756 3.430990 0.393419 0.143801 0.880040 
500.00 1113.15 97.234159 3.894620 0.678205 17.043448 20.868997 0.000000 44.193531 6.054195 2.765934 0.650100 0.176370 0.908759 
500.00 1103.15 97.209130 2.734858 0.732201 17.845517 20.729988 0.000000 44.394609 6.626451 2.127838 0.878576 0.204835 0.934257 
500.00 1093.15 97.184983 1.734143 0.772621 18.610897 20.601416 0.000000 44.562598 7.101681 1.540481 1.075497 0.229258 0.956391 
500.00 1083.15 97.163612 0.925794 0.796619 19.285004 20.479541 0.000000 44.697384 7.475350 1.048179 1.232399 0.248968 0.974372 
500.00 1073.15 97.147013 0.341600 0.802229 19.811949 20.360577 0.000000 44.799190 7.744334 0.694128 1.342273 0.263293 0.987440 
500.00 1063.15 97.136642 0.000000 0.795730 20.151214 20.251989 0.000000 44.857620 7.911477 0.498721 1.402981 0.271784 0.995126 
500.00 1053.15 97.135930 0.000000 0.801060 20.200826 20.198840 0.000000 44.807474 7.953978 0.507050 1.399791 0.271784 0.995126 
500.00 1043.15 97.135231 0.000000 0.805871 20.248369 20.148545 0.000000 44.759924 7.993599 0.515436 1.396576 0.271784 0.995126 
500.00 1033.15 97.134546 0.000000 0.810152 20.294114 20.100920 0.000000 44.714807 8.030455 0.523857 1.393330 0.271784 0.995126 
500.00 1023.15 97.127343 0.000000 0.784217 20.328143 20.030752 0.262284 44.775164 7.857031 0.406762 1.426619 0.271784 0.984588 
500.00 1013.15 97.118445 0.000000 0.737972 20.347820 19.933636 0.607103 44.890817 7.618481 0.272022 1.468065 0.271784 0.970745 
