Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 quartz spinel_0 rhm-oxide_0 apatite water 
500.00 1333.15 61.405085 33.679590 22.066406 0.126677 0.000000 0.560635 1.206430 0.000000 0.260660 0.000000 0.000000 9.458782 
500.00 1323.15 54.738588 32.477100 19.720415 0.000000 0.302769 0.263546 1.240716 0.000000 0.200505 0.000000 0.000000 10.749149 
500.00 1313.15 48.656077 31.240094 17.807714 0.000000 0.280314 0.125249 1.082811 0.000000 0.147805 0.000000 0.000000 11.796200 
500.00 1303.15 43.762109 30.199521 16.277014 0.000000 0.215337 0.079210 0.901223 0.000000 0.112190 0.000000 0.000000 12.614547 
500.00 1293.15 39.881390 29.358782 15.017209 0.000000 0.169136 0.051954 0.766540 0.000000 0.087625 0.000000 0.000000 13.266319 
500.00 1283.15 36.715219 28.652413 13.958230 0.000000 0.134926 0.035604 0.662306 0.000000 0.069952 0.000000 0.000000 13.791393 
500.00 1273.15 34.075574 28.040604 13.053559 0.000000 0.108811 0.025791 0.578914 0.000000 0.056809 0.000000 0.000000 14.216720 
500.00 1263.15 31.837882 27.497817 12.271027 0.000000 0.088397 0.019991 0.510370 0.000000 0.046769 0.000000 0.000000 14.561262 
500.00 1253.15 29.916176 27.007084 11.587433 0.000000 0.072166 0.016659 0.452927 0.000000 0.038939 0.000000 0.000000 14.838960 
500.00 1243.15 28.248647 26.556639 10.985448 0.000000 0.059103 0.014834 0.404098 0.000000 0.032728 0.000000 0.000000 15.060428 
500.00 1233.15 26.789329 26.138036 10.451750 0.000000 0.048492 0.013912 0.362161 0.000000 0.027734 0.000000 0.000000 15.233987 
500.00 1223.15 25.503061 25.745016 9.975846 0.000000 0.039814 0.013513 0.325863 0.000000 0.023672 0.000000 0.000000 15.366309 
500.00 1213.15 24.362308 25.372822 9.549310 0.000000 0.032676 0.013402 0.294257 0.000000 0.020336 0.000000 0.000000 15.462841 
500.00 1203.15 23.345102 25.017749 9.165270 0.000000 0.026780 0.013430 0.266603 0.000000 0.017574 0.000000 0.000000 15.528091 
500.00 1193.15 22.433640 24.676858 8.818056 0.000000 0.021891 0.013511 0.242306 0.000000 0.015269 0.000000 0.000000 15.565825 
500.00 1183.15 21.613320 24.347782 8.502936 0.000000 0.017822 0.013594 0.220879 0.000000 0.013334 0.000000 0.000000 15.579218 
500.00 1173.15 20.872041 24.028584 8.215936 0.000000 0.014425 0.013650 0.201917 0.000000 0.011698 0.000000 0.000000 15.570957 
500.00 1163.15 20.199677 23.717994 7.951313 0.000000 0.011892 0.013383 0.185427 0.000000 0.010317 0.000000 0.001706 15.543956 
500.00 1153.15 19.582429 23.412949 7.705605 0.000000 0.009885 0.012971 0.170778 0.000000 0.009134 0.000000 0.004302 15.500274 
500.00 1143.15 19.009489 23.110580 7.480339 0.000000 0.007739 0.012984 0.157149 0.000000 0.008108 0.000000 0.003718 15.440544 
500.00 1133.15 18.486230 22.813784 7.273247 0.000000 0.005934 0.012948 0.144966 0.000000 0.007226 0.000000 0.003189 15.366274 
500.00 1123.15 18.006991 22.521633 7.082385 0.000000 0.004411 0.012871 0.134041 0.000000 0.006465 0.000000 0.002704 15.278756 
500.00 1113.15 17.566932 22.233326 6.906073 0.000000 0.003124 0.012759 0.124212 0.000000 0.005807 0.000000 0.002253 15.179098 
500.00 1103.15 17.161896 21.948170 6.742860 0.000000 0.002032 0.012617 0.115343 0.000000 0.005235 0.000000 0.001829 15.068254 
500.00 1093.15 16.788085 21.665534 6.589233 0.000000 0.002513 0.011591 0.108716 0.000000 0.003025 0.001491 0.001616 14.947349 
500.00 1083.15 16.437972 21.394760 6.431119 0.011369 0.000000 0.005133 0.111561 0.000000 0.000000 0.002299 0.002261 14.831018 
500.00 1073.15 16.074126 21.109895 6.286713 0.009497 0.000000 0.005410 0.102105 0.000000 0.000000 0.002015 0.001789 14.702366 
500.00 1063.15 15.743989 20.828044 6.153826 0.008343 0.000000 0.005376 0.094150 0.000000 0.000000 0.001811 0.001396 14.563141 
500.00 1053.15 15.441278 20.547669 6.031382 0.007336 0.000000 0.005287 0.086983 0.000000 0.000000 0.001635 0.001017 14.414030 
500.00 1043.15 15.163404 20.268297 5.918434 0.006457 0.000000 0.005153 0.080504 0.000000 0.000000 0.001482 0.000645 14.255622 
500.00 1033.15 14.908105 19.989496 5.814159 0.005690 0.000000 0.004983 0.074630 0.000000 0.000000 0.001348 0.000275 14.088411 
500.00 1023.15 14.672993 19.826320 5.350976 0.008483 0.000000 0.009802 0.147481 0.213024 0.000000 0.001803 0.006887 14.087863 
