Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 feldspar_0 spinel_0 rhm-oxide_0 whitlockite 
500.00 1523.15 98.098244 98.098244 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.098914 98.098914 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.099624 98.099624 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.100377 98.100377 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.100553 95.984888 0.000000 0.000000 0.000000 2.115666 0.000000 0.000000 0.000000 
500.00 1473.15 98.100155 92.139760 0.000000 0.000000 0.000000 5.960395 0.000000 0.000000 0.000000 
500.00 1463.15 98.099711 88.483521 0.000000 0.000000 0.000000 9.616190 0.000000 0.000000 0.000000 
500.00 1453.15 98.097236 81.754325 0.325045 2.033764 0.000000 13.984102 0.000000 0.000000 0.000000 
500.00 1443.15 98.090707 70.147072 0.960069 7.492837 0.000000 19.490729 0.000000 0.000000 0.000000 
500.00 1433.15 98.085561 57.869068 0.000000 9.007050 5.875967 25.333476 0.000000 0.000000 0.000000 
500.00 1423.15 98.079253 48.642882 0.000000 10.877648 8.567630 29.991094 0.000000 0.000000 0.000000 
500.00 1413.15 98.072255 40.576327 0.000000 12.366969 10.895093 34.233866 0.000000 0.000000 0.000000 
500.00 1403.15 98.063272 33.074259 0.000000 13.590533 12.995094 38.403386 0.000000 0.000000 0.000000 
500.00 1393.15 98.053532 26.652416 0.000000 14.694831 14.795064 41.911222 0.000000 0.000000 0.000000 
500.00 1383.15 98.049193 22.696666 0.000000 15.713736 16.066100 43.572691 0.000000 0.000000 0.000000 
500.00 1373.15 98.049148 20.077457 0.000000 16.629048 17.080181 44.262463 0.000000 0.000000 0.000000 
500.00 1363.15 98.051667 17.983132 0.000000 17.479528 18.045854 44.543152 0.000000 0.000000 0.000000 
500.00 1353.15 98.056129 16.083659 0.000000 18.299403 19.069393 44.603675 0.000000 0.000000 0.000000 
500.00 1343.15 98.060913 14.019327 0.232888 19.146390 20.068026 44.594282 0.000000 0.000000 0.000000 
500.00 1333.15 98.222028 5.449888 0.680470 23.577511 16.451103 44.790991 7.110250 0.000000 0.161814 
500.00 1323.15 98.207714 4.527804 0.842714 23.477097 16.852277 45.317110 6.996914 0.000000 0.193798 
500.00 1313.15 98.194184 3.763994 0.964150 23.348598 17.254457 45.764487 6.878445 0.000000 0.220054 
500.00 1303.15 98.181444 3.118285 1.055826 23.205613 17.649089 46.151225 6.759326 0.000000 0.242080 
500.00 1293.15 98.169451 2.562684 1.125347 23.056276 18.032154 46.490402 6.641686 0.000000 0.260903 
500.00 1283.15 98.158140 2.077135 1.178089 22.905527 18.402128 46.791607 6.526399 0.000000 0.277255 
500.00 1273.15 98.147442 1.646940 1.217933 22.756388 18.758878 47.061964 6.413665 0.000000 0.291675 
500.00 1263.15 98.137288 1.261150 1.247735 22.610723 19.103012 47.306783 6.303316 0.000000 0.304569 
500.00 1253.15 98.124655 0.554188 1.275763 22.432540 19.735047 47.721674 5.827436 0.249542 0.328465 
500.00 1243.15 98.115350 0.000000 1.292868 22.290081 20.231554 48.054988 5.417947 0.480895 0.347016 
500.00 1233.15 98.116287 0.000000 1.301020 22.262124 20.207316 48.072982 5.400956 0.524874 0.347016 
500.00 1223.15 98.117243 0.000000 1.309432 22.233720 20.182769 48.091543 5.383620 0.569143 0.347016 
500.00 1213.15 98.118214 0.000000 1.318092 22.204846 20.157941 48.110678 5.366033 0.613608 0.347016 
500.00 1203.15 98.119199 0.000000 1.326983 22.175486 20.132863 48.130391 5.348291 0.658170 0.347016 
500.00 1193.15 98.120734 0.370580 1.290873 22.143573 20.125093 48.149516 5.344126 0.696974 0.000000 
500.00 1183.15 98.121719 0.369805 1.301677 22.113383 20.098794 48.170511 5.325621 0.741930 0.000000 
