Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 rhm-oxide_0 apatite water 
500.00 1363.15 87.398080 82.970789 0.079534 0.000000 3.951469 0.000000 0.000000 0.000000 0.000000 0.396288 
500.00 1353.15 83.366378 75.430064 1.038445 0.000000 2.400366 3.963837 0.000000 0.000000 0.000000 0.533666 
500.00 1343.15 76.118241 59.720957 0.403496 0.000000 4.985829 5.510610 4.740217 0.000000 0.000000 0.757132 
500.00 1333.15 60.516930 53.064101 0.447727 0.000000 1.728154 3.237341 1.167205 0.000000 0.000000 0.872401 
500.00 1323.15 53.967206 47.266530 0.000000 0.736107 1.027476 3.049898 0.907901 0.000000 0.000000 0.979294 
500.00 1313.15 48.268612 42.266631 0.000000 0.936639 0.374770 2.931582 0.682483 0.000000 0.000000 1.076507 
500.00 1303.15 43.361076 38.290345 0.000000 0.722250 0.230696 2.440537 0.521043 0.000000 0.000000 1.156205 
500.00 1293.15 39.461185 35.038462 0.000000 0.568910 0.146745 2.075015 0.408891 0.000000 0.000000 1.223162 
500.00 1283.15 36.273918 32.322484 0.000000 0.454719 0.097590 1.791013 0.327678 0.000000 0.000000 1.280433 
500.00 1273.15 33.613498 30.017319 0.000000 0.367098 0.069136 1.562948 0.266923 0.000000 0.000000 1.330074 
500.00 1263.15 31.356687 28.036421 0.000000 0.298304 0.053241 1.374914 0.220281 0.000000 0.000000 1.373527 
500.00 1253.15 29.418257 26.317317 0.000000 0.243425 0.044918 1.217000 0.183744 0.000000 0.000000 1.411853 
500.00 1243.15 27.736714 24.813330 0.000000 0.199147 0.041083 1.082631 0.154660 0.000000 0.000000 1.445863 
500.00 1233.15 26.266132 23.488569 0.000000 0.163127 0.039818 0.967217 0.131207 0.000000 0.000000 1.476195 
500.00 1223.15 24.971221 22.314792 0.000000 0.133641 0.039938 0.867398 0.112090 0.000000 0.000000 1.503362 
500.00 1213.15 23.824223 21.269362 0.000000 0.109385 0.040719 0.780605 0.096365 0.000000 0.000000 1.527788 
500.00 1203.15 22.802904 20.333868 0.000000 0.089350 0.041729 0.704805 0.083326 0.000000 0.000000 1.549825 
500.00 1193.15 21.889191 19.493161 0.000000 0.072743 0.042723 0.638354 0.072439 0.000000 0.000000 1.569771 
500.00 1183.15 21.068217 18.734655 0.000000 0.058934 0.043568 0.579893 0.063290 0.000000 0.000000 1.587876 
500.00 1173.15 20.327627 18.038372 0.000000 0.049008 0.042843 0.529836 0.055640 0.000000 0.007474 1.604453 
500.00 1163.15 19.648763 17.397555 0.000000 0.040565 0.042068 0.485032 0.049085 0.000000 0.014798 1.619660 
500.00 1153.15 19.023034 16.815091 0.000000 0.031931 0.042564 0.443646 0.043409 0.000000 0.012845 1.633548 
500.00 1143.15 18.454358 16.284043 0.000000 0.024697 0.042821 0.406875 0.038556 0.000000 0.011104 1.646262 
500.00 1133.15 17.935940 15.798510 0.000000 0.018619 0.042869 0.374095 0.034388 0.000000 0.009533 1.657926 
500.00 1123.15 17.462001 15.353447 0.000000 0.013498 0.042739 0.344776 0.030794 0.000000 0.008096 1.668650 
500.00 1113.15 17.027602 14.944522 0.000000 0.009173 0.042461 0.318471 0.027683 0.000000 0.006765 1.678527 
500.00 1103.15 16.628109 14.550900 0.024062 0.000000 0.033032 0.307025 0.017885 0.000000 0.006826 1.688379 
500.00 1093.15 16.243685 14.165241 0.048149 0.000000 0.017596 0.300558 0.000983 0.005082 0.007744 1.698332 
500.00 1083.15 15.868996 13.807729 0.041004 0.000000 0.018323 0.277461 0.000000 0.010213 0.006817 1.707449 
500.00 1073.15 15.519697 13.481674 0.035286 0.000000 0.018593 0.253969 0.000000 0.008853 0.005563 1.715759 
500.00 1063.15 15.201994 13.183419 0.031168 0.000000 0.018323 0.233321 0.000000 0.007957 0.004443 1.723363 
500.00 1053.15 14.911381 12.910318 0.027551 0.000000 0.017888 0.214750 0.000000 0.007183 0.003368 1.730323 
500.00 1043.15 14.645275 12.660048 0.024376 0.000000 0.017320 0.198004 0.000000 0.006510 0.002321 1.736696 
500.00 1033.15 14.401411 12.430565 0.021590 0.000000 0.016649 0.182866 0.000000 0.005924 0.001285 1.742533 
500.00 1023.15 14.177793 12.220062 0.019145 0.000000 0.015898 0.169156 0.000000 0.005410 0.000244 1.747878 
