Title: Mk

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 quartz spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 100.097836 41.123298 39.648682 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.474616 
500.00 1513.15 100.098459 41.011726 39.608530 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.403196 
500.00 1503.15 100.099121 40.900013 39.568494 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.331518 
500.00 1493.15 100.099822 40.788160 39.528576 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.259584 
500.00 1483.15 100.100565 40.676171 39.488779 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.187392 
500.00 1473.15 100.101349 40.564048 39.449105 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.114942 
500.00 1463.15 100.102177 40.451794 39.409558 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.042235 
500.00 1453.15 100.103051 40.339412 39.370142 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.969271 
500.00 1443.15 100.103970 40.226908 39.330858 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.896050 
500.00 1433.15 100.104938 40.114285 39.291710 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.822575 
500.00 1423.15 100.105955 40.001548 39.252702 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.748846 
500.00 1413.15 100.107023 39.888704 39.213837 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.674867 
500.00 1403.15 100.107509 39.782775 39.099371 0.068905 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.614498 
500.00 1393.15 99.880855 39.741406 38.407869 0.194786 0.000000 0.354046 0.000000 0.000000 0.000000 0.000000 0.000000 0.784705 
500.00 1383.15 98.095974 39.635861 36.335667 0.007357 0.000000 1.609821 0.000000 0.000000 0.029633 0.000000 0.000000 1.653384 
500.00 1373.15 92.710529 38.364256 34.485649 0.006958 0.000000 1.430154 0.000000 0.000000 0.034995 0.000000 0.000000 2.406501 
