Title: Mr1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 97.809707 97.809707 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 97.810309 97.810309 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 97.810949 97.810949 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 97.811628 97.811628 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 97.812345 97.812345 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 97.813104 97.813104 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 97.813904 97.813904 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 97.814747 97.814747 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 97.815635 97.815635 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 97.816570 97.816570 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 97.817596 97.432228 0.000000 0.000000 0.385368 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 97.819098 91.574188 0.000000 0.000000 5.151130 0.000000 1.093780 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1403.15 97.819890 84.947923 0.000000 0.000000 9.340206 0.000000 3.531762 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1393.15 97.821376 78.365592 0.756894 0.000000 12.328771 0.000000 6.263042 0.000000 0.107075 0.000000 0.000000 0.000000 
500.00 1383.15 97.824706 72.480176 1.446771 0.000000 14.966461 0.000000 8.671757 0.000000 0.259541 0.000000 0.000000 0.000000 
500.00 1373.15 97.836814 66.799851 2.023787 0.000000 17.503856 0.000000 10.834679 0.000000 0.674640 0.000000 0.000000 0.000000 
500.00 1363.15 97.869920 60.691786 2.353909 0.000000 20.211986 0.000000 12.875218 0.000000 1.737021 0.000000 0.000000 0.000000 
500.00 1353.15 97.907767 54.988211 2.497841 0.000000 22.626849 0.000000 14.822630 0.000000 2.972235 0.000000 0.000000 0.000000 
500.00 1343.15 97.936986 50.238813 2.587222 0.000000 24.509415 0.000000 16.633415 0.000000 3.968121 0.000000 0.000000 0.000000 
500.00 1333.15 97.961606 46.003511 2.141735 0.906200 25.795690 0.000000 18.326132 0.000000 4.788336 0.000000 0.000000 0.000000 
500.00 1323.15 97.992155 39.123673 0.000000 5.013989 26.420702 0.000000 21.610091 0.000000 5.726143 0.000000 0.000000 0.097557 
500.00 1313.15 98.000016 33.233126 0.000000 6.365232 26.629915 0.000000 25.327046 0.000000 6.223375 0.000000 0.000000 0.221323 
500.00 1303.15 98.002129 28.437607 0.000000 7.489749 26.724505 0.000000 28.477345 0.000000 6.546857 0.000000 0.000000 0.326066 
500.00 1293.15 98.000215 24.514818 0.000000 8.445679 26.752527 0.000000 31.128629 0.000000 6.744192 0.000000 0.000000 0.414370 
500.00 1283.15 97.995493 21.305369 0.000000 9.275859 26.736192 0.000000 33.340549 0.000000 6.849258 0.000000 0.000000 0.488266 
500.00 1273.15 97.988870 18.679280 0.000000 10.011697 26.686642 0.000000 35.174031 0.000000 6.887491 0.000000 0.000000 0.549729 
500.00 1263.15 97.981022 16.525791 0.000000 10.675639 26.610985 0.000000 36.689759 0.000000 6.878139 0.000000 0.000000 0.600708 
500.00 1253.15 97.972438 14.750922 0.000000 11.283463 26.514991 0.000000 37.944515 0.000000 6.835506 0.000000 0.000000 0.643040 
500.00 1243.15 97.963462 13.277164 0.000000 11.846244 26.403789 0.000000 38.987983 0.000000 6.769933 0.000000 0.000000 0.678349 
500.00 1233.15 97.954326 12.042308 0.000000 12.371895 26.281889 0.000000 39.861530 0.000000 6.688707 0.000000 0.000000 0.707997 
500.00 1223.15 97.944990 10.975889 0.000000 12.873362 26.151391 0.000000 40.605116 0.000000 6.594592 0.000000 0.011275 0.733367 
500.00 1213.15 97.935523 10.041266 0.000000 13.355590 26.014933 0.000000 41.243644 0.000000 6.490416 0.000000 0.034383 0.755291 
500.00 1203.15 97.926248 9.237998 0.000000 13.812432 25.877407 0.000000 41.788869 0.000000 6.381607 0.000000 0.053834 0.774101 
500.00 1193.15 97.914153 8.457855 0.127276 14.193889 25.726990 0.000000 42.315892 0.000000 6.223714 0.000000 0.075344 0.793193 
500.00 1183.15 97.901630 7.747166 0.264532 14.568934 25.575507 0.000000 42.786803 0.000000 6.052491 0.000000 0.095412 0.810784 
500.00 1173.15 97.889467 7.112512 0.381042 14.950851 25.428009 0.000000 43.197269 0.000000 5.880130 0.000000 0.113155 0.826498 
500.00 1163.15 97.877657 6.541809 0.480110 15.337354 25.285816 0.000000 43.556272 0.000000 5.706765 0.000000 0.128911 0.840621 
500.00 1153.15 97.866181 6.024942 0.564512 15.727158 25.150022 0.000000 43.871065 0.000000 5.532118 0.000000 0.142970 0.853393 
500.00 1143.15 97.852749 5.403497 0.648744 16.198097 25.016595 0.000000 44.246288 0.000000 5.198756 0.112292 0.159817 0.868664 
500.00 1133.15 97.837139 4.687752 0.730326 16.746762 24.882268 0.000000 44.678528 0.000000 4.725674 0.320752 0.178946 0.886130 
500.00 1123.15 97.821593 4.024570 0.798210 17.290723 24.751023 0.000000 45.073608 0.000000 4.275453 0.509584 0.196225 0.902195 
500.00 1113.15 97.806174 3.406242 0.854647 17.826758 24.623061 0.000000 45.438203 0.000000 3.847778 0.680479 0.211972 0.917034 
500.00 1103.15 97.790939 2.826074 0.901455 18.352332 24.498487 0.000000 45.778083 0.000000 3.442295 0.834947 0.226465 0.930801 
500.00 1093.15 97.775936 2.278181 0.940112 18.865554 24.377328 0.000000 46.098265 0.000000 3.058539 0.974372 0.239951 0.943633 
500.00 1083.15 97.761199 1.757371 0.971813 19.365131 24.259534 0.000000 46.403106 0.000000 2.695895 1.100037 0.252658 0.955653 
500.00 1073.15 97.731727 0.710336 1.013028 20.295049 24.108795 0.000000 46.569635 0.465621 1.996445 1.315510 0.278444 0.978863 
500.00 1063.15 97.710073 0.000000 1.036672 20.984012 23.982635 0.000000 46.646929 0.802790 1.506539 1.459721 0.296084 0.994691 
500.00 1053.15 97.709563 0.000000 1.039778 21.049555 23.909295 0.000000 46.568123 0.875737 1.514388 1.461913 0.296084 0.994691 
500.00 1043.15 97.709063 0.000000 1.042364 21.112440 23.839765 0.000000 46.491890 0.945631 1.522212 1.463986 0.296084 0.994691 
500.00 1033.15 97.708573 0.000000 1.044423 21.173006 23.773807 0.000000 46.418069 1.012579 1.529988 1.465926 0.296084 0.994691 
500.00 1023.15 97.688288 0.000000 1.014353 21.228726 23.722713 0.728374 46.527906 0.521917 1.107784 1.574917 0.296084 0.965515 
