Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 orthopyroxene_0 feldspar_0 
500.00 1523.15 98.101379 36.218228 36.218228 0.000000 0.000000 
500.00 1513.15 98.102030 36.195045 36.195045 0.000000 0.000000 
500.00 1503.15 98.102721 36.171894 36.171894 0.000000 0.000000 
500.00 1493.15 98.103454 36.148777 36.148777 0.000000 0.000000 
500.00 1483.15 98.104229 36.125694 36.125694 0.000000 0.000000 
500.00 1473.15 98.104362 36.067766 35.293011 0.000000 0.774755 
500.00 1463.15 98.103896 35.981771 33.828949 0.000000 2.152821 
500.00 1453.15 98.102080 35.822505 31.609047 0.348497 3.864962 
