Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1283.15 98.418645 20.955381 0.000000 10.603751 24.941773 33.508404 0.000000 7.915935 0.000000 0.000000 0.493401 
500.00 1273.15 98.411478 18.203139 0.000000 11.331349 24.919050 35.446776 0.000000 7.952782 0.000000 0.000000 0.558381 
500.00 1263.15 98.403118 15.957310 0.000000 11.983641 24.870198 37.039984 0.000000 7.939965 0.000000 0.000000 0.612022 
500.00 1253.15 98.394069 14.118130 0.000000 12.578053 24.799718 38.349267 0.000000 7.892626 0.000000 0.000000 0.656274 
500.00 1243.15 98.383980 12.509169 0.000000 13.154246 24.706773 39.462157 0.000000 7.814594 0.000000 0.042833 0.694208 
500.00 1233.15 98.373890 11.184738 0.000000 13.687105 24.601333 40.378257 0.000000 7.720861 0.000000 0.076068 0.725528 
500.00 1223.15 98.363927 10.079524 0.000000 14.185051 24.487429 41.140045 0.000000 7.616955 0.000000 0.103259 0.751664 
500.00 1213.15 98.354013 9.141769 0.007765 14.649482 24.367882 41.783049 0.000000 7.504174 0.000000 0.126042 0.773850 
500.00 1203.15 98.340396 8.230073 0.181497 15.014810 24.229059 42.407957 0.000000 7.328998 0.000000 0.151575 0.796426 
500.00 1193.15 98.327140 7.430693 0.327367 15.393780 24.089948 42.944203 0.000000 7.151014 0.000000 0.173894 0.816241 
500.00 1183.15 98.314278 6.724522 0.449869 15.781911 23.952730 43.406615 0.000000 6.971392 0.000000 0.193498 0.833742 
500.00 1173.15 98.301816 6.095818 0.552847 16.176140 23.819196 43.807115 0.000000 6.790588 0.000000 0.210808 0.849304 
500.00 1163.15 98.289197 5.480546 0.643902 16.599787 23.689606 44.188654 0.000000 6.554409 0.040169 0.227641 0.864484 
500.00 1153.15 98.273625 4.644832 0.741773 17.169274 23.556567 44.706644 0.000000 6.024818 0.294327 0.250460 0.884930 
500.00 1143.15 98.258080 3.880414 0.821728 17.736438 23.425683 45.173303 0.000000 5.522319 0.523889 0.270809 0.903497 
500.00 1133.15 98.242625 3.175451 0.887096 18.297204 23.297413 45.598618 0.000000 5.045928 0.731325 0.289133 0.920454 
500.00 1123.15 98.227308 2.519644 0.940551 18.848605 23.172096 45.991151 0.000000 4.594588 0.918812 0.305821 0.936041 
500.00 1113.15 98.212163 1.903797 0.984262 19.388745 23.049959 46.358377 0.000000 4.167003 1.088332 0.321219 0.950469 
500.00 1103.15 98.197198 1.319449 1.020005 19.916814 22.931141 46.706955 0.000000 3.761504 1.241750 0.335645 0.963936 
500.00 1093.15 98.180715 0.693836 1.051625 20.483806 22.811633 47.029882 0.053161 3.334106 1.393631 0.350993 0.978042 
500.00 1083.15 98.161835 0.000000 1.080888 21.115668 22.693538 47.081823 0.415832 2.863548 1.549097 0.368041 0.993400 
500.00 1073.15 98.161812 0.000000 1.082305 21.178465 22.622212 46.991790 0.501589 2.862051 1.561958 0.368041 0.993400 
500.00 1063.15 98.161788 0.000000 1.083234 21.238446 22.554801 46.904904 0.583755 2.860819 1.574387 0.368041 0.993400 
500.00 1053.15 98.161763 0.000000 1.083664 21.295969 22.491054 46.820971 0.662466 2.859831 1.586366 0.368041 0.993400 
