Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 100.121971 43.157517 39.476001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.681516 
500.00 1513.15 100.122623 43.030994 39.435555 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.595439 
500.00 1503.15 100.123314 42.904303 39.395224 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.509079 
500.00 1493.15 100.124048 42.777446 39.355009 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.422436 
500.00 1483.15 100.124824 42.650423 39.314915 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.335509 
500.00 1473.15 100.125644 42.523238 39.274943 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.248295 
500.00 1463.15 100.126510 42.395891 39.235096 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.160795 
500.00 1453.15 100.127423 42.268387 39.195379 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.073008 
500.00 1443.15 100.128384 42.140727 39.155794 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.984933 
500.00 1433.15 100.129396 42.012915 39.116343 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.896572 
500.00 1423.15 100.130459 41.884956 39.077031 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.807924 
500.00 1413.15 100.129973 41.775669 38.838526 0.181238 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.755905 
500.00 1403.15 100.128773 41.672537 38.525919 0.430155 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.716463 
500.00 1393.15 100.128166 41.686095 37.826475 0.625544 0.000000 0.359377 0.000000 0.000000 0.000000 0.000000 0.000000 2.874698 
500.00 1383.15 100.130545 42.087482 35.830699 0.655833 0.000000 1.910758 0.000000 0.000000 0.000000 0.000000 0.000000 3.690193 
500.00 1373.15 100.133736 42.437208 33.999459 0.700234 0.000000 3.318783 0.000000 0.000000 0.000000 0.000000 0.000000 4.418732 
500.00 1363.15 100.137587 42.744100 32.309809 0.759707 0.000000 4.598287 0.002732 0.000000 0.000000 0.000000 0.000000 5.073565 
500.00 1353.15 100.134545 44.053544 29.037672 1.122931 0.000000 5.409553 1.593638 0.000000 0.000000 0.000000 0.000000 6.889750 
500.00 1343.15 100.275192 46.243595 23.414414 1.098255 0.000000 6.939963 3.952201 0.000000 1.030033 0.000000 0.000000 9.808730 
500.00 1333.15 100.303895 47.545184 20.330162 1.206992 0.000000 7.571224 5.595365 0.000000 1.283487 0.000000 0.000000 11.557955 
500.00 1323.15 100.327042 48.839443 17.292725 1.016852 0.453121 8.018753 7.240574 0.000000 1.488154 0.000000 0.000000 13.329264 
500.00 1313.15 100.354757 50.272451 13.854116 0.226452 1.993148 8.139341 9.017402 0.000000 1.681863 0.000000 0.000000 15.360128 
500.00 1303.15 100.363110 51.235719 11.543124 0.000000 2.638799 8.173601 10.400446 0.000000 1.773584 0.000000 0.000000 16.706166 
500.00 1293.15 100.361393 51.961507 9.772175 0.000000 2.921712 8.176346 11.559104 0.000000 1.813661 0.000000 0.000000 17.718509 
500.00 1283.15 100.356846 52.525011 8.300934 0.000000 3.160423 8.170734 12.533247 0.000000 1.833516 0.000000 0.000000 18.526159 
500.00 1273.15 100.350332 52.942715 7.090921 0.000000 3.366712 8.157317 13.339359 0.000000 1.838539 0.000000 0.000000 19.149867 
500.00 1263.15 100.342545 53.234185 6.103170 0.000000 3.549170 8.136167 13.998608 0.000000 1.833042 0.000000 0.000000 19.614028 
500.00 1253.15 100.333251 53.434436 5.251255 0.000000 3.722955 8.106162 14.553660 0.000000 1.818806 0.000000 0.015595 19.966004 
500.00 1243.15 100.321468 53.562768 4.538998 0.034042 3.853715 8.067134 15.022698 0.000000 1.793065 0.000000 0.029579 20.223538 
500.00 1233.15 100.307412 53.638785 3.926661 0.091857 3.960418 8.020419 15.426526 0.000000 1.757505 0.000000 0.042057 20.413343 
500.00 1223.15 100.293372 53.658188 3.408880 0.139478 4.073161 7.969968 15.761627 0.000000 1.719732 0.000000 0.052625 20.532717 
500.00 1213.15 100.279575 53.631185 2.967697 0.178100 4.190253 7.917176 16.041124 0.000000 1.680891 0.000000 0.061637 20.594307 
500.00 1203.15 100.266152 53.566283 2.588328 0.209142 4.309949 7.863254 16.275870 0.000000 1.641684 0.000000 0.069381 20.608675 
500.00 1193.15 100.253167 53.470377 2.258808 0.233944 4.430831 7.809193 16.474585 0.000000 1.602502 0.000000 0.076087 20.584427 
500.00 1183.15 100.240638 53.348958 1.969541 0.253660 4.551894 7.755771 16.644163 0.000000 1.563519 0.000000 0.081940 20.528469 
500.00 1173.15 100.228559 53.206369 1.712850 0.269251 4.672513 7.703587 16.790009 0.000000 1.524755 0.000000 0.087094 20.446309 
500.00 1163.15 100.216901 53.046029 1.482566 0.281500 4.792387 7.653099 16.916345 0.000000 1.486124 0.000000 0.091673 20.342336 
500.00 1153.15 100.203659 52.912130 1.161937 0.295106 4.940208 7.603005 17.096633 0.000000 1.390322 0.045316 0.098029 20.281574 
500.00 1143.15 100.190306 52.765628 0.850364 0.305751 5.089359 7.553487 17.271201 0.000000 1.291900 0.092830 0.104077 20.206660 
500.00 1133.15 100.177137 52.602490 0.560482 0.313503 5.234683 7.504900 17.432893 0.000000 1.199771 0.135601 0.109591 20.111067 
500.00 1123.15 100.164118 52.425364 0.286883 0.319017 5.376204 7.457376 17.585499 0.000000 1.113141 0.174271 0.114711 19.998263 
500.00 1113.15 100.149848 52.244042 0.000000 0.323193 5.525600 7.409497 17.708933 0.037749 1.023894 0.211947 0.120022 19.883207 
500.00 1103.15 100.150736 51.973703 0.000000 0.322096 5.545890 7.382699 17.662100 0.079623 1.018713 0.218879 0.120022 19.623682 
500.00 1093.15 100.151604 51.701078 0.000000 0.320893 5.564970 7.357357 17.616958 0.119679 1.013712 0.225601 0.120022 19.361886 
500.00 1083.15 100.152451 51.426048 0.000000 0.319578 5.582965 7.333373 17.573410 0.157996 1.008890 0.232107 0.120022 19.097706 
