Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 100.113552 100.030795 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.082756 
500.00 1513.15 100.114185 100.035688 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.078497 
500.00 1503.15 100.114857 100.040700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.074157 
500.00 1493.15 100.115569 100.045833 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.069736 
500.00 1483.15 100.116323 100.051092 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.065231 
500.00 1473.15 100.117119 100.056479 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.060640 
500.00 1463.15 100.117960 100.061998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.055961 
500.00 1453.15 100.118846 100.067654 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.051193 
500.00 1443.15 100.119780 100.073449 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.046331 
500.00 1433.15 100.120762 100.079388 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.041375 
500.00 1423.15 100.121795 100.085474 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.036321 
500.00 1413.15 100.122879 100.091712 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.031167 
500.00 1403.15 100.122152 99.433543 0.659497 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.029112 
500.00 1393.15 100.120887 98.626602 1.466640 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.027645 
500.00 1383.15 100.123027 93.474826 1.549294 0.000000 5.005904 0.000000 0.000000 0.000000 0.000000 0.093002 
500.00 1373.15 100.126022 88.633066 1.661087 0.000000 9.677895 0.000000 0.000000 0.000000 0.000000 0.153974 
500.00 1363.15 100.127568 82.660384 2.148116 0.000000 13.644998 1.430247 0.000000 0.000000 0.000000 0.243823 
500.00 1353.15 100.124173 74.314734 3.342910 0.000000 16.374647 5.697515 0.000000 0.000000 0.000000 0.394366 
500.00 1343.15 100.250409 59.184145 3.337121 0.000000 21.272044 11.626936 4.204280 0.000000 0.000000 0.625881 
500.00 1333.15 100.281318 50.888858 3.644609 0.000000 23.586553 15.937583 5.445672 0.000000 0.000000 0.778044 
500.00 1323.15 100.320830 40.521166 0.598020 5.537529 24.767745 21.170450 6.740421 0.000000 0.000000 0.985499 
500.00 1313.15 100.332563 33.825331 0.000000 7.746345 25.031666 25.256395 7.346447 0.000000 0.000000 1.126378 
500.00 1303.15 100.334078 28.740619 0.000000 8.902299 25.137757 28.631835 7.683464 0.000000 0.000000 1.238105 
500.00 1293.15 100.331554 24.574385 0.000000 9.874720 25.185449 31.476155 7.888272 0.000000 0.000000 1.332574 
500.00 1283.15 100.326214 21.167172 0.000000 10.710883 25.193776 33.846700 7.996012 0.000000 0.000000 1.411670 
500.00 1273.15 100.318975 18.387118 0.000000 11.445829 25.170813 35.804676 8.033233 0.000000 0.000000 1.477307 
500.00 1263.15 100.310531 16.118590 0.000000 12.104704 25.121458 37.414000 8.020289 0.000000 0.000000 1.531490 
500.00 1253.15 100.301390 14.260821 0.000000 12.705116 25.050260 38.736529 7.972475 0.000000 0.000000 1.576189 
500.00 1243.15 100.291200 12.635722 0.000000 13.287086 24.956377 39.860636 7.893666 0.000000 0.043208 1.614505 
500.00 1233.15 100.281009 11.297898 0.000000 13.825322 24.849867 40.786010 7.798991 0.000000 0.076780 1.646141 
500.00 1223.15 100.270946 10.181508 0.000000 14.328291 24.734809 41.555511 7.694039 0.000000 0.104245 1.672542 
500.00 1213.15 100.260930 9.234226 0.007916 14.797369 24.614044 42.205060 7.580100 0.000000 0.127261 1.694954 
500.00 1203.15 100.247175 8.313316 0.183396 15.166386 24.473815 42.836292 7.403160 0.000000 0.153052 1.717758 
500.00 1193.15 100.233786 7.505858 0.330733 15.549181 24.333295 43.377966 7.223383 0.000000 0.175597 1.737773 
500.00 1183.15 100.220795 6.792550 0.454467 15.941230 24.194687 43.845059 7.041952 0.000000 0.195399 1.755451 
500.00 1173.15 100.208207 6.157493 0.558480 16.339437 24.059801 44.249615 6.859327 0.000000 0.212883 1.771171 
500.00 1163.15 100.195463 5.536117 0.650441 16.767302 23.928901 44.634944 6.620889 0.040486 0.229884 1.786501 
500.00 1153.15 100.179734 4.691969 0.749296 17.342518 23.794513 45.158175 6.085967 0.297209 0.252933 1.807153 
500.00 1143.15 100.164033 3.919837 0.830054 17.915388 23.662301 45.629558 5.578412 0.529088 0.273487 1.825907 
500.00 1133.15 100.148422 3.207759 0.896079 18.481795 23.532731 46.059180 5.097229 0.738618 0.291996 1.843035 
500.00 1123.15 100.132953 2.545332 0.950070 19.038743 23.406142 46.455689 4.641348 0.927998 0.308853 1.858779 
