Title: Mr2

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 98.127434 98.127434 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.128034 98.128034 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.128671 98.128671 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.129346 98.129346 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.130061 98.130061 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 98.130816 98.130816 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 98.131613 98.131613 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 98.132453 98.132453 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 98.133337 98.133337 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 98.134267 98.134267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 98.135245 98.135245 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 98.133962 91.149206 0.692521 0.000000 3.525255 2.766980 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1403.15 98.131654 83.771477 1.596553 0.000000 6.856591 5.907033 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1393.15 98.133610 77.174841 2.380019 0.000000 9.855521 8.584062 0.000000 0.139169 0.000000 0.000000 0.000000 
500.00 1383.15 98.137267 71.281220 3.095244 0.000000 12.503313 10.942262 0.000000 0.315228 0.000000 0.000000 0.000000 
500.00 1373.15 98.150817 65.537907 3.688108 0.000000 15.086430 13.051802 0.000000 0.786570 0.000000 0.000000 0.000000 
500.00 1363.15 98.184645 59.416394 4.031777 0.000000 17.830517 15.025160 0.000000 1.880797 0.000000 0.000000 0.000000 
500.00 1353.15 98.221528 53.787578 4.197200 0.000000 20.247984 16.895176 0.000000 3.093592 0.000000 0.000000 0.000000 
500.00 1343.15 98.249789 49.113254 4.304561 0.000000 22.135382 18.631194 0.000000 4.065397 0.000000 0.000000 0.000000 
500.00 1333.15 98.273997 44.905388 3.809793 0.996386 23.432120 20.257807 0.000000 4.872503 0.000000 0.000000 0.000000 
500.00 1323.15 98.315446 34.604654 0.022171 7.837375 24.237198 25.295093 0.000000 6.113855 0.000000 0.000000 0.205099 
500.00 1313.15 98.320319 29.107220 0.000000 9.168641 24.423020 28.769439 0.000000 6.530743 0.000000 0.000000 0.321255 
500.00 1303.15 98.319805 24.712538 0.000000 10.252461 24.496223 31.658061 0.000000 6.783000 0.000000 0.000000 0.417522 
500.00 1293.15 98.315775 21.175813 0.000000 11.175729 24.501938 34.044193 0.000000 6.920978 0.000000 0.000000 0.497125 
500.00 1283.15 98.309429 18.325677 0.000000 11.979502 24.461872 36.001608 0.000000 6.978218 0.000000 0.000000 0.562551 
500.00 1273.15 98.301629 16.022084 0.000000 12.692918 24.388758 37.602392 0.000000 6.979309 0.000000 0.000000 0.616166 
500.00 1263.15 98.292988 14.149597 0.000000 13.336366 24.291608 38.913169 0.000000 6.942100 0.000000 0.000000 0.660149 
500.00 1253.15 98.283925 12.614729 0.000000 13.924153 24.177528 39.991875 0.000000 6.879233 0.000000 0.000000 0.696408 
500.00 1243.15 98.274715 11.343719 0.000000 14.466500 24.052255 40.886285 0.000000 6.799434 0.000000 0.000000 0.726523 
500.00 1233.15 98.265173 10.239088 0.000000 14.984687 23.916954 41.647289 0.000000 6.704478 0.000000 0.020399 0.752277 
500.00 1223.15 98.255674 9.293605 0.000000 15.473310 23.777344 42.291545 0.000000 6.600983 0.000000 0.044731 0.774156 
500.00 1213.15 98.244253 8.429991 0.097449 15.883644 23.626526 42.882194 0.000000 6.461147 0.000000 0.068609 0.794692 
500.00 1203.15 98.231303 7.628677 0.256295 16.255447 23.467846 43.425573 0.000000 6.291061 0.000000 0.092182 0.814222 
500.00 1193.15 98.218737 6.920523 0.390273 16.635200 23.312650 43.896145 0.000000 6.119553 0.000000 0.112876 0.831517 
500.00 1183.15 98.206574 6.290272 0.503179 17.019721 23.162554 44.305418 0.000000 5.947386 0.000000 0.131121 0.846924 
500.00 1173.15 98.194812 5.725261 0.598319 17.406940 23.018833 44.662703 0.000000 5.774739 0.000000 0.147282 0.860733 
500.00 1163.15 98.183431 5.214938 0.678525 17.795758 22.882522 44.975493 0.000000 5.601334 0.000000 0.161670 0.873192 
500.00 1153.15 98.171222 4.662186 0.753985 18.229992 22.748904 45.309889 0.000000 5.335331 0.067225 0.177075 0.886636 
500.00 1143.15 98.156395 3.951879 0.833113 18.766566 22.607828 45.748215 0.000000 4.866104 0.282325 0.196577 0.903788 
500.00 1133.15 98.141834 3.299759 0.897230 19.291774 22.471569 46.147068 0.000000 4.425989 0.475048 0.213990 0.919407 
500.00 1123.15 98.127594 2.696923 0.949010 19.802537 22.340164 46.513960 0.000000 4.014021 0.647601 0.229685 0.933694 
500.00 1113.15 98.113715 2.135453 0.990624 20.296826 22.213569 46.855420 0.000000 3.629011 0.801993 0.243989 0.946830 
500.00 1103.15 98.100217 1.608172 1.023841 20.773609 22.091665 47.177176 0.000000 3.269475 0.940100 0.257195 0.958984 
500.00 1093.15 98.085166 1.030340 1.052468 21.292021 21.967126 47.473819 0.061391 2.885847 1.078650 0.271511 0.971992 
500.00 1083.15 98.057510 0.000000 1.088406 22.185735 21.806256 47.632217 0.544244 2.212636 1.296313 0.297028 0.994674 
500.00 1073.15 98.057305 0.000000 1.090209 22.242878 21.743639 47.551724 0.618788 2.213927 1.304439 0.297028 0.994674 
