Title: Mk

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1183.15 100.199277 51.876752 2.581059 0.146946 4.641357 7.338716 0.000000 16.925919 0.000000 1.406040 0.000000 0.054296 18.782419 
500.00 1173.15 100.186971 51.753046 2.332875 0.171456 4.752183 7.288859 0.000000 17.063169 0.000000 1.367170 0.000000 0.059645 18.717688 
500.00 1163.15 100.175062 51.613028 2.108878 0.191752 4.863203 7.241018 0.000000 17.182308 0.000000 1.328360 0.000000 0.064399 18.633110 
500.00 1153.15 100.161540 51.485658 1.834274 0.211859 4.996610 7.193824 0.000000 17.327284 0.000000 1.252020 0.027930 0.070159 18.571698 
500.00 1143.15 100.146446 51.364168 1.522484 0.230596 5.148070 7.146751 0.000000 17.491688 0.000000 1.147586 0.076481 0.076552 18.523961 
500.00 1133.15 100.131553 51.225357 1.234948 0.245447 5.296220 7.101092 0.000000 17.640890 0.000000 1.049672 0.120070 0.082278 18.454739 
500.00 1123.15 100.116921 51.071309 0.967914 0.257150 5.440197 7.056928 0.000000 17.777909 0.000000 0.958003 0.159191 0.087460 18.366555 
500.00 1113.15 100.102595 50.903820 0.718041 0.266295 5.579433 7.014300 0.000000 17.905361 0.000000 0.872275 0.194291 0.092205 18.261619 
500.00 1103.15 100.088598 50.724457 0.482280 0.273356 5.713653 6.973212 0.000000 18.025540 0.000000 0.792123 0.225784 0.096610 18.141899 
500.00 1093.15 100.074930 50.534587 0.257790 0.278718 5.842857 6.933639 0.000000 18.140477 0.000000 0.717111 0.254062 0.100766 18.009166 
500.00 1083.15 100.058893 50.347204 0.000000 0.283354 5.989106 6.893149 0.000000 18.194558 0.080151 0.633302 0.283559 0.105534 17.884492 
500.00 1073.15 100.058992 50.086545 0.000000 0.283174 6.003323 6.872244 0.000000 18.155691 0.113417 0.631729 0.286689 0.105534 17.634745 
500.00 1063.15 100.059086 49.823385 0.000000 0.282874 6.016640 6.852546 0.000000 18.118011 0.145316 0.630229 0.289708 0.105534 17.382526 
500.00 1053.15 100.059175 49.557582 0.000000 0.282453 6.029162 6.833980 0.000000 18.081444 0.175899 0.628799 0.292611 0.105534 17.127700 
500.00 1043.15 100.041314 49.062971 0.000000 0.273708 6.029231 6.814200 0.232644 18.109892 0.000000 0.543816 0.318467 0.105534 16.635479 
500.00 1033.15 100.033755 48.703740 0.000000 0.270150 6.035941 6.797206 0.330341 18.043562 0.000000 0.507971 0.329791 0.105534 16.283243 
