Title: Mr2

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1183.15 100.174948 6.353331 0.508005 17.192070 23.396361 44.753391 0.000000 6.007348 0.000000 0.132559 1.831883 
500.00 1173.15 100.163067 5.782627 0.604114 17.583198 23.251189 45.114275 0.000000 5.832950 0.000000 0.148882 1.845832 
500.00 1163.15 100.151571 5.267159 0.685136 17.975942 23.113501 45.430215 0.000000 5.657786 0.000000 0.163415 1.858417 
500.00 1153.15 100.139237 4.708808 0.761364 18.414577 22.978535 45.767996 0.000000 5.389066 0.067919 0.178976 1.871997 
500.00 1143.15 100.124260 3.991317 0.841296 18.956589 22.836039 46.210749 0.000000 4.915079 0.285195 0.198675 1.889322 
500.00 1133.15 100.109551 3.332597 0.906066 19.487122 22.698408 46.613631 0.000000 4.470498 0.479867 0.216264 1.905099 
500.00 1123.15 100.095166 2.723656 0.958372 20.003063 22.565681 46.984233 0.000000 4.054347 0.654165 0.232118 1.919530 
500.00 1113.15 100.081146 2.156495 1.000411 20.502367 22.437812 47.329149 0.000000 3.665427 0.810120 0.246567 1.932800 
500.00 1103.15 100.067511 1.623864 1.033968 20.983990 22.314682 47.654164 0.000000 3.302237 0.949624 0.259907 1.945076 
500.00 1093.15 100.052299 1.039871 1.062899 21.507889 22.188865 47.953780 0.062237 2.914526 1.089633 0.274375 1.958223 
500.00 1083.15 100.024387 0.000000 1.099190 22.409930 22.026476 48.113545 0.549624 2.235060 1.309320 0.300128 1.981114 
500.00 1073.15 100.024180 0.000000 1.101010 22.467649 21.963226 48.032238 0.624923 2.236365 1.317528 0.300128 1.981114 
500.00 1063.15 100.025515 0.293189 1.074080 22.457236 21.988823 47.943962 0.697096 2.270476 1.314955 0.000000 1.985698 
