Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 water 
500.00 1523.15 98.091659 37.662903 37.662903 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.092293 37.626188 37.626188 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.092967 37.589533 37.589533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.093681 37.552939 37.552939 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.094437 37.516409 37.516409 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 98.095235 37.479944 37.479944 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 98.096077 37.443544 37.443544 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 98.096965 37.407213 37.407213 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 98.097900 37.370951 37.370951 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 98.098884 37.334760 37.334760 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 98.099918 37.298641 37.298641 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 98.101409 37.107432 36.012368 0.000000 0.000000 0.884894 0.210170 0.000000 0.000000 
500.00 1403.15 94.666655 35.735315 33.236431 0.253097 0.000000 1.065233 1.180554 0.000000 0.000000 
500.00 1393.15 87.198095 33.001466 30.861819 0.242500 0.000000 0.865847 1.031300 0.000000 0.000000 
500.00 1383.15 80.803329 30.659054 28.827698 0.212448 0.000000 0.729469 0.889439 0.000000 0.000000 
500.00 1373.15 75.324633 28.650638 27.064370 0.189046 0.000000 0.620809 0.776414 0.000000 0.000000 
500.00 1363.15 70.574105 26.908136 25.519549 0.170774 0.000000 0.532916 0.684897 0.000000 0.000000 
500.00 1353.15 66.410561 25.380378 24.153141 0.156593 0.000000 0.461027 0.609618 0.000000 0.000000 
500.00 1343.15 62.893956 23.932840 20.521974 0.000000 0.000000 1.326592 0.941611 1.142663 0.000000 
500.00 1333.15 50.788844 20.416188 19.309521 0.000000 0.000000 0.443815 0.486302 0.176551 0.000000 
500.00 1323.15 47.241475 19.216169 18.209351 0.000000 0.084108 0.269693 0.517056 0.135961 0.000000 
500.00 1313.15 44.089885 18.598248 16.806886 0.000000 0.193458 0.133798 0.779022 0.122243 0.562842 
500.00 1303.15 40.384819 18.039624 15.346628 0.000000 0.205027 0.070790 0.866424 0.105571 1.445183 
500.00 1293.15 36.691141 17.339722 14.143912 0.000000 0.161019 0.045840 0.737239 0.082463 2.169249 
500.00 1283.15 33.675538 16.767560 13.132476 0.000000 0.128384 0.031048 0.637029 0.065820 2.772803 
500.00 1273.15 31.160428 16.285553 12.268288 0.000000 0.103442 0.022317 0.556677 0.053432 3.281398 
500.00 1263.15 29.028042 15.869589 11.520859 0.000000 0.083931 0.017284 0.490502 0.043965 3.713049 
500.00 1253.15 27.197000 15.503646 10.868152 0.000000 0.068417 0.014501 0.434961 0.036579 4.081036 
500.00 1243.15 25.608677 15.176611 10.293669 0.000000 0.055933 0.013073 0.387705 0.030722 4.395510 
500.00 1233.15 24.219383 14.880497 9.784693 0.000000 0.045800 0.012439 0.347098 0.026013 4.664453 
500.00 1223.15 22.995618 14.609383 9.331183 0.000000 0.037521 0.012251 0.311950 0.022186 4.894291 
