Title: Nd1

Bulk Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO CaO Na2O K2O P2O5 H2O 
500.00 1523.15 97.234093 52.7451 0.957689 15.7228 2.06043 0.019849 7.52386 0.169591 6.71411 9.91648 2.66367 1.38676 0.119711 0
500.00 1513.15 97.234610 52.7448 0.957684 15.7227 2.06573 0.0198489 7.51904 0.16959 6.71407 9.91643 2.66366 1.38675 0.11971 0
500.00 1503.15 97.235160 52.7445 0.957678 15.7226 2.07136 0.0198488 7.51392 0.169589 6.71403 9.91637 2.66365 1.38674 0.11971 0
500.00 1493.15 97.235742 52.7442 0.957673 15.7225 2.07733 0.0198487 7.50849 0.169588 6.71399 9.91631 2.66363 1.38673 0.119709 0
500.00 1483.15 97.236359 52.7439 0.957666 15.7224 2.08364 0.0198485 7.50275 0.169587 6.71395 9.91625 2.66361 1.38672 0.119708 0
500.00 1473.15 97.237010 52.7435 0.95766 15.7223 2.09031 0.0198484 7.49669 0.169586 6.7139 9.91618 2.66359 1.38671 0.119708 0
500.00 1463.15 97.237697 52.7431 0.957653 15.7222 2.09734 0.0198483 7.49029 0.169584 6.71386 9.91611 2.66358 1.3867 0.119707 0
500.00 1453.15 97.236774 52.7436 0.957662 15.7223 2.08789 0.0198485 7.49889 0.169586 6.71392 9.91621 2.6636 1.38672 0.119708 0
500.00 1443.15 97.233172 52.7456 0.957698 15.7229 2.051 0.0198492 7.53243 0.169592 6.71417 9.91658 2.6637 1.38677 0.119712 0
500.00 1433.15 97.230459 52.7471 0.957725 15.7234 2.02321 0.0198497 7.5577 0.169597 6.71436 9.91685 2.66377 1.38681 0.119716 0
500.00 1423.15 97.233284 52.7455 0.957697 15.7229 2.05214 0.0198492 7.53139 0.169592 6.71416 9.91656 2.6637 1.38677 0.119712 0
500.00 1413.15 97.237445 52.7433 0.957656 15.7222 2.09477 0.0198483 7.49263 0.169585 6.71387 9.91614 2.66358 1.38671 0.119707 0
500.00 1403.15 97.257753 52.7323 0.957456 15.719 2.30274 0.0198442 7.30354 0.169549 6.71247 9.91407 2.66303 1.38642 0.119682 0
500.00 1393.15 97.290036 52.7148 0.957138 15.7137 2.63317 0.0198376 7.0031 0.169493 6.71025 9.91078 2.66214 1.38596 0.119642 0
500.00 1383.15 97.308246 52.7049 0.956959 15.7108 2.81946 0.0198339 6.83372 0.169461 6.70899 9.90892 2.66164 1.3857 0.11962 0
500.00 1373.15 97.315375 52.701 0.956889 15.7096 2.89238 0.0198324 6.76742 0.169449 6.7085 9.9082 2.66145 1.3856 0.119611 0
500.00 1363.15 97.316167 52.7006 0.956881 15.7095 2.90048 0.0198323 6.76006 0.169448 6.70844 9.90812 2.66143 1.38559 0.11961 0
500.00 1353.15 97.313368 52.7021 0.956909 15.71 2.87185 0.0198328 6.78609 0.169453 6.70864 9.9084 2.6615 1.38563 0.119614 0
500.00 1343.15 97.308540 52.7047 0.956956 15.7107 2.82247 0.0198338 6.83098 0.169461 6.70897 9.90889 2.66164 1.3857 0.11962 0
500.00 1333.15 97.302586 52.708 0.957015 15.7117 2.76157 0.019835 6.88636 0.169471 6.70938 9.9095 2.6618 1.38578 0.119627 0
500.00 1323.15 97.296034 52.7115 0.957079 15.7128 2.69454 0.0198364 6.94731 0.169483 6.70983 9.91017 2.66198 1.38587 0.119635 0
500.00 1313.15 97.285756 52.7171 0.95718 15.7144 2.58937 0.0198385 7.04292 0.169501 6.71054 9.91122 2.66226 1.38602 0.119648 0
500.00 1303.15 97.276785 52.7219 0.957269 15.7159 2.49757 0.0198403 7.1264 0.169516 6.71116 9.91213 2.66251 1.38615 0.119659 0
500.00 1293.15 97.267946 52.7267 0.957355 15.7173 2.4071 0.0198421 7.20866 0.169532 6.71177 9.91303 2.66275 1.38627 0.119669 0
500.00 1283.15 97.256935 52.7327 0.957464 15.7191 2.29436 0.0198443 7.31116 0.169551 6.71253 9.91415 2.66305 1.38643 0.119683 0
500.00 1273.15 97.264560 52.7286 0.957389 15.7179 2.37243 0.0198428 7.24017 0.169538 6.712 9.91337 2.66284 1.38632 0.119674 0
500.00 1263.15 97.252153 52.7353 0.957511 15.7199 2.2454 0.0198453 7.35568 0.169559 6.71286 9.91464 2.66318 1.3865 0.119689 0
500.00 1253.15 97.239962 52.7419 0.957631 15.7218 2.12055 0.0198478 7.46919 0.16958 6.7137 9.91588 2.66351 1.38667 0.119704 0
500.00 1243.15 97.228483 52.7481 0.957744 15.7237 2.00296 0.0198502 7.57611 0.169601 6.71449 9.91705 2.66383 1.38684 0.119718 0
500.00 1233.15 97.214503 52.7557 0.957882 15.7259 1.85971 0.019853 7.70635 0.169625 6.71546 9.91848 2.66421 1.38704 0.119735 0
500.00 1223.15 97.191871 52.768 0.958105 15.7296 1.62773 0.0198576 7.91728 0.169664 6.71702 9.92079 2.66483 1.38736 0.119763 0
500.00 1213.15 97.169938 52.7799 0.958321 15.7332 1.4028 0.0198621 8.12179 0.169703 6.71854 9.92303 2.66543 1.38767 0.11979 0
500.00 1203.15 97.150296 52.7906 0.958515 15.7363 1.20128 0.0198661 8.30501 0.169737 6.7199 9.92503 2.66597 1.38795 0.119814 0
500.00 1193.15 97.134737 52.799 0.958668 15.7389 1.0416 0.0198693 8.4502 0.169764 6.72097 9.92662 2.6664 1.38817 0.119834 0
500.00 1183.15 97.123500 52.8051 0.958779 15.7407 0.926241 0.0198716 8.55509 0.169784 6.72175 9.92777 2.66671 1.38834 0.119847 0
500.00 1173.15 97.117513 52.8084 0.958838 15.7417 0.86477 0.0198728 8.61098 0.169794 6.72217 9.92838 2.66687 1.38842 0.119855 0
500.00 1163.15 97.116675 52.8089 0.958847 15.7418 0.856159 0.019873 8.61881 0.169796 6.72222 9.92847 2.6669 1.38843 0.119856 0
500.00 1153.15 97.115845 52.8093 0.958855 15.7419 0.847634 0.0198732 8.62656 0.169797 6.72228 9.92856 2.66692 1.38844 0.119857 0
500.00 1143.15 97.115024 52.8098 0.958863 15.7421 0.839204 0.0198733 8.63422 0.169799 6.72234 9.92864 2.66694 1.38846 0.119858 0
500.00 1133.15 97.114213 52.8102 0.958871 15.7422 0.830876 0.0198735 8.6418 0.1698 6.72239 9.92872 2.66696 1.38847 0.119859 0
