Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 water 
500.00 1523.15 100.115114 42.560247 39.405875 0.000000 0.000000 0.000000 0.000000 0.000000 3.154372 
500.00 1513.15 100.115771 42.437644 39.365561 0.000000 0.000000 0.000000 0.000000 0.000000 3.072083 
500.00 1503.15 100.116469 42.314881 39.325361 0.000000 0.000000 0.000000 0.000000 0.000000 2.989520 
500.00 1493.15 100.117208 42.191961 39.285278 0.000000 0.000000 0.000000 0.000000 0.000000 2.906683 
500.00 1483.15 100.117991 42.068885 39.245316 0.000000 0.000000 0.000000 0.000000 0.000000 2.823569 
500.00 1473.15 100.118818 41.945656 39.205476 0.000000 0.000000 0.000000 0.000000 0.000000 2.740180 
500.00 1463.15 100.119691 41.822276 39.165763 0.000000 0.000000 0.000000 0.000000 0.000000 2.656513 
500.00 1453.15 100.120611 41.698748 39.126179 0.000000 0.000000 0.000000 0.000000 0.000000 2.572569 
500.00 1443.15 100.121581 41.575076 39.086727 0.000000 0.000000 0.000000 0.000000 0.000000 2.488349 
500.00 1433.15 100.122601 41.451264 39.047411 0.000000 0.000000 0.000000 0.000000 0.000000 2.403853 
500.00 1423.15 100.123673 41.327315 39.008233 0.000000 0.000000 0.000000 0.000000 0.000000 2.319082 
500.00 1413.15 100.124160 41.210599 38.890996 0.071081 0.000000 0.000000 0.000000 0.000000 2.248522 
500.00 1403.15 100.122962 41.111850 38.576330 0.321870 0.000000 0.000000 0.000000 0.000000 2.213650 
500.00 1393.15 100.121666 41.011655 38.268235 0.566988 0.000000 0.000000 0.000000 0.000000 2.176432 
500.00 1383.15 100.120257 40.910184 37.966103 0.806956 0.000000 0.000000 0.000000 0.000000 2.137125 
500.00 1373.15 100.124655 41.481718 35.392490 0.768574 0.000000 2.079757 0.000000 0.000000 3.240897 
500.00 1363.15 100.122581 42.739291 32.067035 1.087548 0.000000 3.160571 1.389037 0.000000 5.035100 
500.00 1353.15 100.118410 44.053325 28.783424 1.458590 0.000000 3.974996 2.977438 0.000000 6.858876 
500.00 1343.15 100.282804 46.336086 22.783207 1.412884 0.000000 5.731300 5.337412 1.156127 9.915156 
500.00 1333.15 100.311578 47.620246 19.717177 1.513461 0.000000 6.403721 6.934729 1.403061 11.648097 
500.00 1323.15 100.350789 49.329575 15.622576 0.602057 1.710660 6.753252 8.910744 1.669872 14.060414 
500.00 1313.15 100.372922 50.586627 12.581952 0.000000 2.951698 6.865670 10.518491 1.829344 15.839471 
500.00 1303.15 100.373227 51.405302 10.615592 0.000000 3.286023 6.886632 11.763042 1.882804 16.971208 
