Title: Mr1

Bulk Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO CaO Na2O K2O P2O5 H2O 
500.00 1523.15 100.098657 48.8811 1.12068 15.2997 2.32437 0.0169491 8.93014 0.194901 6.95795 11.353 2.12442 0.360566 0.126685 2.30957
500.00 1513.15 100.099260 48.8808 1.12067 15.2996 2.33037 0.016949 8.92468 0.1949 6.95791 11.3529 2.1244 0.360564 0.126685 2.30956
500.00 1503.15 100.099901 48.8805 1.12067 15.2995 2.33674 0.0169489 8.91888 0.194898 6.95787 11.3528 2.12439 0.360562 0.126684 2.30954
500.00 1493.15 100.100579 48.8802 1.12066 15.2994 2.34349 0.0169487 8.91273 0.194897 6.95782 11.3527 2.12438 0.360559 0.126683 2.30953
500.00 1483.15 100.101298 48.8798 1.12065 15.2993 2.35063 0.0169486 8.90622 0.194896 6.95777 11.3527 2.12436 0.360557 0.126682 2.30951
500.00 1473.15 100.102057 48.8794 1.12064 15.2992 2.35819 0.0169485 8.89934 0.194894 6.95772 11.3526 2.12435 0.360554 0.126681 2.30949
500.00 1463.15 100.102858 48.879 1.12063 15.2991 2.36616 0.0169484 8.89208 0.194893 6.95766 11.3525 2.12433 0.360551 0.12668 2.30948
500.00 1453.15 100.103703 48.8786 1.12062 15.2989 2.37456 0.0169482 8.88443 0.194891 6.9576 11.3524 2.12431 0.360548 0.126679 2.30946
500.00 1443.15 100.104592 48.8782 1.12061 15.2988 2.38341 0.0169481 8.87637 0.194889 6.95754 11.3523 2.12429 0.360545 0.126678 2.30944
500.00 1433.15 100.105528 48.8777 1.1206 15.2987 2.39272 0.0169479 8.86789 0.194887 6.95748 11.3522 2.12427 0.360542 0.126677 2.30941
500.00 1423.15 100.106512 48.8773 1.12059 15.2985 2.4025 0.0169477 8.85897 0.194885 6.95741 11.3521 2.12425 0.360538 0.126676 2.30939
500.00 1413.15 100.107546 48.8768 1.12058 15.2983 2.41278 0.0169476 8.84961 0.194883 6.95734 11.352 2.12423 0.360534 0.126674 2.30937
500.00 1403.15 100.108450 48.8763 1.12057 15.2982 2.42177 0.0169474 8.84142 0.194882 6.95727 11.3519 2.12421 0.360531 0.126673 2.30935
500.00 1393.15 100.046066 48.8819 1.12127 15.3077 2.43055 0.016958 8.82996 0.194819 6.93434 11.3587 2.12553 0.360756 0.126752 2.31079
500.00 1383.15 96.491019 48.8758 1.14081 15.706 2.45902 0.0175828 8.90814 0.200941 6.52996 11.0611 2.19929 0.374047 0.131422 2.39592
500.00 1373.15 91.580637 48.8377 1.1613 16.2631 2.54586 0.0185255 9.01013 0.21165 6.06764 10.5178 2.30931 0.394103 0.138469 2.52439
500.00 1363.15 86.818588 48.9428 1.16526 16.8248 2.5012 0.00573577 9.0879 0.22326 5.60852 9.98826 2.42763 0.41572 0.146064 2.66285
500.00 1353.15 79.206484 49.2483 1.21356 16.7431 2.99095 0.000840808 8.96852 0.240705 5.13457 9.34514 2.58122 0.454175 0.160101 2.91877
500.00 1343.15 69.673119 50.3705 1.17397 16.5542 3.17634 0 8.39325 0.267787 4.59703 8.64824 2.80477 0.513762 0.182008 3.31814
500.00 1333.15 60.928118 52.0262 1.05752 16.4157 2.83601 0 7.67104 0.30071 4.07787 7.97043 3.05747 0.584497 0.208131 3.79439
500.00 1323.15 54.371658 53.5207 0.958704 16.2044 2.55943 0 7.00521 0.331324 3.64241 7.3686 3.2722 0.651803 0.233229 4.25194
500.00 1313.15 48.289108 54.858 0.888373 15.7878 2.32364 0 6.42808 0.373058 3.16939 6.91093 3.48119 0.729425 0.262607 4.78752
500.00 1303.15 43.536990 56.0662 0.82913 15.3173 2.13019 0 5.90063 0.413778 2.76581 6.5188 3.65258 0.8042 0.291271 5.31009
500.00 1293.15 39.772144 57.1611 0.776544 14.8307 1.96277 0 5.42019 0.452947 2.43019 6.16907 3.78975 0.87524 0.318842 5.81274
500.00 1283.15 36.701889 58.1592 0.729556 14.336 1.81488 0 4.98181 0.490837 2.14746 5.85509 3.89751 0.943089 0.345515 6.299
500.00 1273.15 34.142182 59.0735 0.687324 13.8395 1.68225 0 4.58093 0.527636 1.90674 5.57158 3.97977 1.00812 0.371419 6.77125
500.00 1263.15 31.971302 59.9137 0.649176 13.3458 1.56195 0 4.2136 0.563463 1.69996 5.31425 4.03983 1.07059 0.396638 7.23102
500.00 1253.15 30.105460 60.6878 0.614569 12.8587 1.45193 0 3.8764 0.598385 1.52102 5.07959 4.08053 1.13065 0.421221 7.67918
500.00 1243.15 28.484609 61.4025 0.583054 12.3809 1.35071 0 3.56643 0.632435 1.36518 4.86466 4.10438 1.18839 0.445189 8.11614
