Title: Nd3

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO CaO Na2O K2O P2O5 H2O 
500.00 1523.15 97.822266 50.5899 1.05753 16.1717 2.28108 0.018094 8.54229 0.179611 6.61434 11.4828 2.20482 0.698307 0.159575 0
500.00 1513.15 97.822845 50.5896 1.05752 16.1716 2.28698 0.0180939 8.53692 0.17961 6.6143 11.4827 2.2048 0.698303 0.159574 0
500.00 1503.15 97.823461 50.5893 1.05752 16.1715 2.29324 0.0180938 8.53121 0.179609 6.61426 11.4826 2.20479 0.698299 0.159573 0
500.00 1493.15 97.824113 50.589 1.05751 16.1714 2.29988 0.0180937 8.52517 0.179608 6.61422 11.4825 2.20477 0.698294 0.159572 0
500.00 1483.15 95.795798 50.6382 1.0799 15.8103 2.35194 0.0184768 8.70265 0.183411 6.75426 11.3838 2.20297 0.711195 0.162951 0
500.00 1473.15 92.279759 50.7161 1.12105 15.1557 2.44196 0.0191808 9.03387 0.190399 7.01161 11.2125 2.19401 0.734461 0.16916 0
500.00 1463.15 89.032265 50.7808 1.16194 14.5139 2.53176 0.0198804 9.36273 0.197344 7.26737 11.0524 2.17947 0.757103 0.17533 0
500.00 1453.15 80.758712 50.8318 1.26554 14.1712 2.65755 0.0219171 9.99902 0.217562 7.12163 10.4396 2.25286 0.827955 0.193292 0
500.00 1443.15 71.172725 50.8493 1.41359 13.9348 2.80455 0.0248691 10.779 0.246864 6.71581 9.71791 2.36398 0.930027 0.219326 0
500.00 1433.15 61.683231 50.8577 1.60639 13.5335 2.98191 0.0146652 11.5496 0.284842 6.10366 9.27943 2.4766 1.05873 0.253067 0
500.00 1423.15 54.453903 50.8541 1.79401 13.1436 3.14522 0.00796527 12.2616 0.322658 5.54913 8.88118 2.5698 1.1841 0.286664 0
500.00 1413.15 48.681733 50.8702 1.97442 12.7701 3.29249 0.00243834 12.8983 0.360916 5.03739 8.51582 2.64894 1.30825 0.320654 0
500.00 1403.15 43.174770 51.3292 2.09667 12.5041 3.35916 1.35899e-005 13.098 0.406951 4.48467 8.14816 2.75473 1.45688 0.361554 0
500.00 1393.15 34.357912 54.9727 1.83599 12.769 2.88957 0 10.5383 0.511381 3.52798 7.59608 3.10191 1.80268 0.454335 0
500.00 1383.15 29.407112 57.5636 1.68122 12.689 2.55874 0 8.89977 0.597475 2.92764 7.17466 3.29831 2.07872 0.530824 0
500.00 1373.15 26.121761 59.5867 1.57681 12.4817 2.30343 0 7.72119 0.672619 2.50061 6.83139 3.41489 2.31313 0.597586 0
500.00 1363.15 23.714700 61.2761 1.49831 12.2214 2.09138 0 6.79752 0.740891 2.17334 6.53883 3.4832 2.52077 0.658242 0
500.00 1353.15 21.848907 62.7367 1.43572 11.9383 1.90871 0 6.04036 0.804159 1.91184 6.28282 3.51848 2.7085 0.714452 0
500.00 1343.15 20.347997 64.0264 1.38392 11.647 1.74796 0 5.40235 0.863476 1.69713 6.05478 3.52969 2.8802 0.767152 0
500.00 1333.15 19.108020 65.1815 1.33993 11.3554 1.60459 0 4.85469 0.919509 1.51737 5.84899 3.52274 3.03831 0.816935 0
500.00 1323.15 18.062619 66.227 1.30187 11.068 1.47557 0 4.37832 0.972727 1.36462 5.66142 3.50174 3.18452 0.864216 0
500.00 1313.15 17.166905 67.1806 1.26846 10.7874 1.35873 0 3.95984 1.02348 1.2333 5.48915 3.46975 3.32006 0.909308 0
500.00 1303.15 16.387839 68.055 1.23933 10.5135 1.25255 0 3.58938 1.07214 1.11812 5.33266 3.42877 3.44602 0.952536 0
500.00 1293.15 15.701262 68.8594 1.21448 10.2459 1.15587 0 3.2594 1.11902 1.01469 5.19354 3.38027 3.56325 0.994188 0
500.00 1283.15 15.090938 69.6029 1.19316 9.9853 1.06751 0 2.96401 1.16427 0.921378 5.06913 3.32586 3.67211 1.0344 0
500.00 1273.15 14.543804 70.2924 1.17492 9.73204 0.986557 0 2.69853 1.20807 0.836681 4.95786 3.26672 3.77286 1.07331 0
500.00 1263.15 14.049390 70.9342 1.15943 9.48591 0.912253 0 2.45918 1.25059 0.759384 4.8586 3.20376 3.86559 1.11108 0
500.00 1253.15 13.586944 71.5492 1.15381 9.23821 0.842774 0 2.23787 1.27175 0.680654 4.78957 3.13493 3.95229 1.1489 0
500.00 1243.15 13.153904 72.1382 1.15721 8.99141 0.777736 0 2.03345 1.27294 0.602501 4.74587 3.06197 4.03198 1.18672 0
500.00 1233.15 12.754802 72.691 1.16277 8.75146 0.717918 0 1.84879 1.27285 0.531612 4.71046 2.98792 4.1014 1.22385 0
500.00 1223.15 12.377647 73.2138 1.1709 8.51366 0.663166 0 1.68263 1.27286 0.467191 4.68641 2.91239 4.15586 1.26114 0
500.00 1213.15 11.919953 73.7495 1.18956 8.2209 0.618827 0 1.55015 1.29327 0.409087 4.72229 2.8455 4.09138 1.30957 0
500.00 1203.15 11.479217 74.2991 1.1795 7.92327 0.581972 0 1.43945 1.30285 0.352411 4.76828 2.78076 4.01254 1.35985 0
500.00 1193.15 11.054894 74.9407 1.11464 7.63345 0.53914 0 1.31675 1.31634 0.302082 4.79554 2.72137 3.92932 1.39068 0
500.00 1183.15 10.676407 75.5515 1.05541 7.35495 0.497563 0 1.19947 1.32873 0.258133 4.8248 2.66586 3.84335 1.4202 0
500.00 1173.15 10.338387 76.1231 1.00062 7.08621 0.458047 0 1.08928 1.33894 0.219642 4.86154 2.61319 3.75575 1.45364 0
