Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 rhm-oxide_0 apatite water 
500.00 1353.15 82.539946 37.974863 29.124735 0.314723 0.000000 0.726603 1.470746 0.000000 0.000000 0.000000 6.338056 
500.00 1343.15 75.308668 37.536937 23.376024 0.095715 0.000000 1.700785 2.060791 1.179684 0.000000 0.000000 9.123938 
500.00 1333.15 58.511562 33.430065 20.999612 0.124995 0.000000 0.520813 1.152485 0.246567 0.000000 0.000000 10.385593 
500.00 1323.15 52.189925 32.228608 18.869526 0.000000 0.227533 0.298130 1.105503 0.190238 0.000000 0.000000 11.537678 
500.00 1313.15 46.651413 31.140295 17.029792 0.000000 0.271629 0.115072 1.045396 0.141627 0.000000 0.000000 12.536780 
500.00 1303.15 41.948728 30.131968 15.555369 0.000000 0.209022 0.071548 0.871720 0.107571 0.000000 0.000000 13.316737 
500.00 1293.15 38.214843 29.314228 14.340292 0.000000 0.164399 0.045974 0.742654 0.084055 0.000000 0.000000 13.936855 
500.00 1283.15 35.164892 28.624657 13.317762 0.000000 0.131274 0.030812 0.642518 0.067118 0.000000 0.000000 14.435173 
500.00 1273.15 32.619600 28.025312 12.443444 0.000000 0.105928 0.021875 0.562175 0.054507 0.000000 0.000000 14.837383 
500.00 1263.15 30.460195 27.491862 11.686675 0.000000 0.086071 0.016744 0.495941 0.044865 0.000000 0.000000 15.161567 
500.00 1253.15 28.604694 27.008152 11.025321 0.000000 0.070256 0.013932 0.440273 0.037339 0.000000 0.000000 15.421031 
500.00 1243.15 26.994096 26.562980 10.442824 0.000000 0.057510 0.012520 0.392833 0.031366 0.000000 0.000000 15.625928 
500.00 1233.15 25.584457 26.148300 9.926424 0.000000 0.047148 0.011928 0.352000 0.026561 0.000000 0.000000 15.784239 
500.00 1223.15 24.342091 25.758144 9.466046 0.000000 0.038669 0.011797 0.316597 0.022654 0.000000 0.000000 15.902382 
500.00 1213.15 23.240563 25.387967 9.053580 0.000000 0.031695 0.011901 0.285731 0.019445 0.000000 0.000000 15.985614 
500.00 1203.15 22.258729 25.034222 8.682394 0.000000 0.025935 0.012107 0.258700 0.016789 0.000000 0.000000 16.038297 
500.00 1193.15 21.379419 24.694090 8.347003 0.000000 0.021161 0.012333 0.234935 0.014574 0.000000 0.000000 16.064084 
500.00 1183.15 20.588516 24.365489 8.041593 0.000000 0.017355 0.012397 0.214185 0.012723 0.000000 0.000828 16.066409 
500.00 1173.15 19.872057 24.046514 7.757466 0.000000 0.014842 0.011838 0.196581 0.011178 0.000000 0.005416 16.049193 
500.00 1163.15 19.205502 23.729517 7.498783 0.000000 0.011875 0.012040 0.179743 0.009828 0.000000 0.004712 16.012536 
500.00 1153.15 18.601114 23.420106 7.262512 0.000000 0.009397 0.012173 0.164798 0.008681 0.000000 0.004090 15.958454 
500.00 1143.15 18.051263 23.117029 7.046073 0.000000 0.007322 0.012243 0.151490 0.007701 0.000000 0.003534 15.888665 
500.00 1133.15 17.549487 22.819229 6.847259 0.000000 0.005578 0.012256 0.139602 0.006860 0.000000 0.003032 15.804641 
500.00 1123.15 17.090291 22.525803 6.664176 0.000000 0.004110 0.012220 0.128948 0.006136 0.000000 0.002572 15.707639 
500.00 1113.15 16.668970 22.235974 6.495189 0.000000 0.002871 0.012144 0.119372 0.005510 0.000000 0.002145 15.598743 
500.00 1103.15 16.280892 21.957667 6.328331 0.009006 0.000000 0.007582 0.118134 0.002760 0.000000 0.002399 15.489455 
500.00 1093.15 15.898216 21.675815 6.167837 0.012388 0.000000 0.004812 0.113402 0.000000 0.001180 0.002485 15.373712 
500.00 1083.15 15.531458 21.389440 6.019765 0.010001 0.000000 0.005249 0.104515 0.000000 0.002106 0.002135 15.245668 
500.00 1073.15 15.192368 21.104161 5.883891 0.008776 0.000000 0.005246 0.096032 0.000000 0.001885 0.001753 15.106577 
500.00 1063.15 14.882271 20.820630 5.759027 0.007709 0.000000 0.005181 0.088419 0.000000 0.001695 0.001390 14.957209 
500.00 1053.15 14.598316 20.538338 5.644131 0.006778 0.000000 0.005066 0.081568 0.000000 0.001531 0.001041 14.798225 
500.00 1043.15 14.338008 20.256823 5.538288 0.005967 0.000000 0.004911 0.075384 0.000000 0.001388 0.000700 14.630185 
500.00 1033.15 14.099163 19.975659 5.440698 0.005260 0.000000 0.004724 0.069788 0.000000 0.001263 0.000362 14.453563 
500.00 1023.15 13.879866 19.694450 5.350650 0.004644 0.000000 0.004512 0.064713 0.000000 0.001154 0.000022 14.268754 
