Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 rhm-oxide_0 apatite water 
500.00 1303.15 41.948728 37.073231 0.000000 0.694072 0.235218 2.315037 0.504019 0.000000 0.000000 1.127151 
500.00 1293.15 38.214843 33.961866 0.000000 0.547184 0.151267 1.968229 0.395429 0.000000 0.000000 1.190868 
500.00 1283.15 35.164892 31.363771 0.000000 0.437947 0.101461 1.699467 0.316892 0.000000 0.000000 1.245354 
500.00 1273.15 32.619600 29.158395 0.000000 0.354196 0.072089 1.484138 0.258193 0.000000 0.000000 1.292589 
500.00 1263.15 30.460195 27.262496 0.000000 0.288451 0.055218 1.306917 0.213156 0.000000 0.000000 1.333956 
500.00 1253.15 28.604694 25.616139 0.000000 0.235979 0.045980 1.158242 0.177885 0.000000 0.000000 1.370469 
500.00 1243.15 26.994096 24.174664 0.000000 0.193598 0.041347 1.031781 0.149806 0.000000 0.000000 1.402899 
500.00 1233.15 25.584457 22.903819 0.000000 0.159068 0.039421 0.923140 0.127157 0.000000 0.000000 1.431853 
500.00 1223.15 24.342091 21.776710 0.000000 0.130749 0.039013 0.829118 0.108685 0.000000 0.000000 1.457816 
500.00 1213.15 23.240563 20.771815 0.000000 0.107405 0.039385 0.747289 0.093480 0.000000 0.000000 1.481188 
500.00 1203.15 22.258729 19.871646 0.000000 0.088080 0.040091 0.675746 0.080864 0.000000 0.000000 1.502301 
500.00 1193.15 21.379419 19.061824 0.000000 0.072024 0.040867 0.612948 0.070323 0.000000 0.000000 1.521434 
500.00 1183.15 20.588516 18.327139 0.000000 0.059200 0.041107 0.558185 0.061491 0.000000 0.002536 1.538857 
500.00 1173.15 19.872057 17.644682 0.000000 0.050739 0.039279 0.511763 0.054107 0.000000 0.016586 1.554901 
500.00 1163.15 19.205502 17.025777 0.000000 0.040685 0.039975 0.467456 0.047644 0.000000 0.014429 1.569535 
500.00 1153.15 18.601114 16.462641 0.000000 0.032267 0.040444 0.428178 0.042142 0.000000 0.012525 1.582918 
500.00 1143.15 18.051263 15.948680 0.000000 0.025195 0.040701 0.393241 0.037434 0.000000 0.010824 1.595187 
500.00 1133.15 17.549487 15.478280 0.000000 0.019238 0.040770 0.362064 0.033388 0.000000 0.009286 1.606460 
500.00 1123.15 17.090291 15.046641 0.000000 0.014205 0.040678 0.334153 0.029897 0.000000 0.007877 1.616839 
500.00 1113.15 16.668970 14.649633 0.000000 0.009943 0.040449 0.309088 0.026875 0.000000 0.006570 1.626413 
500.00 1103.15 16.280892 14.257459 0.035293 0.000000 0.025274 0.305668 0.013475 0.000000 0.007346 1.636377 
500.00 1093.15 15.898216 13.880866 0.048807 0.000000 0.016061 0.293249 0.000000 0.005513 0.007610 1.646109 
500.00 1083.15 15.531458 13.532859 0.039587 0.000000 0.017535 0.270112 0.000000 0.009845 0.006539 1.654980 
500.00 1073.15 15.192368 13.214594 0.034892 0.000000 0.017540 0.248049 0.000000 0.008818 0.005368 1.663106 
500.00 1063.15 14.882271 12.923152 0.030772 0.000000 0.017340 0.228263 0.000000 0.007934 0.004256 1.670555 
500.00 1053.15 14.598316 12.655975 0.027160 0.000000 0.016972 0.210465 0.000000 0.007169 0.003187 1.677388 
500.00 1043.15 14.338008 12.410826 0.023996 0.000000 0.016469 0.194410 0.000000 0.006504 0.002143 1.683661 
500.00 1033.15 14.099163 12.185740 0.021224 0.000000 0.015859 0.179888 0.000000 0.005923 0.001109 1.689421 
500.00 1023.15 13.879866 11.978989 0.018796 0.000000 0.015167 0.166722 0.000000 0.005414 0.000067 1.694711 
