Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 apatite water 
500.00 1523.15 98.039009 98.039009 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.039662 98.039662 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.040355 98.040355 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.041090 98.041090 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.041868 98.041868 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 98.042690 98.042690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 98.043557 98.043557 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 98.044471 98.044471 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 98.045433 98.045433 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 98.046446 98.046446 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 98.047510 98.047510 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 98.045439 95.155822 0.956919 0.000000 0.000000 1.932698 0.000000 0.000000 0.000000 
500.00 1403.15 95.157563 86.601910 0.700166 0.000000 4.927717 2.927769 0.000000 0.000000 0.000000 
500.00 1393.15 86.603391 80.197514 0.836315 0.000000 2.831548 2.738015 0.000000 0.000000 0.000000 
500.00 1383.15 80.199141 74.712471 0.737190 0.000000 2.393899 2.355582 0.000000 0.000000 0.000000 
500.00 1373.15 74.714240 69.957404 0.659977 0.000000 2.046557 2.050302 0.000000 0.000000 0.000000 
500.00 1363.15 69.959312 65.789785 0.599773 0.000000 1.767537 1.802216 0.000000 0.000000 0.000000 
500.00 1353.15 65.959318 53.507750 0.000000 0.000000 4.985268 2.324888 5.141412 0.000000 0.000000 
500.00 1343.15 53.543217 49.318098 0.000000 0.000000 1.809217 1.394424 1.021478 0.000000 0.000000 
500.00 1333.15 49.344154 45.820539 0.166624 0.000000 1.174503 1.424212 0.758277 0.000000 0.000000 
500.00 1323.15 45.842342 42.899254 0.154405 0.000000 0.892544 1.299529 0.596611 0.000000 0.000000 
500.00 1313.15 42.919966 38.664675 0.000000 0.705174 0.424434 2.448560 0.600755 0.000000 0.076367 
500.00 1303.15 38.757668 34.979273 0.000000 0.673068 0.190183 2.288515 0.475923 0.000000 0.150706 
500.00 1293.15 35.143615 31.960241 0.000000 0.530734 0.116582 1.949032 0.373738 0.000000 0.213288 
500.00 1283.15 32.185043 29.435515 0.000000 0.424385 0.074441 1.684222 0.299578 0.000000 0.266902 
500.00 1273.15 29.712375 27.290816 0.000000 0.342542 0.050916 1.470684 0.243992 0.000000 0.313425 
500.00 1263.15 27.613030 25.446968 0.000000 0.278135 0.038574 1.293925 0.201253 0.000000 0.354175 
500.00 1253.15 25.809036 23.846676 0.000000 0.226673 0.032862 1.144963 0.167738 0.000000 0.390124 
500.00 1243.15 24.243998 22.446992 0.000000 0.185114 0.030974 1.017855 0.141044 0.000000 0.422019 
500.00 1233.15 22.875659 21.214771 0.000000 0.151299 0.031178 0.908449 0.119515 0.000000 0.450448 
500.00 1223.15 21.671429 20.123832 0.000000 0.123629 0.032416 0.813689 0.101972 0.000000 0.475891 
500.00 1213.15 20.605582 19.153118 0.000000 0.100888 0.034057 0.731225 0.087551 0.000000 0.498742 
500.00 1203.15 19.657431 18.282303 0.000000 0.082677 0.035327 0.659846 0.075657 0.002251 0.519368 
500.00 1193.15 18.807979 17.477236 0.000000 0.071102 0.033699 0.601172 0.066003 0.020497 0.538269 
500.00 1183.15 18.021625 16.754347 0.000000 0.057229 0.035397 0.544026 0.057470 0.017797 0.555358 
500.00 1173.15 17.315671 16.102717 0.000000 0.045749 0.036744 0.493830 0.050300 0.015476 0.570855 
500.00 1163.15 16.679409 15.513207 0.000000 0.036216 0.037752 0.449588 0.044242 0.013459 0.584946 
500.00 1153.15 16.103884 14.978126 0.000000 0.028276 0.038450 0.410463 0.039096 0.011684 0.597789 
500.00 1143.15 15.581558 14.490959 0.000000 0.021645 0.038874 0.375749 0.034703 0.010105 0.609524 
500.00 1133.15 15.106050 14.046158 0.000000 0.016090 0.039064 0.344852 0.030937 0.008682 0.620267 
