Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 98.062564 37.603536 37.603536 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.063215 37.566655 37.566655 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.063906 37.529835 37.529835 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.064638 37.493078 37.493078 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.065412 37.456385 37.456385 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 98.066231 37.419757 37.419757 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 98.067095 37.383196 37.383196 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 98.068006 37.346704 37.346704 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 98.068964 37.310283 37.310283 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 98.069973 37.273933 37.273933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 98.069749 37.227015 37.083281 0.143734 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 98.070473 36.997636 35.639891 0.232065 0.000000 1.125680 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1403.15 98.070898 36.730411 33.561182 0.367649 0.000000 2.355232 0.446347 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1393.15 98.069145 36.483436 31.088356 0.629000 0.000000 3.260018 1.506063 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1383.15 98.067475 36.264271 28.920940 0.870173 0.000000 4.041450 2.431708 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1373.15 98.065866 36.067263 26.995794 1.098690 0.000000 4.723773 3.249006 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1363.15 98.064280 35.888217 25.265171 1.321024 0.000000 5.324353 3.977669 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1353.15 98.062651 35.724009 23.692349 1.542916 0.000000 5.855331 4.633414 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1343.15 98.224810 35.500572 20.272044 1.183243 0.000000 7.252584 5.637690 0.000000 1.155012 0.000000 0.000000 0.000000 
500.00 1333.15 98.244744 35.379124 18.880617 1.221119 0.000000 7.654924 6.303819 0.000000 1.318645 0.000000 0.000000 0.000000 
500.00 1323.15 98.264772 35.605935 17.119649 1.006773 0.448401 7.938720 7.168231 0.000000 1.473260 0.000000 0.000000 0.450901 
500.00 1313.15 98.292209 37.141583 13.715431 0.224291 1.973009 8.058100 8.927297 0.000000 1.665030 0.000000 0.000000 2.578426 
500.00 1303.15 98.300481 38.212701 11.427464 0.000000 2.612336 8.092027 10.296523 0.000000 1.755844 0.000000 0.000000 4.028506 
500.00 1293.15 98.298782 39.049192 9.674228 0.000000 2.892417 8.094744 11.443595 0.000000 1.795521 0.000000 0.000000 5.148687 
