Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1283.15 98.294280 39.725546 8.217704 0.000000 3.128738 8.089188 12.407995 0.000000 1.815176 0.000000 0.000000 6.066745 
500.00 1273.15 98.287831 40.258099 7.019798 0.000000 3.332963 8.075905 13.206043 0.000000 1.820149 0.000000 0.000000 6.803241 
500.00 1263.15 98.280122 40.666245 6.041933 0.000000 3.513594 8.054966 13.858695 0.000000 1.814707 0.000000 0.000000 7.382349 
500.00 1253.15 98.270923 40.984643 5.198636 0.000000 3.685623 8.025263 14.408155 0.000000 1.800617 0.000000 0.015410 7.850940 
500.00 1243.15 98.259253 41.232515 4.493465 0.033765 3.815022 7.986619 14.872540 0.000000 1.775121 0.000000 0.029256 8.226726 
500.00 1233.15 98.245338 41.429193 3.887250 0.090997 3.920667 7.940371 15.272327 0.000000 1.739917 0.000000 0.041609 8.536055 
500.00 1223.15 98.231439 41.570479 3.374647 0.138137 4.032290 7.890423 15.604075 0.000000 1.702522 0.000000 0.052071 8.776314 
500.00 1213.15 98.217780 41.666508 2.937878 0.176368 4.148217 7.838157 15.880774 0.000000 1.664070 0.000000 0.060993 8.960050 
500.00 1203.15 98.204491 41.725730 2.562306 0.207097 4.266721 7.784774 16.113169 0.000000 1.625255 0.000000 0.068660 9.097749 
500.00 1193.15 98.191636 41.754999 2.236084 0.231648 4.386400 7.731252 16.309893 0.000000 1.586465 0.000000 0.075298 9.197959 
500.00 1183.15 98.179233 41.759783 1.949713 0.251164 4.506256 7.678363 16.477772 0.000000 1.547871 0.000000 0.081093 9.267550 
500.00 1173.15 98.167274 41.744416 1.695592 0.266597 4.625673 7.626699 16.622157 0.000000 1.509496 0.000000 0.086196 9.312006 
500.00 1163.15 98.155733 41.712317 1.467614 0.278721 4.744352 7.576715 16.747226 0.000000 1.471250 0.000000 0.090728 9.335711 
500.00 1153.15 98.142623 41.707285 1.150164 0.292191 4.890704 7.527121 16.925728 0.000000 1.376392 0.044875 0.097022 9.403088 
500.00 1143.15 98.129403 41.690682 0.841710 0.302728 5.038365 7.478097 17.098548 0.000000 1.278955 0.091913 0.103009 9.457358 
500.00 1133.15 98.116367 41.658571 0.554731 0.310401 5.182237 7.429995 17.258621 0.000000 1.187749 0.134256 0.108467 9.492115 
500.00 1123.15 98.103478 41.613618 0.283871 0.315858 5.322343 7.382945 17.409699 0.000000 1.101986 0.172538 0.113537 9.510840 
500.00 1113.15 98.089358 41.565523 0.000000 0.319989 5.470183 7.335553 17.531875 0.037313 1.013674 0.209823 0.118791 9.528322 
500.00 1103.15 98.090237 41.430449 0.000000 0.318904 5.490271 7.309022 17.485509 0.078769 1.008544 0.216685 0.118791 9.403953 
500.00 1093.15 98.091096 41.294272 0.000000 0.317713 5.509160 7.283932 17.440818 0.118426 1.003594 0.223340 0.118791 9.278497 
500.00 1083.15 98.091935 41.156931 0.000000 0.316410 5.526977 7.260188 17.397705 0.156360 0.998820 0.229781 0.118791 9.151898 
