Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 100.110556 43.181302 39.383030 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.798272 
500.00 1513.15 100.111211 43.051927 39.342577 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.709350 
500.00 1503.15 100.111905 42.922370 39.302240 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.620130 
500.00 1493.15 100.112642 42.792633 39.262023 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.530610 
500.00 1483.15 100.113421 42.662716 39.221927 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.440789 
500.00 1473.15 100.114245 42.532622 39.181957 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.350665 
500.00 1463.15 100.115114 42.402352 39.142115 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.260237 
500.00 1453.15 100.116030 42.271908 39.102405 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.169503 
500.00 1443.15 100.116996 42.141293 39.062829 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.078465 
500.00 1433.15 100.118011 42.010511 39.023390 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.987120 
500.00 1423.15 100.119079 41.879564 38.984093 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.895471 
500.00 1413.15 100.120200 41.748457 38.944940 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.803517 
500.00 1403.15 100.119474 41.637000 38.676041 0.209363 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.751596 
500.00 1393.15 99.428983 41.318125 38.374439 0.240013 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.703672 
500.00 1383.15 98.639415 41.420420 36.543573 0.059402 0.000000 1.394219 0.000000 0.000000 0.000000 0.000000 3.423225 
500.00 1373.15 93.899912 40.313226 34.695116 0.035135 0.000000 1.432871 0.000000 0.000000 0.000000 0.000000 4.150104 
500.00 1363.15 89.092028 40.239424 31.204688 0.344547 0.000000 0.953314 1.647896 0.000000 0.000000 0.000000 6.088980 
500.00 1353.15 80.373045 38.448671 28.292994 0.309504 0.000000 0.709572 1.443370 0.000000 0.000000 0.000000 7.693230 
500.00 1343.15 73.290426 38.089184 22.474672 0.107544 0.000000 1.646435 2.140059 1.212929 0.000000 0.000000 10.507546 
500.00 1333.15 56.276938 33.874527 20.185854 0.127799 0.000000 0.470446 1.139858 0.232141 0.000000 0.000000 11.718429 
500.00 1323.15 50.212559 32.606937 18.368784 0.104842 0.000000 0.318649 0.967751 0.171331 0.000000 0.000000 12.675580 
500.00 1313.15 45.458750 31.746124 16.583902 0.000000 0.246399 0.121159 1.021118 0.137508 0.000000 0.000000 13.636037 
500.00 1303.15 40.907955 30.778919 15.113955 0.000000 0.208186 0.060788 0.882058 0.104925 0.000000 0.000000 14.409007 
500.00 1293.15 37.201165 29.959302 13.900018 0.000000 0.163764 0.037507 0.752698 0.082047 0.000000 0.000000 15.023267 
500.00 1283.15 34.167519 29.264990 12.877022 0.000000 0.130648 0.024133 0.651711 0.065523 0.000000 0.000000 15.515953 
500.00 1273.15 31.632643 28.659121 12.001704 0.000000 0.105221 0.016620 0.570188 0.053191 0.000000 0.000000 15.912196 
500.00 1263.15 29.480789 28.118050 11.244052 0.000000 0.085258 0.012630 0.502614 0.043746 0.000000 0.000000 16.229750 
500.00 1253.15 27.631821 27.626069 10.582291 0.000000 0.069342 0.010733 0.445577 0.036366 0.000000 0.000000 16.481760 
500.00 1243.15 26.027797 27.172261 10.000035 0.000000 0.056519 0.010047 0.396824 0.030506 0.000000 0.000000 16.678330 
500.00 1233.15 24.625329 26.748752 9.484574 0.000000 0.046107 0.010028 0.354787 0.025795 0.000000 0.000000 16.827462 
500.00 1223.15 23.390972 26.349676 9.025814 0.000000 0.037606 0.010344 0.318312 0.021965 0.000000 0.000000 16.935635 
500.00 1213.15 22.298340 25.970539 8.615585 0.000000 0.030634 0.010796 0.286513 0.018825 0.000000 0.000000 17.008186 
500.00 1203.15 21.326234 25.607817 8.247181 0.000000 0.024895 0.011268 0.258684 0.016229 0.000000 0.000000 17.049560 
500.00 1193.15 20.457351 25.260125 7.907242 0.000000 0.021200 0.010857 0.235806 0.014128 0.000000 0.004983 17.065909 
500.00 1183.15 19.658109 24.917240 7.598390 0.000000 0.017314 0.011089 0.214184 0.012302 0.000000 0.005966 17.057994 
500.00 1173.15 18.933637 24.582626 7.318817 0.000000 0.013821 0.011477 0.194690 0.010753 0.000000 0.005189 17.027880 
500.00 1163.15 18.280561 24.257003 7.064875 0.000000 0.010927 0.011764 0.177482 0.009445 0.000000 0.004513 16.977998 
500.00 1153.15 17.689716 23.938867 6.833480 0.000000 0.008521 0.011958 0.162241 0.008336 0.000000 0.003918 16.910413 
500.00 1143.15 17.153389 23.626959 6.622007 0.000000 0.006517 0.012070 0.148699 0.007390 0.000000 0.003389 16.826887 
500.00 1133.15 16.665051 23.320211 6.428211 0.000000 0.004842 0.012112 0.136628 0.006580 0.000000 0.002912 16.728926 
500.00 1123.15 16.218928 23.021288 6.246922 0.004643 0.000000 0.012020 0.127911 0.005106 0.000000 0.002656 16.622030 
500.00 1113.15 15.801984 22.730533 6.069387 0.011443 0.000000 0.005982 0.125904 0.002641 0.000000 0.002916 16.512261 
500.00 1103.15 15.395118 22.432478 5.906734 0.010304 0.000000 0.005946 0.115302 0.002161 0.000000 0.002539 16.389492 
500.00 1093.15 15.023377 22.138538 5.753910 0.010943 0.000000 0.005161 0.107857 0.000000 0.001472 0.002454 16.256741 
500.00 1083.15 14.674901 21.842979 5.613789 0.009072 0.000000 0.005386 0.098812 0.000000 0.001930 0.002104 16.111887 
500.00 1073.15 14.355314 21.548899 5.485563 0.007979 0.000000 0.005318 0.090481 0.000000 0.001725 0.001758 15.956074 
500.00 1063.15 14.063780 21.256338 5.368056 0.007025 0.000000 0.005198 0.083021 0.000000 0.001550 0.001431 15.790057 
500.00 1053.15 13.797503 20.964788 5.260227 0.006193 0.000000 0.005036 0.076329 0.000000 0.001399 0.001118 15.614486 
500.00 1043.15 13.554017 20.673781 5.161154 0.005467 0.000000 0.004840 0.070319 0.000000 0.001268 0.000815 15.429916 
500.00 1033.15 13.331139 20.382880 5.070012 0.004833 0.000000 0.004620 0.064922 0.000000 0.001155 0.000517 15.236821 
500.00 1023.15 13.126916 20.091671 4.986046 0.004279 0.000000 0.004382 0.060087 0.000000 0.001055 0.000220 15.035602 
