Title: Mr1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1233.15 100.245599 12.164379 0.000000 12.496371 26.547654 0.000000 40.263969 0.000000 6.756340 0.000000 0.000000 2.016886 
500.00 1223.15 100.236168 11.086972 0.000000 13.002953 26.415827 0.000000 41.015158 0.000000 6.661265 0.000000 0.011477 2.042515 
500.00 1213.15 100.226606 10.142877 0.000000 13.490046 26.277993 0.000000 41.660164 0.000000 6.556043 0.000000 0.034819 2.064662 
500.00 1203.15 100.217237 9.331470 0.000000 13.951497 26.139078 0.000000 42.210920 0.000000 6.446142 0.000000 0.054467 2.083663 
500.00 1193.15 100.205009 8.543142 0.129001 14.336615 25.987094 0.000000 42.743486 0.000000 6.286502 0.000000 0.076211 2.102958 
500.00 1183.15 100.192360 7.825256 0.267625 14.715474 25.834079 0.000000 43.219165 0.000000 6.113551 0.000000 0.096483 2.120727 
500.00 1173.15 100.180074 7.184176 0.385295 15.101273 25.685088 0.000000 43.633787 0.000000 5.939451 0.000000 0.114405 2.136600 
500.00 1163.15 100.168145 6.607697 0.485347 15.491699 25.541456 0.000000 43.996423 0.000000 5.764337 0.000000 0.130320 2.150866 
500.00 1153.15 100.156554 6.085600 0.570588 15.885458 25.404287 0.000000 44.314403 0.000000 5.587928 0.000000 0.144521 2.163768 
500.00 1143.15 100.142988 5.457997 0.655650 16.361100 25.269513 0.000000 44.693339 0.000000 5.251334 0.113331 0.161535 2.179189 
500.00 1133.15 100.127220 4.735015 0.738049 16.915315 25.133829 0.000000 45.129951 0.000000 4.773476 0.323897 0.180857 2.196832 
500.00 1123.15 100.111517 4.065128 0.806613 17.464776 25.001257 0.000000 45.529028 0.000000 4.318708 0.514636 0.198311 2.213060 
500.00 1113.15 100.095943 3.440546 0.863614 18.006232 24.872000 0.000000 45.897312 0.000000 3.886714 0.687258 0.214217 2.228049 
500.00 1103.15 100.080554 2.854509 0.910891 18.537121 24.746167 0.000000 46.240632 0.000000 3.477136 0.843287 0.228856 2.241955 
500.00 1093.15 100.065399 2.301073 0.949935 19.055535 24.623782 0.000000 46.564056 0.000000 3.089501 0.984121 0.242479 2.254917 
500.00 1083.15 100.050513 1.774989 0.981953 19.560167 24.504797 0.000000 46.871986 0.000000 2.723192 1.111057 0.255314 2.267058 
500.00 1073.15 100.020737 0.717142 1.023587 20.499677 24.352522 0.000000 47.040148 0.470516 2.016521 1.328751 0.281366 2.290507 
500.00 1063.15 99.998876 0.000000 1.047457 21.195281 24.225115 0.000000 47.118134 0.810956 1.521923 1.474346 0.299176 2.306487 
500.00 1053.15 99.998360 0.000000 1.050594 21.261488 24.151032 0.000000 47.038531 0.884641 1.529850 1.476561 0.299176 2.306487 
500.00 1043.15 99.997855 0.000000 1.053205 21.325011 24.080798 0.000000 46.961527 0.955243 1.537753 1.478656 0.299176 2.306487 
500.00 1033.15 99.997361 0.000000 1.055284 21.386191 24.014170 0.000000 46.886959 1.022869 1.545608 1.480618 0.299176 2.306487 
500.00 1023.15 99.976863 0.000000 1.024896 21.442479 23.962569 0.736032 46.997975 0.527020 1.118957 1.590755 0.299176 2.277004 
500.00 1013.15 99.956321 0.000000 0.983588 21.488945 23.896307 1.520686 47.133661 0.000000 0.687896 1.699191 0.299176 2.246871 
