Title: Mk

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 biotite_0 feldspar_0 feldspar_1 spinel_0 rhm-oxide_0 apatite water 
500.00 1293.15 98.381631 21.848383 0.000000 9.692524 25.328905 0.000000 33.401282 0.000000 7.634499 0.000000 0.000000 0.476038 
500.00 1283.15 98.375699 18.778209 0.000000 10.499977 25.313490 0.000000 35.526978 0.000000 7.709883 0.000000 0.000000 0.547162 
500.00 1273.15 98.368117 16.298017 0.000000 11.214947 25.262823 0.000000 37.263729 0.000000 7.723132 0.000000 0.000000 0.605468 
500.00 1263.15 98.359544 14.288107 0.000000 11.859558 25.184502 0.000000 38.680720 0.000000 7.693477 0.000000 0.000000 0.653182 
500.00 1253.15 98.350447 12.648407 0.000000 12.449057 25.085187 0.000000 39.840589 0.000000 7.634868 0.000000 0.000000 0.692339 
500.00 1243.15 98.340773 11.253032 0.000000 13.008234 24.967995 0.000000 40.811995 0.000000 7.553163 0.000000 0.021049 0.725305 
500.00 1233.15 98.330893 10.070402 0.000000 13.536624 24.838744 0.000000 41.624683 0.000000 7.456312 0.000000 0.051125 0.753002 
500.00 1223.15 98.321201 9.081574 0.000000 14.030081 24.703638 0.000000 42.302177 0.000000 7.351804 0.000000 0.075776 0.776152 
500.00 1213.15 98.308526 8.154884 0.140361 14.426194 24.551702 0.000000 42.939884 0.000000 7.195382 0.000000 0.101471 0.798648 
500.00 1203.15 98.295138 7.320861 0.299515 14.809564 24.394586 0.000000 43.505596 0.000000 7.020517 0.000000 0.125333 0.819166 
500.00 1193.15 98.282135 6.587387 0.432989 15.202288 24.239208 0.000000 43.992783 0.000000 6.844033 0.000000 0.146211 0.837236 
500.00 1183.15 98.269542 5.937478 0.544874 15.600574 24.087503 0.000000 44.414422 0.000000 6.666874 0.000000 0.164565 0.853251 
500.00 1173.15 98.257358 5.357176 0.638673 16.001887 23.941006 0.000000 44.780928 0.000000 6.489363 0.000000 0.180784 0.867541 
500.00 1163.15 98.245569 4.834962 0.717346 16.404763 23.800953 0.000000 45.100626 0.000000 6.311344 0.000000 0.195196 0.880379 
500.00 1153.15 98.232182 4.198181 0.796195 16.891406 23.662168 0.000000 45.488716 0.000000 5.958851 0.128061 0.212660 0.895945 
500.00 1143.15 98.217240 3.478534 0.870694 17.446668 23.522337 0.000000 45.928196 0.000000 5.474233 0.351130 0.232041 0.913408 
500.00 1133.15 98.202495 2.817297 0.930821 17.991878 23.386155 0.000000 46.327915 0.000000 5.017860 0.551856 0.249402 0.929310 
500.00 1123.15 98.188010 2.205237 0.979163 18.523875 23.253827 0.000000 46.695658 0.000000 4.588889 0.732383 0.265113 0.943864 
500.00 1113.15 98.173828 1.634170 1.017820 19.040534 23.125458 0.000000 47.038175 0.000000 4.186249 0.894667 0.279498 0.957258 
500.00 1103.15 98.159971 1.096663 1.048508 19.540748 23.001072 0.000000 47.361391 0.000000 3.808525 1.040544 0.292855 0.969666 
500.00 1093.15 98.146440 0.585842 1.072633 20.024406 22.880627 0.000000 47.670556 0.000000 3.453903 1.171766 0.305454 0.981251 
500.00 1083.15 98.130559 0.000000 1.094330 20.572417 22.758676 0.000000 47.827055 0.199529 3.055513 1.308863 0.319913 0.994263 
500.00 1073.15 98.130657 0.000000 1.094866 20.637058 22.686746 0.000000 47.739794 0.282406 3.051800 1.323810 0.319913 0.994263 
500.00 1063.15 98.130751 0.000000 1.094958 20.698860 22.618728 0.000000 47.655462 0.361913 3.048399 1.338254 0.319913 0.994263 
500.00 1053.15 98.130839 0.000000 1.094592 20.758179 22.554378 0.000000 47.573878 0.438173 3.045288 1.352175 0.319913 0.994263 
500.00 1043.15 98.113159 0.000000 1.065266 20.818206 22.504659 0.665087 47.661102 0.000000 2.638484 1.472908 0.319913 0.967534 
500.00 1033.15 98.105675 0.000000 1.054005 20.876675 22.453281 0.944948 47.506090 0.000000 2.468124 1.526143 0.319913 0.956497 
500.00 1023.15 98.098935 0.000000 1.044595 20.933281 22.403775 1.192156 47.367349 0.000000 2.319670 1.571427 0.319913 0.946769 
