Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 quartz spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 100.115188 42.264801 39.658104 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.606697 
500.00 1513.15 100.115833 42.147838 39.617983 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.529855 
500.00 1503.15 100.116518 42.030734 39.577974 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.452760 
500.00 1493.15 100.117244 41.913492 39.538081 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.375411 
500.00 1483.15 100.118012 41.796114 39.498306 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.297808 
500.00 1473.15 100.118823 41.678604 39.458653 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.219951 
500.00 1463.15 100.119680 41.560963 39.419124 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.141839 
500.00 1453.15 100.120583 41.443195 39.379722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.063473 
500.00 1443.15 100.121534 41.325305 39.340451 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.984855 
500.00 1433.15 100.122535 41.207297 39.301312 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.905985 
500.00 1423.15 100.123587 41.089176 39.262311 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.826865 
500.00 1413.15 100.124692 40.970947 39.223448 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.747499 
500.00 1403.15 100.124333 40.870687 39.011267 0.157390 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.702031 
500.00 1393.15 99.603242 40.622558 38.703075 0.245247 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.674235 
500.00 1383.15 98.790822 40.577844 37.435385 0.096216 0.000000 0.906487 0.000000 0.000000 0.000000 0.000000 0.000000 2.139757 
500.00 1373.15 95.525158 39.924066 35.678295 0.002387 0.000000 1.386731 0.000000 0.000000 0.000000 0.000000 0.000000 2.856654 
