Title: Nd1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 water 
500.00 1523.15 100.083849 99.163169 0.000000 0.000000 0.000000 0.000000 0.000000 0.920679 
500.00 1513.15 100.084357 99.168503 0.000000 0.000000 0.000000 0.000000 0.000000 0.915854 
500.00 1503.15 100.084897 99.173961 0.000000 0.000000 0.000000 0.000000 0.000000 0.910937 
500.00 1493.15 100.085470 99.179544 0.000000 0.000000 0.000000 0.000000 0.000000 0.905925 
500.00 1483.15 100.086076 99.185258 0.000000 0.000000 0.000000 0.000000 0.000000 0.900817 
500.00 1473.15 100.086716 99.191106 0.000000 0.000000 0.000000 0.000000 0.000000 0.895610 
500.00 1463.15 100.087392 99.197091 0.000000 0.000000 0.000000 0.000000 0.000000 0.890301 
500.00 1453.15 100.088104 99.203217 0.000000 0.000000 0.000000 0.000000 0.000000 0.884887 
500.00 1443.15 100.088855 99.209488 0.000000 0.000000 0.000000 0.000000 0.000000 0.879366 
500.00 1433.15 100.089644 99.215909 0.000000 0.000000 0.000000 0.000000 0.000000 0.873735 
500.00 1423.15 100.089625 98.911971 0.307741 0.000000 0.000000 0.000000 0.000000 0.869913 
500.00 1413.15 99.781601 98.164204 0.748684 0.000000 0.000000 0.000000 0.000000 0.868713 
500.00 1403.15 99.032650 97.442942 0.722507 0.000000 0.000000 0.000000 0.000000 0.867201 
500.00 1393.15 98.309891 96.746804 0.697701 0.000000 0.000000 0.000000 0.000000 0.865385 
500.00 1383.15 97.614553 93.773776 0.211176 0.000000 2.708869 0.000000 0.019479 0.901253 
500.00 1373.15 94.682585 89.638508 0.000000 0.000000 4.004494 0.000000 0.083352 0.956230 
500.00 1363.15 90.602005 85.949344 0.000000 0.000000 3.551282 0.000000 0.096496 1.004884 
500.00 1353.15 86.962821 82.611995 0.000000 0.000000 3.173288 0.000000 0.129188 1.048349 
500.00 1343.15 83.681082 78.105558 0.000000 0.000000 2.936393 1.023009 0.498819 1.117303 
500.00 1333.15 79.267520 70.577188 0.294270 0.000000 2.239193 3.634611 1.269469 1.252790 
500.00 1323.15 71.864022 64.288848 0.481513 0.000000 1.293954 3.452985 0.975250 1.371472 
500.00 1313.15 65.686683 59.155967 0.415096 0.000000 0.877806 3.015049 0.750655 1.472110 
500.00 1303.15 60.650519 54.386073 0.000000 0.672051 0.467823 2.928537 0.626465 1.569569 
500.00 1293.15 55.973148 50.036936 0.000000 0.830337 0.047495 2.899220 0.497177 1.661982 
500.00 1283.15 51.713373 46.359988 0.000000 0.673042 0.000000 2.539325 0.398925 1.742092 
500.00 1273.15 48.113321 43.207147 0.000000 0.537171 0.000000 2.231904 0.324823 1.812276 
500.00 1263.15 45.028988 40.464306 0.000000 0.435154 0.000000 1.987295 0.267659 1.874575 
500.00 1253.15 42.347153 38.050331 0.000000 0.356690 0.000000 1.787033 0.222664 1.930435 
500.00 1243.15 39.988026 35.905775 0.000000 0.295318 0.000000 1.619366 0.186648 1.980919 
