Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 apatite water 
500.00 1523.15 98.208887 37.759489 37.759489 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1513.15 98.209519 37.722944 37.722944 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1503.15 98.210189 37.686459 37.686459 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1493.15 98.210900 37.650036 37.650036 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1483.15 98.211653 37.613675 37.613675 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1473.15 98.212447 37.577379 37.577379 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1463.15 98.213286 37.541149 37.541149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1453.15 98.214170 37.504987 37.504987 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1443.15 98.215101 37.468894 37.468894 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1433.15 98.216081 37.432872 37.432872 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1423.15 98.217110 37.396922 37.396922 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
500.00 1413.15 98.218119 37.212379 36.293540 0.039595 0.000000 0.879244 0.000000 0.000000 0.000000 0.000000 
500.00 1403.15 95.235728 36.021280 33.722550 0.226682 0.000000 1.098310 0.973739 0.000000 0.000000 0.000000 
500.00 1393.15 88.302610 33.486371 31.331156 0.239736 0.000000 0.870143 1.045335 0.000000 0.000000 0.000000 
500.00 1383.15 81.866288 31.127351 29.281759 0.209962 0.000000 0.732762 0.902867 0.000000 0.000000 0.000000 
500.00 1373.15 76.349991 29.103831 27.504468 0.186829 0.000000 0.623018 0.789516 0.000000 0.000000 0.000000 
500.00 1363.15 71.565401 27.347543 25.946871 0.168830 0.000000 0.533880 0.697962 0.000000 0.000000 0.000000 
500.00 1353.15 67.371134 25.807211 24.568825 0.154935 0.000000 0.460461 0.622990 0.000000 0.000000 0.000000 
500.00 1343.15 63.817129 24.353217 21.083225 0.000000 0.000000 1.278817 0.926002 1.065173 0.000000 0.000000 
500.00 1333.15 52.260708 20.973488 19.810970 0.000000 0.022827 0.437946 0.519977 0.181768 0.000000 0.000000 
500.00 1323.15 48.542517 19.713673 18.633831 0.000000 0.140497 0.225205 0.575879 0.138262 0.000000 0.000000 
500.00 1313.15 45.180265 18.665354 17.532827 0.000000 0.137721 0.162847 0.581152 0.113814 0.000000 0.136994 
500.00 1303.15 42.128551 18.357660 16.033675 0.000000 0.210448 0.079809 0.880919 0.109896 0.000000 1.042913 
500.00 1293.15 38.326097 17.639079 14.800477 0.000000 0.165256 0.052727 0.748816 0.085809 0.000000 1.785993 
500.00 1283.15 35.225204 17.053191 13.764256 0.000000 0.131834 0.036385 0.646740 0.068491 0.000000 2.405486 
500.00 1273.15 32.640830 16.560803 12.879224 0.000000 0.106347 0.026492 0.565207 0.055617 0.000000 2.927916 
500.00 1263.15 30.450400 16.136774 12.113735 0.000000 0.086438 0.020572 0.498294 0.045789 0.000000 3.371946 
500.00 1253.15 28.569371 15.764403 11.444984 0.000000 0.070617 0.017108 0.442289 0.038126 0.000000 3.751278 
500.00 1243.15 26.937005 15.432123 10.855964 0.000000 0.057886 0.015155 0.394731 0.032050 0.000000 4.076337 
500.00 1233.15 25.508190 15.131640 10.333615 0.000000 0.047544 0.014117 0.353914 0.027164 0.000000 4.355286 
500.00 1223.15 24.248455 14.856821 9.867665 0.000000 0.039082 0.013619 0.318601 0.023190 0.000000 4.594665 
500.00 1213.15 23.130843 14.603017 9.449876 0.000000 0.032119 0.013423 0.287859 0.019927 0.000000 4.799812 
500.00 1203.15 22.133868 14.366616 9.073541 0.000000 0.026363 0.013384 0.260963 0.017224 0.000000 4.975142 
500.00 1193.15 21.240133 14.144765 8.733123 0.000000 0.021586 0.013410 0.237329 0.014968 0.000000 5.124349 
500.00 1183.15 20.435382 13.935172 8.424012 0.000000 0.017607 0.013449 0.216483 0.013074 0.000000 5.250548 
500.00 1173.15 19.707804 13.735971 8.142331 0.000000 0.014283 0.013472 0.198030 0.011473 0.000000 5.356382 
500.00 1163.15 19.047524 13.545916 7.882661 0.000000 0.011776 0.013210 0.181945 0.010119 0.001544 5.444661 
