Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 quartz spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 100.113552 100.030795 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.082756 
500.00 1513.15 100.114185 100.035688 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.078497 
500.00 1503.15 100.114857 100.040700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.074157 
500.00 1493.15 100.115569 100.045833 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.069736 
500.00 1483.15 100.116323 100.051092 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.065231 
500.00 1473.15 100.117119 100.056479 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.060640 
500.00 1463.15 100.117960 100.061998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.055961 
500.00 1453.15 100.118846 100.067654 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.051193 
500.00 1443.15 100.119780 100.073449 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.046331 
500.00 1433.15 100.120762 100.079388 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.041375 
500.00 1423.15 100.121795 100.085474 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.036321 
500.00 1413.15 100.122879 100.091712 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.031167 
500.00 1403.15 100.122152 99.433543 0.659497 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.029112 
500.00 1393.15 99.462484 98.635155 0.799760 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.027569 
500.00 1383.15 98.666209 93.544503 0.055858 0.000000 4.973663 0.000000 0.000000 0.000000 0.000000 0.000000 0.092185 
