Reference,Location,Site,Section,Img. Ref. No.,Mineral,Enclosing Phase,Na2O_pct,MgO_pct,Al2O3_pct,SiO2_pct,K2O_pct,CaO_pct,TiO2_pct,V2O5_pct,Cr2O3_pct,MnO_pct,FeO_pct,NiO_pct,Total_pct,Si_wt%,Fe_wt%,Fe57_CPS,Si_CPS,Al27_CPS,Si29_CPS,Data Reduction,Internal Standard,IntStdWv,Li_ppm_7,Be_ppm_9,B_ppm_11,Na_ppm_23,Mg_ppm_25,Al_ppm_27,Si_ppm_29,P_ppm_31,K_ppm_39,Ca_ppm_43,Sc_ppm_45,Ti_ppm_49,V_ppm_51,Cr_ppm_53,Mn_ppm_55,Fe_ppm_57,Co_ppm_59,Ni_ppm_60,Ni_ppm_61,Cu_ppm_63,Zn_ppm_66,Ga_ppm_71,Ge_ppm_72,As_ppm_75,Rb_ppm_85,Sr_ppm_88,Y_ppm_89,Zr_ppm_90,Nb_ppm_93,Mo_ppm_95,Ru_ppm_99,Rh_ppm_103,Pd_ppm_105,Ag_ppm_107,Cd_ppm_111,Sn_ppm_118,Cs_ppm_133,Ba_ppm_137,La_ppm_139,Ce_ppm_140,Pr_ppm_141,Nd_ppm_146,Sm_ppm_147,Eu_ppm_153,Gd_ppm_157,Tb_ppm_159,Dy_ppm_163,Ho_ppm_165,Er_ppm_166,Er_ppm_167,Tm_ppm_169,Yb_ppm_173,Lu_ppm_175,Hf_ppm_178,Os_ppm_192,Pt_ppm_194,Au_ppm_197,Pb_ppm_208,Th_ppm_232,U_ppm_238,Primary RM,Spot Size (µm),Rep Rate (Hz),Method
This Study,Norilsk,Kharaelakh,VZU-3A,16,pyroxene,,0.24458,16.077247,2.669043,50.814757,bdl,20.817455,0.517228,,0.991444,bdl,6.152499,bdl,98.284253,23.75409359,4.78235445,,,,3690000,EDS IS,Si29,23.752683,4.579517,,<0.760085854606966,1817.080246,91899.13036,14066.33885,,130.164703,3.63416,140615.8831,86.341003,2475.029564,367.216479,6417.974935,1214.712206,33918.83126,46.792785,269.117898,,0.878849,30.688466,5.22559,,<0.641322439824628,<0.0570064390955224,15.201717,9.144783,7.458342,<0.0156767707512687,,,,,,,,<0.0144891366034453,,0.408546,1.876462,0.394295,2.090236,0.992862,0.358666,1.479792,0.273156,1.81708,0.346789,1.125877,,0.125889,,0.13539,0.399045,,,,<0.0546311707998757,<0.00498806342085821,Int2SE,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Kharaelakh,VZU-3A,19,pyroxene,,bdl,16.568405,2.196968,51.557973,bdl,20.47896,0.70076,,0.547514,0.183733,6.809301,bdl,99.043614,24.10152066,5.292888457,,,,3818000,EDS IS,Si29,24.10009,6.290123,<0.0795302954117851,<1.01220375978636,1968.977314,95846.05602,11059.53108,,137.37051,<2.1208078776476,138093.5129,97.340262,3805.404135,476.217769,3383.652568,1496.615559,39861.54806,49.718485,277.874032,,<0.626602327486792,35.836833,5.39842,,<0.385601432299564,0.030848,16.412161,16.653162,11.182442,0.022172,,,,,,,,<0.0197620734053527,0.04097,0.720593,2.983591,0.701313,3.759614,2.048508,0.614552,2.916111,0.453082,3.036611,0.689263,1.995487,,0.265101,,0.243411,0.563942,,,,<0.0554302058930623,Int2SE,,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Kharaelakh,VZU-3A,28,pyroxene,,0.27779,16.836969,2.085322,52.818284,bdl,19.858798,0.624874,,0.539168,0.22,6.580702,0.086281,99.928188,24.69067128,5.115197824,,,,3817000,EDS IS,Si29,24.689205,5.653828,<0.0419716488342349,0.93819,2002.294541,95399.08888,10838.56108,,136.778197,4.592192,136284.4127,91.448816,3510.804979,441.689881,3641.657766,1466.538789,40539.67493,51.970777,272.568825,,0.715987,35.354942,5.184733,,<0.518473309128784,<0.0469094898735566,14.517253,14.739456,9.060938,0.006666,<0.0864122181881306,,,,,,,<0.0172824436376261,<0.106163582345418,0.59501,2.829383,0.518473,3.530556,1.925758,0.52588,2.147961,0.414779,2.542988,0.602417,1.649239,,0.219734,,0.192576,0.395027,,,,<0.0617230129915219,0.005432,<0.0059254092471861,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-1,pyroxene,,0.31004,16.449344,2.248505,50.848784,,19.742712,0.817369,,0.55537,0.116208,6.74126,,97.829592,23.77,5.24,,10704.28493,,,EDS IS,Si29,23.77,,,,1939.746179,96922.4345,12910.01638,,58.387009,,133900.8734,117.033515,4696.91048,507.318231,2988.117358,1603.696507,23899.74891,49.434334,,289.340066,,36.329694,6.059274,,,,,22.070289,,,,,,,,,,,,0.814823,3.438346,0.730486,5.35863,2.296556,0.735676,3.321572,0.6202,3.970317,0.840773,,2.257631,0.319182,2.400355,0.32048,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-10,pyroxene,,0.25612,15.951884,2.550825,49.800576,,20.050536,0.283577,,1.037665,0.051648,5.570545,,95.553376,23.28,4.33,,10902.96943,,,EDS IS,Si29,23.28,,,,1696.441048,94543.23144,15363.27511,,40.663755,,143085.5895,95.178603,2353.414847,336.746725,5896.244541,1222.454148,21818.64629,42.824017,,449.842795,,35.326638,4.155328,,,,,9.441616,,,,,,,,,,,,0.465092,1.607489,0.335476,2.643144,0.825983,0.355808,1.72821,0.25669,1.956943,0.346913,,0.902227,0.158843,1.029301,0.146135,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-2,pyroxene,,0.29656,16.383016,2.30519,51.01992,,19.910616,0.700602,,0.64306,0.206592,6.496825,,97.962381,23.85,5.05,,10896.53384,,,EDS IS,Si29,23.85,,,,1941.06714,96858.0786,13383.0786,,Int2SE,,139428.7664,111.829421,3801.419214,468.668122,3632.177948,1463.286026,23407.369,46.34607,,326.76583,,33.06714,5.975519,,,,,18.239001,,,,,,,,,,,,0.688682,2.864083,0.529855,4.204995,1.99184,0.549383,2.812009,0.477781,3.215584,0.732945,,1.80958,0.234334,1.887691,0.212203,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-3,pyroxene,,0.2696,16.349852,2.30519,50.934352,,19.9386,0.567154,,0.628445,0.219504,6.22666,,97.439357,23.81,4.84,,11099.20306,,,EDS IS,Si29,23.81,,,,1831.238537,93576.41921,13477.60371,,49.387555,,133346.3974,101.894323,3171.200873,378.204694,3912.014192,1324.366266,21314.62882,46.78821,,262.533843,,34.441321,3.989995,,,,,14.439361,,,,,,,,,,,,0.592651,2.22244,0.47438,3.600093,1.50762,0.582253,2.170453,0.400299,2.742309,0.588752,,1.247686,0.219645,1.234689,0.230042,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-5,pyroxene,,0.25612,16.051376,2.90983,50.05728,,20.176464,0.467068,,0.979205,0.103296,5.73779,,96.738429,23.4,4.46,,10818.66812,,,EDS IS,Si29,23.4,,,,1719.235808,92220.52402,14995.41485,,54.923581,,139863.5371,101.033843,2677.20524,362.751092,5543.449782,1255.578603,20449.45415,46.110262,,272.063319,,32.187773,5.454039,,,,,10.627074,,,,,,,,,,,,0.508362,1.914662,0.395961,2.746179,1.290066,0.450884,1.813755,0.275895,2.248035,0.447052,,1.085699,0.144334,1.149563,0.140502,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-6,pyroxene,,0.28308,15.58708,2.94762,50.656256,0.06023,19.322952,0.533792,,1.02305,0.167856,6.27812,,96.860036,23.68,4.88,,10793.0131,,,EDS IS,Si29,23.68,,,,1953.082969,97072.48908,15989.17031,,50.41048,,146965.9389,99.528384,2506.305677,342.532751,5713.187773,1679.056769,23124.19214,41.750218,,484.716157,,31.79738,5.58393,,,,,10.301834,,,,,,,,,,,,0.528664,1.759197,0.352873,2.481747,1.059913,0.396821,1.615721,0.29083,1.964716,0.385188,,1.18917,0.160279,0.904803,0.137013,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-7,pyroxene,,0.28308,15.139366,2.853145,50.420944,0.06023,19.127064,0.433706,,1.05228,0.154944,5.99509,,95.519849,23.57,4.66,,10524.15939,,,EDS IS,Si29,23.57,,,,1882.254913,97264.84716,16866.95961,,73.334607,,139078.4389,100.738592,2534.546943,340.941594,6162.680131,1370.199236,23402.74563,44.772707,,400.123908,,32.67893,4.837511,,,,,10.279711,,,,,,,,,,,,0.431002,1.711141,0.328076,2.534547,1.042123,0.375679,1.685409,0.283046,1.762604,0.40141,,1.029258,0.163395,1.080721,0.133803,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-8,pyroxene,,0.32352,15.520752,2.49414,50.570688,,19.434888,0.417025,,0.979205,0.167856,5.86644,,95.774514,23.64,4.56,,10955.43668,,,EDS IS,Si29,23.64,,,,1771.709607,94714.84716,14684.67249,,Int2SE,,148266.1572,101.037773,2431.100437,339.373362,5806.768559,1183.290393,20852.75109,43.744323,,294.209607,,27.61441,4.645415,,,,,10.336048,,,,,,,,,,,,0.407764,1.794937,0.323889,2.619498,1.135546,0.348406,1.638799,0.273563,2.013013,0.388408,,1.058122,0.134201,1.032314,0.101941,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-3A,Traverse_1-9,pyroxene,,0.22916,16.018212,2.6453,50.207024,,20.050536,0.433706,,0.979205,0.116208,5.60914,,96.288491,23.47,4.36,,10851.03166,,,EDS IS,Si29,23.47,,,,1723.097707,92368.28603,15334.92904,,65.33679,,145662.6092,97.49274,2358.530022,321.559498,5854.688865,1357.980349,21817.36354,43.173526,,315.15393,,32.668395,5.021965,,,,,9.749274,,,,,,,,,,,,0.444546,1.641106,0.351025,2.126648,0.948024,0.330527,1.537336,0.267753,1.908859,0.374085,,1.076135,0.122987,0.871157,0.129392,,,,,,Int2SE,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,48,olivine,,bdl,40.534555,3.950633,39.335349,bdl,0.207171,bdl,,bdl,0.37,19.476012,0.112165,103.985885,18.38787818,15.13875787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,49,olivine,,0.041154,39.525934,1.626169,38.404096,0.012998,0.128249,0.040314,,0.010173,0.18,19.455543,0.060396,99.485026,17.95255049,15.12284726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,5,orthopyroxene,,0.010097,27.930156,1.358269,53.467793,bdl,1.823292,0.807699,,0.337904,0.341056,12.773186,,98.849451,24.99429366,9.928632724,,11609.76112,,,Stoichiometric,Si29,,,,,287.856592,169303.3319,7680.723276,,73.669459,,11268.6988,56.616344,3723.036202,177.079553,2260.561007,2353.329956,47748.72374,83.492054,,268.757102,,94.406048,5.470639,,,,,12.632948,,,,,,,,,,,,0.291949,0.503408,0.076398,0.534786,0.323327,0.117325,0.76398,0.196452,1.664384,0.467937,,1.623457,0.245565,2.237369,0.33697,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,43,oxide3,sulphide,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,44,oxide3,sulphide,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,45,oxide3,silicate,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,53,oxide3,sulphide,bdl,3.88524,0.097868,0.091186,bdl,bdl,47.592287,0.42,0.75529,0.605729,44.032997,bdl,97.480597,0.042626215,34.22697007,65300,,,,EDS IS,Fe57,34.2,,Below LOD,,,,305,1122,,,Below LOD,78.2,286400,1456,6880,5030,,68.7,297.3,212,2.95,35,2.19,,,,0.023,0.656,1136,136.3,,,,,,1.36,,,,,,,,,,,,,,,,,,0.486,28.35,,,,,,,GSD-2g,50,9,VZU-5A_chromite_1
This Study,Norilsk,Kharaelakh,VZU-5A,54,oxide3,sulphide,0.051935,3.390755,0.117442,0.081054,bdl,bdl,46.561885,0.33,0.990042,0.429377,44.602167,0.009501,96.564159,0.037889865,34.66938749,63100,,,,EDS IS,Fe57,34.7,,Below LOD,,,,260.9,1210,,,Below LOD,81,313700,1602,5260,5260,,63.6,260.7,188,3.37,37.7,1.54,,,,Below LOD,1.473,721,89.9,,,,,,Below LOD,,,,,,,,,,,,,,,,,,0.56,17.97,,,,,,,GSD-2g,50,9,VZU-5A_chromite_1
This Study,Norilsk,Kharaelakh,VZU-5A,83,oxide3,,,,,,,,,,,,,,,0,0,6250000,,,,EDS IS,Fe57,40,,,,,36920,560,1620,,,,145.6,,3100,11240,7796,,75.16,386,448,1.532,44.36,1.948,,,,,2,,,,<0.08,<0.0116,<0.056,0.058,<0.204,,,,0.0532,,,,,,,,,,,,,,,,<0.0224,<0.336,<0.12,,,,GSD-2G & FeS-5,65,9,Kharaelakh-Talnakh_65um
This Study,Norilsk,Kharaelakh,VZU-5A,101,oxide3,sulphide,bdl,2.351327,0.097868,0.091186,0.010731,0.020103,47.500469,0.32,0.510331,0.559724,48.503563,bdl,99.965302,0.042626215,37.70195336,68800,,,,EDS IS,Fe57,37.7,,Below LOD,,,,303.3,1200,,,Below LOD,54.7,304900,1451,4620,6710,,76.8,352.8,250,3.09,32.6,2.32,,,,0.026,0.458,974,88.3,,,,,,Below LOD,,,,,,,,,,,,,,,,,,0.356,16.77,,,,,,,GSD-2g,50,9,VZU-5A_chromite_1
This Study,Norilsk,Kharaelakh,VZU-5A,101,oxide3,sulphide,bdl,2.351327,0.097868,0.091186,0.010731,0.020103,47.500469,0.32,0.510331,0.559724,48.503563,bdl,99.965302,0.042626215,37.70195336,5920000,,,,EDS IS,Fe57,37.7,,,,,19679.4,391.703,1044.29,,,,74.646,,1835.99,6148.87,8097.96,,51.3097,228.462,269.178,1.48915,35.8527,1.91139,,,,,0.76154,,,,<0.04901,<0.005278,<0.05278,0.06786,<0.4147,,,,,,,,,,,,,,,,,,,,<0.022243,<0.16965,<0.12064,,,,GSD-2G & FeS-5,65,9,Kharaelakh-Talnakh_65um
This Study,Norilsk,Kharaelakh,VZU-5A,26(rim),oxide3,sulphide,bdl,4.747863,bdl,0.169878,bdl,bdl,50.621573,,0.6363,0.493783,43.483019,bdl,100.152415,0.07941193,33.79947066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,,oxide3,,bdl,3.127041,bdl,bdl,bdl,bdl,48.285707,,bdl,0.620099,44.23365,bdl,96.266497,#VALUE!,34.3829382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,40,plagioclase,,4.388858,0.147347,28.941871,52.195016,0.293355,12.820506,0.100109,,bdl,bdl,0.697015,bdl,99.584077,24.39931563,0.541791683,,,,,,,,,,,,,156160,,,,78812,20.2154,506.3,3.8674,,77.348,131.882,1.281,Below LOD,30.5,,4.514,23.18,,,,,0.24278,,,,,,,,,,,,0.9272,1.6836,0.18422,0.8906,,0.7442,,,,,,,Below LOD,,,Below LOD,,,,,Below LOD,Below LOD,NIST612,65,5,Plagioclase_pyroxene1
This Study,Norilsk,Kharaelakh,VZU-5A,42,plagioclase,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,152000,,,,172000,16.24,348,2.74,,8440,1473,3,16,57.8,,49.4,26.7,,,,,0.56,,,,,,,,,,,,3.32,8.48,1.02,3.71,0.53,1.73,0.46,,,,,,0.019,,,Below LOD,,,,,Below LOD,0.029,NIST612,65,5,Plagioclase_pyroxene1
This Study,Norilsk,Kharaelakh,VZU-5A,47,plagioclase,,3.724441,0.089877,30.964162,51.259447,0.220959,13.880442,0.080629,,0.030519,bdl,0.644766,bdl,100.895241,23.96197036,0.501178391,,,,,,,,,,,,,138972.4912,,,,102791.7219,23.721167,857.795721,58.224682,,1163.295594,403.739048,7.320017,29.71136,40.373905,,10.183329,20.366658,,,,,3.007077,,,,,,,,,,,,0.766745,1.569431,0.190488,1.305862,0.575059,0.606208,0.419314,0.115012,0.611,0.111418,0.295916,,0.045525,,0.05511,Below LOD,,,,,Below LOD,Below LOD,NIST612,65,5,Plagioclase_pyroxene1
This Study,Norilsk,Kharaelakh,VZU-5A,1,pyroxene,,0.272612,16.453656,2.381753,50.767298,0.028974,20.185033,0.555949,,0.880597,0.199929,5.924849,,97.650651,23.73190819,4.605401477,,10038.92518,,,EDS IS,Si29,23.73190819,,,,1804.415843,98575.76858,14507.86607,,42.746391,,149223.7653,102.461804,2834.215265,321.245606,5932.680948,1190.422225,22176.30957,41.58058,,268.136453,,31.088284,4.935265,,,,,12.694383,,,,,,,,,,,,0.551817,2.202087,0.446894,3.069968,1.347159,0.477982,1.994832,0.35622,2.318668,0.524615,,1.360112,0.200779,1.230578,0.20596,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,2,pyroxene,,0.252419,16.423613,3.414803,50.757259,0.014487,19.917485,0.53497,,1.136585,0.164648,6.236137,,98.852405,23.72721531,4.847366498,,9816.774894,,,EDS IS,Si29,23.72721531,,,,1819.600096,97002.16881,20825.0317,,Int2SE,,145179.4809,124.199039,3071.951194,378.165999,7900.04312,1296.384125,23842.58916,43.126465,,244.771828,,29.009994,5.763146,,,,,14.712211,,,,,,,,,,,,0.624233,2.305258,0.50379,3.172968,1.580009,0.527101,2.33116,0.349674,2.75854,0.534872,,1.787223,0.191673,1.230335,0.21369,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,6,pyroxene,,0.272612,15.71259,3.051323,48.920119,0.014487,19.550844,0.513991,,1.095627,0.176408,5.789957,,95.097959,22.86841763,4.500549553,,10010.67452,,,EDS IS,Si29,22.86841763,,,,1751.243934,94864.2473,18011.72485,,64.907117,,144043.8702,109.717991,2738.581034,338.640399,6840.211516,1190.795946,22168.27674,39.81802,,242.153473,,33.701772,5.77923,,,,,12.644406,,,,,,,,,,,,0.711482,2.250529,0.474321,3.008195,1.248214,0.449357,1.947213,0.375712,2.558838,0.564193,,1.422964,0.190977,1.22325,0.175998,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,7,pyroxene,,0.323096,16.283411,2.372188,50.496244,0.028974,19.758937,0.818189,,0.860118,0.199929,6.3399,,97.480988,23.60520007,4.928021764,,10706.84635,,,EDS IS,Si29,23.60520007,,,,2034.429649,97534.08769,13760.42347,,81.171037,,137604.2347,112.737552,4238.931949,385.24032,5308.328154,1352.850622,23668.44374,43.033534,,260.262691,,37.750974,6.248881,,,,,23.204609,,,,,,,,,,,,1.108049,3.981246,0.863248,5.875237,2.602627,0.746,3.942593,0.73827,4.599692,0.995956,,2.576858,0.368491,2.087255,0.338857,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,8,pyroxene,,0.252419,16.263382,2.860017,50.877727,0.014487,20.46249,0.566439,,1.105867,0.164648,6.038988,,98.606463,23.78352982,4.694122037,,10787.73306,,,EDS IS,Si29,23.78352982,,,,1766.799603,95285.15124,15720.75179,,79.187932,,145524.0525,105.151189,2923.462678,330.901704,6101.36527,1199.502449,21692.30078,40.632496,,260.930727,,28.949031,5.244578,,,,,12.4364,,,,,,,,,,,,0.649081,2.193895,0.405027,3.115591,1.402016,0.436183,1.947244,0.350504,2.531418,0.498495,,1.363071,0.206408,1.051512,0.197321,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,10,pyroxene,,0.232225,16.273397,2.410449,51.038351,bdl,20.541764,0.513991,,0.901076,0.129366,5.800334,,97.840953,23.85861584,4.508615624,,10170.66002,,,EDS IS,Si29,23.85861584,,,,1802.32951,94413.93746,14689.50641,,74.228889,,144941.6723,100.795017,2746.468884,312.282237,5847.152817,1160.314735,21630.55864,40.891002,,217.477621,,27.607938,4.479779,,,,,12.241255,,,,,,,,,,,,0.497464,2.021109,0.43756,2.656613,1.536668,0.362029,2.213844,0.326868,2.252912,0.441467,,1.093899,0.156271,1.159012,0.171898,,,,,,Int2SE,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,11,pyroxene,,0.323096,16.493713,2.219144,50.546439,0.028974,19.085112,1.04896,,0.798681,0.235211,6.723822,,97.503153,23.62866445,5.226445394,,10227.39957,,,EDS IS,Si29,23.62866445,,,,2250.54379,94922.64926,13064.76137,,81.251724,,132969.0916,121.877586,5455.472912,411.417461,4746.132463,1523.147402,25420.18229,44.366021,,255.362562,,37.143645,6.564623,,,,,38.046442,,,,,,,,,,,,1.337429,5.86818,1.249729,8.254143,3.520908,1.136234,5.700518,1.062721,7.222375,1.457372,,4.08838,0.536519,3.37904,0.461716,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,12,pyroxene,,0.272612,16.473685,2.77393,51.490107,0.014487,20.412944,0.639866,,1.03419,0.164648,6.163503,,99.439972,24.06979572,4.79090789,,10313.23508,,,EDS IS,Si29,24.06979572,,,,1840.61686,95643.75975,16737.65796,,45.982577,,142677.3669,114.299548,3389.572804,370.48819,6306.181962,1387.360032,26906.37637,42.041213,,199.695762,,27.983682,5.373393,,,,,15.778593,,,,,,,,,,,,0.659522,2.627576,0.528143,3.560365,1.747338,0.524201,2.6013,0.476905,2.824644,0.631932,,1.379477,0.283778,1.405753,0.212834,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,13,pyroxene,,0.288078,16.467475,2.611435,51.897153,0.012998,20.243544,0.776053,,0.874876,0.17,6.212264,0.008628,99.562504,24.26007526,4.828809949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,14,pyroxene,,0.27779,16.157898,2.640132,51.451771,0.077986,20.411254,0.614795,,0.946086,0.08,5.894999,bdl,98.552711,24.051875,4.58219899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,15,pyroxene,,0.27779,16.647229,2.362727,52.372902,bdl,20.213948,0.72566,,0.773146,0.19,6.549999,bdl,100.113401,24.48247102,5.091332297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,16,pyroxene,,0.288078,16.557352,2.53491,52.271679,0.025995,20.302736,0.755896,,0.895222,0.17,6.314608,bdl,100.116475,24.43515286,4.908362223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Kharaelakh,VZU-5A,traverse_1-1,pyroxene,,0.383677,16.864246,1.980012,51.600536,0.028974,19.531026,1.195815,,0.655328,0.235211,6.972852,,99.447677,24.12141735,5.420017101,,10848.82971,,,EDS IS,Si29,24.12141735,,,,2523.932834,98482.09492,12178.60131,,63.197066,,141271.7752,137.71694,6767.352512,397.614875,4292.134083,1607.575373,26108.288,45.817873,,341.000837,,41.999717,7.846969,,,,,62.538763,,,,,,,,,,,,2.620045,10.690837,2.215847,15.483281,6.951677,1.737919,10.743501,1.895912,11.823118,2.791204,,6.912179,0.928207,5.542909,0.809712,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,traverse_1-2,pyroxene,,0.353387,16.814174,2.133056,51.540302,bdl,19.709392,1.111898,,0.716765,0.246971,6.889842,,99.515787,24.0932601,5.355493199,,10915.06982,,,EDS IS,Si29,24.0932601,,,,2440.767421,97446.58721,12598.3577,,56.547952,,143342.4832,129.665769,6115.069238,416.876763,4694.795093,1525.479638,25735.89355,45.369869,,239.342495,,32.745209,7.219727,,,,,44.0548,,,,,,,,,,,,1.796384,7.66685,1.567562,10.625755,4.997261,1.337425,7.522193,1.404493,8.824111,1.837151,,4.852603,0.711452,4.313425,0.562849,,,,,,Int2SE,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,traverse_1-3,pyroxene,,0.323096,16.683987,2.219144,51.520224,bdl,19.877848,1.027981,,0.839639,0.270493,6.723822,,99.486233,24.08387435,5.226445394,,10897.67219,,,EDS IS,Si29,24.08387435,,,,2245.262255,98065.90412,13040.39905,,Int2SE,,139605.885,129.746712,5455.408875,432.489041,5310.807676,1499.908802,25397.22879,44.432005,,266.85494,,34.704288,6.704237,,,,,34.178465,,,,,,,,,,,,1.486763,5.849776,1.219908,8.452597,3.667612,1.142349,5.95494,1.00695,6.717383,1.443383,,4.048834,0.521879,3.14179,0.467982,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,traverse_1-4,pyroxene,,0.333193,16.413598,2.343492,51.439912,0.014487,20.393126,0.891616,,0.798681,0.22345,6.42291,,99.274466,24.04633134,4.992545667,,10893.80946,,,EDS IS,Si29,24.04633134,,,,2149.886735,96206.77512,13768.20015,,48.562765,,142013.2751,123.113172,4935.026937,408.189728,5394.404444,1397.82013,24858.88569,45.018996,,305.814169,,38.193958,6.930038,,,,,28.218904,,,,,,,,,,,,1.126131,4.843151,0.950255,7.021913,2.913766,0.822942,4.488775,0.843942,5.171278,1.156319,,2.926891,0.39769,2.467513,0.393752,,,,,,LOD,LOD,NIST610,65,5,Routine1
This Study,Norilsk,Kharaelakh,VZU-5A,traverse_1-5,pyroxene,,0.323096,16.593857,2.496537,51.620614,0.043461,20.313852,0.818189,,0.921555,0.235211,6.443662,,99.810036,24.1308031,5.008676253,,10958.42047,,,EDS IS,Si29,24.1308031,,,,1787.328915,114325.8289,13105.32256,,59.270303,,123809.0774,106.29141,3977.695892,361.68056,5057.732524,1506.782815,33691.87447,37.274435,,206.787502,,30.29371,6.071913,,,,,21.429507,,,,,,,,,,,,1.031303,3.727444,0.752074,4.741624,2.186416,0.691487,3.529876,0.629582,4.346489,0.931202,,2.028361,0.305571,1.949334,0.321377,,,,,,LOD,LOD,NIST610,65,5,Routine1
