Reference,Location,Site,Section,Img. Ref. No.,Mineral,Enclosing Phase,Na2O_pct,MgO_pct,Al2O3_pct,SiO2_pct,K2O_pct,CaO_pct,TiO2_pct,V2O5_pct,Cr2O3_pct,MnO_pct,FeO_pct,NiO_pct,Total_pct,Si_wt%,Fe_wt%,Fe57_CPS,Si_CPS,Al27_CPS,Si29_CPS,Data Reduction,Internal Standard,IntStdWv,Li_ppm_7,Be_ppm_9,B_ppm_11,Na_ppm_23,Mg_ppm_25,Al_ppm_27,Si_ppm_29,P_ppm_31,K_ppm_39,Ca_ppm_43,Sc_ppm_45,Ti_ppm_49,V_ppm_51,Cr_ppm_53,Mn_ppm_55,Fe_ppm_57,Co_ppm_59,Ni_ppm_60,Ni_ppm_61,Cu_ppm_63,Zn_ppm_66,Ga_ppm_71,Ge_ppm_72,As_ppm_75,Rb_ppm_85,Sr_ppm_88,Y_ppm_89,Zr_ppm_90,Nb_ppm_93,Mo_ppm_95,Ru_ppm_99,Rh_ppm_103,Pd_ppm_105,Ag_ppm_107,Cd_ppm_111,Sn_ppm_118,Cs_ppm_133,Ba_ppm_137,La_ppm_139,Ce_ppm_140,Pr_ppm_141,Nd_ppm_146,Sm_ppm_147,Eu_ppm_153,Gd_ppm_157,Tb_ppm_159,Dy_ppm_163,Ho_ppm_165,Er_ppm_166,Er_ppm_167,Tm_ppm_169,Yb_ppm_173,Lu_ppm_175,Hf_ppm_178,Os_ppm_192,Pt_ppm_194,Au_ppm_197,Pb_ppm_208,Th_ppm_232,U_ppm_238,Primary RM,Spot Size (µm),Rep Rate (Hz),Method
This Study,Norilsk,Norilsk I,G22-108.8,20,pyroxene,,0.265679,15.797316,3.030907,50.819082,bdl,20.583911,0.554277,bdl,0.979378,bdl,6.90907,,98.939621,23.75611537,5.370439176,,,,3490000,EDS IS,Si29,23.754704,6.651317,0.078391,1.876622,1824.361298,88034.93453,14822.93555,,141.102944,34.824397,137302.1915,106.777396,2845.813588,396.703564,6076.453387,1399.15209,37009.82946,40.59679,218.305733,,<0.736395836584828,34.681868,5.368563,,<0.688886427772903,<0.0380075270495395,15.939407,11.188466,10.8559,Int2SE,<0.0641377018960979,,,,,,,<0.0261301748465584,0.142528,0.598619,2.620144,0.520228,3.325659,1.028579,0.453715,1.852867,0.339692,2.161678,0.441838,1.149728,,0.140153,,0.149655,0.570113,,,,0.142528,0.013303,,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,30,pyroxene,,,,,,,,,,,,,,,0,0,,,,3950000,Stoichiometric,Si29,22,9.328,0.0528,31.35,2160.4,103664,12430,,161.48,1936,5816.8,10.802,47.3,13.948,224.62,1405.8,68882,56.32,1049.4,,1.804,21.78,4.114,,0.44,6.314,39.226,1.7622,0.341,0.01166,Int2SE,,,,,,,4.95,9.416,0.5126,1.089,0.1298,0.616,0.077,0.2178,0.099,0.02838,0.1804,0.04708,0.1848,,0.03124,,0.05654,,,,,1.012,<0.00418,Int2SE,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,31,pyroxene,,,,,,,,,,,,,,,0,0,,,,4460000,Stoichiometric,Si29,22,9.02,0.1078,23.122,1742.4,107954,8195,,121,1372.8,4085.4,8.888,40.744,12.386,115.94,973.06,55990,72.908,764.72,,2.706,484,2.706,,<0.308,4.972,27.896,0.8888,0.506,<0.00594,,,,,,,,4.1338,6.094,0.3058,0.572,0.04972,0.2596,,0.0968,0.0462,0.00968,0.077,0.0297,0.121,,0.01914,,0.0264,0.01342,,,,0.396,<0.00374,0.02486,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,40,pyroxene,,,,,,,,,,,,,,,0,0,,,,3459000,Stoichiometric,Si29,22,5.72,1.232,11.308,4549.6,56540,30844,,133.76,1033.12,73062,22.77,1027.4,126.94,157.08,2895.2,118800,29.634,171.38,,0.506,51.48,12.144,,<0.484,0.1166,13.75,76.736,17.732,0.6006,,,,,,,,<0.0088,33.792,5.038,28.16,6.006,34.782,11.682,2.2946,13.926,2.233,13.97,2.9304,7.788,,1.0604,,0.7986,0.5676,,,,0.1122,0.9658,0.1892,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,40.1,pyroxene,,,,,,,,,,,,,,,0,0,,,,3915000,Stoichiometric,Si29,22,6.0038,<0.0484,<1.056,1667.6,83930,8745,,120.12,<2.42,116974,91.322,3201,348.7,2186.8,1843.6,48180,41.052,132.22,,0.638,50.6,4.73,,<0.572,<0.0264,11.55,17.688,10.164,,,,,,,,,<0.01672,Int2SE,0.6842,3.1724,0.6468,3.85,1.782,0.5434,2.86,0.4818,3.256,0.6776,1.9558,,0.2816,,0.2464,0.5104,,,,<0.0704,Int2SE,<0.00506,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,53,pyroxene,,0.316771,14.159299,1.922517,48.539517,bdl,17.942072,1.005911,bdl,bdl,0.38,10.810539,,95.076626,22.69049972,8.403061796,,,,3761000,EDS IS,Si29,22.69049972,4.976026588,,,1903.732926,84181.75396,9064.854638,,129.5627534,#VALUE!,110616.1861,108.9143987,5493.369982,490.7955089,783.5029553,2334.852421,59721.39526,50.78133837,227.8126172,,#VALUE!,73.74412409,6.330649422,,#VALUE!,#VALUE!,9.756914879,33.83153508,20.21723525,0.035170275,,,,,,,,,0.183793048,1.082336837,5.506984282,1.132255936,7.419793408,3.448955957,0.896274739,4.85576694,0.889467589,6.376030421,1.372775233,3.834694453,,0.596760143,,0.537764843,0.950731938,,,,#VALUE!,0.007034055,0.003403575,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,60,pyroxene,,,,,,,,,,,,,,,0,0,,,,3603000,Stoichiometric,Si29,22,5.566,<0.0396,<0.99,1713.8,85140,12342,,122.1,3.784,122760,88.924,2615.8,362.78,4980.8,1476.2,41492,37.84,153.34,,<0.572,38.016,4.994,,<0.44,<0.033,12.43,10.89,8.404,0.01892,,,,,,,,<0.01694,<0.506,0.4048,1.936,0.396,2.684,0.902,0.4708,1.804,0.3036,2.288,0.4092,1.265,,0.1474,,0.1628,0.3872,,,,<0.0836,,,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,133,pyroxene,,,,,,,,,,,,,,,0,0,,,,3722000,EDS IS,Si29,23.331641,6.528193,2.053184,5.272951,2071.849705,86723.70894,8049.416084,,138.823263,86.093755,115024.9893,102.425903,4185.696364,437.001633,158.655158,2963.118385,65958.54861,52.286207,216.050994,,20.76516,111.291927,5.669589,,<0.419969534832681,0.769944,9.332656,35.8374,17.032098,0.04293,0.886602,,,,,,,0.09566,1.259909,2.57348,6.789507,1.374234,8.492717,3.616404,1.082588,5.202956,0.951931,6.859502,1.383566,3.971045,,0.573958,,0.522629,0.821274,,,,3.499746,0.018665,0.012832,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,149,pyroxene,,,,,,,,,,,,,,,0,0,,,,3894000,Stoichiometric,Si29,22,5.4802,0.0286,0.88,1658.8,82808,9116.8,,123.2,15.18,117700,88.462,2853.4,361.46,2437.6,1645.6,45716,38.214,129.8,,0.99,43.934,4.664,,<0.572,0.1628,12.188,13.662,10.406,0.01628,0.0396,,,,,,,0.03036,0.6644,0.594,2.4838,0.4906,3.234,1.3244,0.4818,2.09,0.3784,2.4794,0.5346,1.419,,0.1892,,0.1826,0.495,,,,0.1342,Int2SE,<0.00814,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,150,pyroxene,,,,,,,,,,,,,,,0,0,,,,3675000,Stoichiometric,Si29,22,6.6902,Int2SE,0.99,1753.4,84744,12012,,124.52,<2.068,122760,88.704,2637.8,353.76,4875.2,1458.6,41800,33.946,131.12,,0.5434,37.246,4.994,,<0.44,<0.0242,12.342,10.868,8.228,0.01738,,,,,,,,<0.00836,,0.4576,2.0988,0.4378,2.992,1.0384,0.3762,1.826,0.2706,2.266,0.4158,1.32,,0.1606,,0.1606,0.4356,,,,<0.055,,Int2SE,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,151,pyroxene,,,,,,,,,,,,,,,0,0,,,,3677000,Stoichiometric,Si29,22,4.6002,Int2SE,<0.902,1694,85778,11616,,126.72,<2.002,121000,90.64,2637.8,375.1,4461.6,1529,43164,38.038,146.08,,<0.506,39.534,5.148,,<0.506,<0.0308,11.374,11.352,7.876,0.0121,<0.0858,,,,,,,<0.0187,,0.3564,1.9646,0.44,2.662,1.298,0.4158,1.628,0.2904,2.244,0.4554,1.265,,0.1826,,0.1672,0.4664,,,,<1.474,<0.00484,0.00396,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,152,pyroxene,,,,,,,,,,,,,,,0,0,,,,3590000,Stoichiometric,Si29,22,5.94,Int2SE,20.284,2769.8,97350,15510,,164.34,3608,5698,10.89,34.32,16.61,288.42,1262.8,76230,35.112,508.42,,3.168,70.4,3.63,,<0.506,6.38,37.4,1.617,0.1628,0.01012,<0.0858,,,,,,,5.324,13.09,0.5082,0.9702,0.121,0.3124,0.0902,0.176,0.1012,0.02178,0.1342,0.05346,0.2134,,0.05016,,0.0847,<0.0264,,,,<1.474,<0.00484,,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,1,spinel,silicate,bdl,bdl,1.9029,bdl,bdl,bdl,10.079635,1.07,5.773177,2.08,74.622164,,95.527876,#VALUE!,58.00401399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,2,spinel,pyroxene,bdl,3.376526,4.639544,bdl,bdl,bdl,11.023959,1.27,14.030883,0.47,61.277248,,96.088159,#VALUE!,47.63097396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,4,spinel,plagioclase,bdl,2.200771,3.364405,bdl,bdl,bdl,9.371392,1.33,9.041208,0.49,69.889924,,95.6877,#VALUE!,54.32563078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,5,spinel,plagioclase,bdl,2.452001,3.236891,bdl,bdl,bdl,11.229247,1.26,9.02059,0.49,68.175802,,95.86453,#VALUE!,52.99323902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,7,spinel,plagioclase,bdl,2.95446,3.982357,bdl,bdl,bdl,11.783525,0.99,13.133978,0.49,65.231297,,98.565617,#VALUE!,50.70446716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,49,spinel,plagioclase,bdl,3.255935,4.472795,bdl,bdl,bdl,12.861286,1.07,12.83501,0.51,62.612791,,97.617818,#VALUE!,48.66909522,173400,,,,EDS IS,Fe57,48.7,,,,,,24750,1730,,,,23.86,80500,7167,84900,6090,,234.8,867,,1.78,1173,62.9,,Below LOD,,0.351,0.0111,46.7,4.12,,,,,,,2.87,,,,,,,,,,,,,,,,,,1.91,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,50,spinel,plagioclase,bdl,1.808853,3.491919,bdl,bdl,bdl,8.888965,1.64,4.865964,0.39,74.538035,,95.623736,#VALUE!,57.93862029,184200,,,,EDS IS,Fe57,57.9,,,,,,16550,2320,,,,39,140500,9340,31040,6020,,233.9,837,,99,886,67.8,,Below LOD,,0.538,0.102,182.6,18.09,,,,,,,4.39,,,0.126,0.13,,,,,,,,,,,,,,4.52,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,51,spinel,plagioclase,bdl,4.391493,bdl,bdl,bdl,bdl,50.346854,0.4,0.402061,0.61,43.967766,,100.118173,#VALUE!,34.17626584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,52,spinel,silicate,bdl,0.834082,bdl,bdl,bdl,bdl,46.312947,0.4,bdl,0.6,51.139738,,99.286767,#VALUE!,39.75105946,138200,,,,EDS IS,Fe57,39.8,,,,,,461,3420,,,,140.8,312800,1972,62.1,6300,,60.5,160.1,,1.54,74.1,3.93,,Below LOD,,2.55,1.02,1375,177.4,,,,,,,17.8,,,0.432,0.533,,,,,,,,,,,,,,28.9,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,59,spinel,plagioclase,bdl,3.989526,5.659655,bdl,bdl,bdl,10.716028,0.88,19.247361,0.48,58.522033,,99.494602,#VALUE!,45.48933774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,65,spinel,,,,,,,,,,,,,,,0,0,77400,,,,EDS IS,Fe57,50,,,,,,28060,2670,,,,23.22,76000,8140,108800,4045,,264.8,936,,1.38,1005,72.3,,Below LOD,,0.236,0.122,29.8,3.27,,,,,,,3.64,,,0.144,0.264,,,,,,,,,,,,,,1.19,,,,,,,GSD-2g,35,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,67,spinel,,,,,,,,,,,,,,,0,0,82400,,,,EDS IS,Fe57,50,,,,,,25590,1270,,,,22.82,80300,8240,99100,3674,,277.1,1003,,1.86,924,68.3,,Below LOD,,Below LOD,,31.1,3.74,,,,,,,4.37,,,,,,,,,,,,,,,,,,1.77,,,,,,,GSD-2g,35,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,90,spinel,,,,,,,,,,,,,,,0,0,13110000,,,,EDS IS,Fe57,48,,,,,8870.4,21792,1017.6,,,,4.4112,,5035.2,63024,2548.8,,183.36,674.88,500.64,1.0224,868.32,90.528,,,,,,,,,<0.0576,<0.00624,<0.04704,<0.03216,<0.1152,,,,,,,,,,,,,,,,,,,,<0.0624,<0.1392,<0.0528,,,,GSD-2G & FeS-5,65,9,Norilsk_65um_31
This Study,Norilsk,Norilsk I,G22-108.8,101,spinel,plagioclase,bdl,2.351509,3.619433,bdl,bdl,bdl,11.208718,1.58,6.855648,0.38,70.52089,,96.516198,#VALUE!,54.81608239,200900,,,,EDS IS,Fe57,54.8,,,,,,20290,1600,,,,16.33,69300,8610,46140,4780,,232.1,1131,,2.8,1106,68.7,,Below LOD,,0.259,0.048,53,0.449,,,,,,,6.22,,,0.084,0.09,,,,,,,,,,,,,,1.73,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,102,spinel,plagioclase,bdl,2.200771,3.648859,bdl,bdl,bdl,10.562062,1.32,7.350492,0.35,71.551466,,96.98365,#VALUE!,55.61715196,200300,,,,EDS IS,Fe57,55.6,,,,,,20210,1195,,,,15.09,68300,8590,50650,3757,,244.6,1096,,5.4,1018,70.2,,Below LOD,,0.217,0.136,25.6,0.417,,,,,,,6.11,,,0.129,0.218,,,,,0.034,,,,,,,,,1.35,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,103,spinel,olivine,bdl,2.050033,3.688094,bdl,bdl,bdl,10.325981,0.85,11.690684,0.57,68.333543,,97.508335,#VALUE!,53.11585154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,104,spinel,silicate,bdl,3.185591,bdl,bdl,bdl,bdl,49.31015,0.35,0.27835,0.68,47.027948,,100.832038,#VALUE!,36.55495375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,106,spinel,plagioclase,bdl,3.366476,bdl,bdl,bdl,bdl,48.950896,0.23,0.371133,0.74,45.135052,,98.793557,#VALUE!,35.08360047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-108.8,108,spinel,,,,,,,,,,,,,,,0,0,188200,,,,Stoichiometric,Fe57,50,,,,,,18040,2110,,,,23,91500,8140,41960,7160,,226.6,959,,8.2,1152,63.9,,Below LOD,,0.44,0.044,72.9,5.35,,,,,,,3.91,,,0.041,0.072,,,,,,,,,,,,,,2.23,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,112,spinel,,,,,,,,,,,,,,,0,0,17730000,,,,Stoichiometric,Fe57,48,,,,,1396.8,5025.6,5328,,,,7.872,,6393.6,22065.6,8601.6,,87.84,600.48,485.28,6.72,614.4,81.552,,,,,0.2256,,,,<0.01872,<0.00576,<0.01584,<0.01728,<0.12,,,,0.1776,,,,,,,,,,,,,,,,Int2SE,<0.0816,<0.0528,,,,GSD-2G & FeS-5,65,9,Norilsk_65um_35
This Study,Norilsk,Norilsk I,G22-108.8,118,spinel,silicate,bdl,0.954672,bdl,bdl,bdl,bdl,45.851049,0.49,bdl,0.57,50.992513,,98.858235,#VALUE!,39.63662106,139200,,,,EDS IS,Fe57,39.6,,,,,,311,1166,,,,154.7,304700,2555,175.9,5130,,82.1,191.4,,1.58,87.5,5.16,,Below LOD,,0.352,1.21,1477,149.5,,,,,,,8.92,,,,0.0259,,,,,0.034,,,,,,,,,28.64,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,119,spinel,silicate,bdl,1.115459,bdl,bdl,bdl,bdl,46.610614,0.69,bdl,0.7,51.307996,,100.424069,#VALUE!,39.88184687,147200,,,,EDS IS,Fe57,39.9,,,,,,233.2,1133,,,,168.1,306400,2323,158.2,4989,,72.3,152.1,,1.43,72.2,4.85,,Below LOD,,0.038,2.1,1664,330.3,,,,,,,18.72,,,0.0196,0.08,,,,,0.048,,,,,,,,,40.91,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-108.8,142,unknown,,,,,,,,,,,,,,,0,0,,,,3310000,Stoichiometric,Si29,22,9.284,<0.0528,19.58,6347,109626,32384,26496,131.34,6881.6,5896,10.714,40.48,17.82,114.62,1152.8,87164,33.88,358.6,,4.07,16.676,8.492,,<0.616,8.404,40.084,1.474,0.649,0.01738,<0.055,,,,,,,4.642,17.248,0.374,0.6754,0.07084,0.2882,0.1364,0.0704,0.1452,0.01298,0.1298,0.05324,0.165,,0.03278,,0.06622,<0.01804,,,,1.694,<0.00638,<0.00528,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-108.8,155,unknown,,,,,,,,,,,,,,,0,0,,,,2670000,Stoichiometric,Si29,22,6.028,,22.836,8355.6,108482,44264,36216,138.6,10219,8184,6.204,35.86,21.406,255.64,1180.52,96800,11.858,216.7,,6.182,17.226,11.066,,<0.44,9.086,66.682,1.8194,1.804,0.04642,,,,,,,,3.652,30.272,0.5192,0.8206,0.0836,0.4202,0.0484,0.1144,0.22,0.02134,0.1276,0.0594,0.231,,0.03762,,0.03388,0.0528,,,,0.9812,0.011,0.0044,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Norilsk I,G22-68.0,54,carbonate,,bdl,0.221082,bdl,0.263416,bdl,53.163205,bdl,bdl,bdl,bdl,bdl,,99.19204,0.123137622,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,67,olivine,,bdl,39.412896,bdl,38.793115,bdl,bdl,bdl,bdl,bdl,0.33,21.936561,,100.472572,18.13440305,17.0513494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,68,orthopyroxene,,bdl,26.69063,1.078964,52.196951,bdl,1.723826,0.544013,bdl,0.298968,0.36,12.745499,,95.638852,24.40022018,9.907111543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,69,orthopyroxene,,bdl,27.112696,1.10839,52.744047,bdl,1.774827,0.67745,bdl,0.27835,0.35,12.924273,,96.970032,24.65596812,10.04607307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,49,plagioclase,,2.258272,bdl,31.9079,47.982291,bdl,16.401848,bdl,bdl,bdl,bdl,0.809739,,99.36005,22.43001636,0.629412359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,51,pyroxene,,0.255461,16.028447,2.834732,50.819082,bdl,21.12452,0.441369,bdl,0.876286,bdl,5.720752,,98.100648,23.75611537,4.446756316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,53,pyroxene,,0.58245,15.666677,1.304565,52.227346,bdl,22.603542,0.441369,bdl,bdl,bdl,5.279076,,98.105025,24.41442876,4.103440342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,65,pyroxene,,0.235024,16.993169,2.805306,52.237477,bdl,20.46151,0.42084,bdl,1.010306,bdl,6.078299,,100.24193,24.41916464,4.724678585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,66,pyroxene,,0.275898,16.350021,3.138804,51.183812,bdl,20.849116,0.502955,bdl,1.103089,bdl,5.94159,,99.345284,23.92661369,4.618414302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,72,pyroxene,,0.562013,15.536037,0.500247,51.984192,bdl,21.654928,0.287403,bdl,bdl,bdl,6.046751,,96.571571,24.3007629,4.700156238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,1,spinel,pyroxene,bdl,9.556773,18.038312,bdl,bdl,bdl,2.114465,0.56,38.123589,0.3,33.136195,,101.829334,#VALUE!,25.75685581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,2,spinel,olivine,bdl,5.808428,9.063295,bdl,bdl,bdl,4.721621,0.82,32.401958,0.51,46.765046,,100.090348,#VALUE!,36.3505993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,G22-68.0,3,spinel,olivine,bdl,5.215526,8.572857,bdl,bdl,bdl,4.567655,0.77,30.608149,0.41,49.604389,,99.748577,#VALUE!,38.55762845,57700,,,,EDS IS,Fe57,38.6,,,,,,44810,4080,,,,4.35,26930,4645,182300,3595,,349.8,2038,,1.65,1476,94.5,,Below LOD,,2.86,0.052,1.58,0.277,,,,,,,2.28,,,0.068,0.141,,,,,,,,,,,,,,Below LOD,,,,,,,GSD-2g,35,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-68.0,4,spinel,olivine,bdl,4.280952,4.767058,bdl,bdl,bdl,6.51789,1.02,22.319516,0.36,59.594674,,98.86009,#VALUE!,46.32310455,72000,,,,EDS IS,Fe57,46.3,,,,,,24780,4480,,,,2.56,34390,5529,126400,4480,,317.2,2445,,1.33,1072,92.7,,Below LOD,,11.3,,0.177,0.038,,,,,,,2,,,0.136,0.137,,,,,,,,,,,,,,Below LOD,,,,,,,GSD-2g,35,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-68.0,5,spinel,olivine,bdl,2.291214,2.903393,bdl,bdl,bdl,2.104201,0.45,21.17519,0.59,68.533349,,98.047346,#VALUE!,53.27116129,96200,,,,EDS IS,Fe57,53.3,,,,,,12840,1390,,,,2.66,12290,2629,125300,3955,,191,2270,,1,709,58.8,,Below LOD,,Below LOD,,0.48,0.036,,,,,,,8.68,,,,,,,,,0.048,,,,,,,,,0.059,,,,,,,GSD-2g,35,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-68.0,6,spinel,sulphide,bdl,2.441952,2.687601,bdl,bdl,bdl,2.555834,0.55,17.711283,0.46,70.647083,,97.053752,#VALUE!,54.91417256,131000,,,,EDS IS,Fe57,54.9,,,,,,9420,660000,,,,38,12300,2020,80000,4020,,215,9960,,69,440,45.3,,Below LOD,,7.4,4.2,5.8,0.111,,,,,,,12.9,,,1.03,1.58,,,,,0.18,,,,,,,,,0.314,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-68.0,7,spinel,sulphide,bdl,2.301263,2.962246,bdl,bdl,bdl,2.206845,0.4,20.401996,0.6,68.838315,,97.710665,#VALUE!,53.5082122,263800,,,,EDS IS,Fe57,53.5,,,,,,6450,9900,,,,3.08,8740,2168,36600,2183,,96.3,1886,,1.03,195.7,42,,Below LOD,,0.95,0.07,1.12,0.0138,,,,,,,6.04,,,0.164,0.226,,,,,,,,,,,,,,0.133,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-68.0,8,spinel,sulphide,bdl,2.763525,4.453178,bdl,bdl,bdl,3.510423,0.59,20.556635,0.45,67.040064,,99.363825,#VALUE!,52.11042674,220600,,,,EDS IS,Fe57,52.1,,,,,,13110,1292,,,,5.4,20040,3065,117800,3585,,195.5,2357,,1.02,565.3,56.1,,Below LOD,,0.314,0.022,1.85,0.117,,,,,,,9.59,,,0.033,0.096,,,,,,,,,,,,,,0.225,,,,,,,GSD-2g,50,9,BandK2000_chromite
This Study,Norilsk,Norilsk I,G22-68.0,9,spinel,sulphide,bdl,1.658115,3.992166,bdl,bdl,bdl,2.155523,0.47,8.927806,0.37,81.205235,,98.778846,#VALUE!,63.12105325,260600,,,,EDS IS,Fe57,63.1,,,,,,6410,9500,,,,4.14,11520,1909,43100,2802,,110.9,1885,,0.96,250.3,42.9,,Below LOD,,1.9,0.249,2.77,0.0145,,,,,,,5.79,,,0.485,0.714,,,,,,,,,,,,,,0.183,,,,,,,GSD-2g,50,9,BandK2000_chromite
