Title: Hr

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 quartz spinel_0 rhm-oxide_0 apatite water 
500.00 1523.15 100.116359 41.687867 39.755709 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.932158 
500.00 1513.15 100.117003 41.574733 39.715640 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.859094 
500.00 1503.15 100.117688 41.461465 39.675684 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.785781 
500.00 1493.15 100.118413 41.348066 39.635846 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.712220 
500.00 1483.15 100.119181 41.234538 39.596127 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.638411 
500.00 1473.15 100.119993 41.120885 39.556532 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.564353 
500.00 1463.15 100.120849 41.007109 39.517061 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.490047 
500.00 1453.15 100.121752 40.893215 39.477720 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.415495 
500.00 1443.15 100.122703 40.779206 39.438510 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.340696 
500.00 1433.15 100.123704 40.665088 39.399435 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.265653 
500.00 1423.15 100.124756 40.550867 39.360498 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.190368 
500.00 1413.15 100.125861 40.436547 39.321703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.114844 
500.00 1403.15 100.126580 40.327450 39.233029 0.045370 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.049051 
500.00 1393.15 99.976119 40.196211 38.924171 0.245643 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.026398 
500.00 1383.15 99.161890 40.132087 37.738849 0.105916 0.000000 0.831183 0.000000 0.000000 0.000000 0.000000 0.000000 1.456139 
